,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Dikarya,Basidiomycota,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
Q4P048,0.0,0.0,0.75,0.125,0.0,0.125,0.0,Euk+Bac,8,0,0.7356219397589999,2.21428571429,-1.04761904762,False
Q4P051,0.416666666667,0.0,0.0,0.416666666667,0.08333333333330001,0.08333333333330001,0.0,Cellular_organisms,12,1,1.14370838943,2.30769230769,0.416666666667,False
Q4P052,0.23076923076900002,0.0,0.615384615385,0.0769230769231,0.0,0.0769230769231,0.0,Euk+Bac,13,0,1.03176711135,1.30769230769,-0.047619047619,True
Q4P054,0.666666666667,0.0,0.222222222222,0.111111111111,0.0,0.0,0.0,Cellular_organisms,9,0,0.848685557726,0.666666666667,-0.38961038960999994,False
Q4P055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,1,0,-0.0,None,,False
Q4P056,0.0,0.0,0.25,0.0,0.0,0.75,0.0,Dikarya,4,1,0.562335144619,3.6,-1.5,False
Q4P059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,1,1,-0.0,0.0,,False
Q4P060,0.0,0.0,0.0,0.0,0.0,0.5714285714289999,0.428571428571,Dikarya,7,0,0.6829081047,0.571428571429,-0.13636363636399998,False
Q4P061,0.2,0.2,0.4,0.0,0.0,0.2,0.0,Euk+Bac,5,0,1.33217904021,2.6,,False
Q4P062,0.0,0.0,0.8,0.0,0.2,0.0,0.0,Euk+Bac,5,0,0.500402423538,2.0,-1.25,False
Q4P067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,9,0,-0.0,0.0,0.0,False
Q4P069,0.0769230769231,0.0,0.692307692308,0.23076923076900002,0.0,0.0,0.0,Euk+Bac,13,0,0.790267968075,1.15384615385,-0.17857142857099997,False
Q4P070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,5,0,-0.0,0.0,0.0,False
Q4P071,0.0,0.0,0.363636363636,0.636363636364,0.0,0.0,0.0,Eukaryota,11,0,0.655481773901,1.01818181818,-0.18253968254,False
Q4P072,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,Eukaryota,12,0,0.45056120886600004,0.909090909091,0.2,False
Q4P073,0.272727272727,0.363636363636,0.181818181818,0.181818181818,0.0,0.0,0.0,Euk_Archaea,11,0,1.34211317891,1.2,-0.116402116402,False
Q4P074,0.166666666667,0.0,0.5,0.25,0.0,0.08333333333330001,0.0,Euk+Bac,12,0,1.1988493129100002,1.95454545455,-0.32903225806499997,False
Q4P075,0.222222222222,0.0,0.444444444444,0.111111111111,0.0,0.222222222222,0.0,Euk+Bac,9,0,1.27302833659,2.77777777778,-0.666666666667,False
Q4P077,0.0,0.0,0.0,0.444444444444,0.444444444444,0.111111111111,0.0,Opisthokonta,9,1,0.9649629230069999,1.82222222222,-0.33333333333299997,False
Q4P080,0.38461538461499994,0.0,0.153846153846,0.0,0.23076923076900002,0.23076923076900002,0.0,Cellular_organisms,13,0,1.33224492244,3.07692307692,2.15476190476,False
Q4P081,0.1,0.0,0.2,0.2,0.1,0.4,0.0,Dikarya,10,0,1.47080847632,3.04444444444,0.630952380952,False
Q4P082,0.0,0.0,0.0,0.666666666667,0.111111111111,0.222222222222,0.0,Eukaryota,9,1,0.848685557726,1.88888888889,1.06,False
Q4P085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Euk+Bac,10,0,-0.0,0.0,0.0,True
Q4P086,0.0,0.0,0.0,0.615384615385,0.153846153846,0.0,0.23076923076900002,Eukaryota,13,0,0.925129083572,1.79487179487,-0.07142857142860001,False
Q4P090,0.0,0.08333333333330001,0.0,0.666666666667,0.166666666667,0.08333333333330001,0.0,Eukaryota,12,1,0.983087758575,1.71794871795,-0.162698412698,False
Q4P091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,3,0,-0.0,0.0,0.0,False
Q4P092,0.636363636364,0.0,0.0,0.181818181818,0.181818181818,0.0,0.0,Cellular_organisms,11,0,0.907535294105,2.29090909091,2.02645502646,False
Q4P093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,1,1,-0.0,0.0,,False
Q4P094,0.0,0.0,0.0909090909091,0.363636363636,0.545454545455,0.0,0.0,Opisthokonta,11,1,0.9164648855390001,2.18181818182,-0.265437788018,False
Q4P096,0.0,0.0,0.25,0.625,0.125,0.0,0.0,Eukaryota,8,0,0.900256051269,1.78571428571,0.174358974359,False
Q4P097,0.2,0.0,0.4,0.3,0.0,0.1,0.0,Euk+Bac,10,0,1.2798542258299999,2.02222222222,1.20238095238,False
Q4P0A0,0.0909090909091,0.0,0.181818181818,0.636363636364,0.0909090909091,0.0,0.0,Eukaryota,11,0,1.0335620542100001,1.81818181818,-0.138888888889,False
Q4P0A2,0.33333333333299997,0.0,0.416666666667,0.25,0.0,0.0,0.0,Euk+Bac,12,0,1.07755632707,0.984848484848,0.153917050691,True
Q4P0A3,0.0,0.0,0.875,0.0,0.0,0.125,0.0,Euk+Bac,8,0,0.37677016125600005,1.5,2.625,False
Q4P0A4,0.1,0.0,0.3,0.2,0.1,0.3,0.0,Euk+Bac,10,0,1.50478828368,3.13333333333,-0.46428571428599996,False
Q4P0A5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,1,0,-0.0,None,,False
Q4P0A7,0.46153846153800004,0.0,0.46153846153800004,0.0,0.0,0.0769230769231,0.0,Cellular_organisms,13,0,0.911017539713,0.923076923077,0.166666666667,True
Q4P0A8,0.0,0.0,0.111111111111,0.888888888889,0.0,0.0,0.0,Eukaryota,9,0,0.34883209584299996,0.944444444444,-0.33333333333299997,False
Q4P0A9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Euk+Bac,6,0,-0.0,0.0,0.0,False
Q4P0B0,0.23076923076900002,0.0,0.0769230769231,0.0,0.0,0.0,0.692307692308,Basidiomycota,13,0,0.790267968075,3.23076923077,1.6666666666699999,False
Q4P0B4,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,0.0,Dikarya,6,2,0.636514168295,1.42857142857,0.125,False
Q4P0B5,0.0,0.25,0.0,0.75,0.0,0.0,0.0,Eukaryota,12,1,0.562335144619,1.0,0.0515873015873,False
Q4P0B6,0.0,0.0,0.0,0.555555555556,0.444444444444,0.0,0.0,Eukaryota,9,1,0.6869615765970001,2.04444444444,-0.440476190476,False
Q4P0B7,0.8,0.0,0.0,0.0,0.1,0.1,0.0,Cellular_organisms,10,1,0.6390318596500001,1.81818181818,-0.33333333333299997,False
Q4P0B8,0.0,0.363636363636,0.0,0.45454545454499995,0.0,0.181818181818,0.0,Eukaryota,11,0,1.03619878482,2.0,-0.366666666667,False
Q4P0C0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk_Archaea,13,0,-0.0,0.0,0.0,False
Q4P0C6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,4,0,-0.0,0.0,,False
Q4P0C7,0.0,0.0,0.0,0.33333333333299997,0.222222222222,0.444444444444,0.0,Dikarya,9,0,1.06085694716,2.05555555556,-0.33333333333299997,False
Q4P0C8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,1,0,-0.0,None,,False
Q4P0C9,0.0,0.0,0.0,0.0,0.272727272727,0.7272727272730001,0.0,Dikarya,11,0,0.585952618304,0.436363636364,-0.08,False
Q4P0D2,0.0,0.0,0.0,0.23076923076900002,0.23076923076900002,0.38461538461499994,0.153846153846,Dikarya,13,0,1.33224492244,1.58974358974,0.011904761904799999,False
Q4P0D3,0.0,0.08333333333330001,0.75,0.08333333333330001,0.0,0.08333333333330001,0.0,Euk+Bac,12,1,0.836988216786,1.28205128205,0.00793650793651,False
Q4P0D4,0.538461538462,0.0,0.0,0.0769230769231,0.0769230769231,0.307692307692,0.0,Cellular_organisms,13,0,1.09059947378,3.07692307692,-0.321428571429,False
Q4P0D5,0.0,0.0,0.272727272727,0.363636363636,0.0909090909091,0.272727272727,0.0,Eukaryota,11,0,1.29454516584,2.76363636364,-0.17328042327999998,False
Q4P0D6,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0909090909091,0.0,Eukaryota,11,0,0.60016607316,1.16363636364,-0.21333333333299997,False
Q4P0D7,0.0,0.0,0.923076923077,0.0,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.271189373042,0.923076923077,0.166666666667,False
Q4P0D8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Basidiomycota,4,0,-0.0,0.0,0.0,False
Q4P0E0,0.23076923076900002,0.0,0.615384615385,0.0,0.0769230769231,0.0769230769231,0.0,Euk+Bac,13,0,1.03176711135,1.5641025641,-0.242063492063,False
Q4P0E1,0.692307692308,0.0,0.307692307692,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.61724176973,0.0,0.0,True
Q4P0E2,0.363636363636,0.0,0.545454545455,0.0909090909091,0.0,0.0,0.0,Euk+Bac,11,0,0.9164648855390001,0.363636363636,0.277777777778,False
Q4P0E3,0.0,0.0,0.666666666667,0.111111111111,0.0,0.111111111111,0.111111111111,Euk+Bac,9,0,1.0027182645200001,2.88888888889,0.7,False
Q4P0E4,0.0,0.0,0.0,0.4,0.0,0.6,0.0,Dikarya,5,1,0.6730116670090001,2.13333333333,-0.28571428571400004,False
Q4P0E5,0.0,0.0,0.45454545454499995,0.181818181818,0.0909090909091,0.272727272727,0.0,Euk+Bac,11,0,1.2406842919499999,3.12727272727,-0.28,False
Q4P0E6,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.7272727272730001,0.0909090909091,Dikarya,11,2,0.885574151577,2.12820512821,-0.22619047619000002,False
Q4P0E7,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Dikarya,4,1,0.562335144619,0.6,-0.25,False
Q4P0E9,0.0,0.0,0.25,0.25,0.25,0.25,0.0,Opisthokonta,8,0,1.3862943611200003,2.71428571429,-0.389743589744,False
Q4P0F1,0.0,0.0,0.0,0.666666666667,0.25,0.08333333333330001,0.0,Eukaryota,12,0,0.8239592165009999,1.74242424242,-0.288888888889,False
Q4P0F2,0.08333333333330001,0.0,0.916666666667,0.0,0.0,0.0,0.0,Euk+Bac,12,1,0.286835983056,0.0,0.0,False
Q4P0F3,0.0,0.0,0.0,0.5,0.125,0.25,0.125,Eukaryota,8,1,1.21300756598,1.5,-0.225,False
Q4P0F5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,8,0,-0.0,0.0,0.0,False
Q4P0F6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,0,-0.0,0.484848484848,-0.05898617511519999,False
Q4P0F7,0.538461538462,0.0769230769231,0.153846153846,0.0769230769231,0.0769230769231,0.0769230769231,0.0,Cellular_organisms,13,0,1.41051355711,1.94871794872,-0.0436507936508,False
Q4P0F8,0.23076923076900002,0.153846153846,0.0769230769231,0.46153846153800004,0.0,0.0,0.0769230769231,Eukaryota,13,0,1.37781950804,1.76923076923,-0.015873015873,False
Q4P0F9,0.846153846154,0.0,0.0769230769231,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,0.5359610497089999,0.461538461538,-0.07142857142860001,False
Q4P0G0,0.0,0.0,0.2,0.2,0.3,0.2,0.1,Opisthokonta,10,0,1.5571130980599999,2.97777777778,-0.761904761905,False
Q4P0G1,0.0,0.363636363636,0.0,0.636363636364,0.0,0.0,0.0,Eukaryota,11,1,0.655481773901,0.863636363636,-0.06666666666669999,False
Q4P0G2,0.416666666667,0.08333333333330001,0.166666666667,0.0,0.0,0.33333333333299997,0.0,Cellular_organisms,12,0,1.2366848691399999,2.95454545455,-0.389861751152,False
Q4P0G3,0.0769230769231,0.0,0.846153846154,0.0,0.0769230769231,0.0,0.0,Euk+Bac,13,0,0.5359610497089999,0.769230769231,-0.119047619048,True
Q4P0G4,0.0,0.0,0.0,0.75,0.0,0.25,0.0,Eukaryota,12,0,0.562335144619,1.22727272727,-0.240552995392,False
Q4P0G5,0.0,0.0,0.0,0.3,0.0,0.7,0.0,Dikarya,10,0,0.610864302055,1.75555555556,1.0,False
Q4P0G6,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0909090909091,0.0,Eukaryota,11,0,0.60016607316,1.27272727273,-0.16,False
Q4P0G8,0.0,0.0,0.0,0.846153846154,0.153846153846,0.0,0.0,Eukaryota,13,0,0.42932302193099997,1.05128205128,0.198412698413,False
Q4P0G9,0.0,0.0,0.45454545454499995,0.181818181818,0.0,0.272727272727,0.0909090909091,Euk+Bac,11,0,1.2406842919499999,3.34545454545,-0.412698412698,False
Q4P0H0,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0909090909091,0.0,Eukaryota,11,1,0.60016607316,1.31818181818,0.174193548387,False
Q4P0H1,0.0,0.0,0.916666666667,0.0,0.0,0.08333333333330001,0.0,Euk+Bac,12,0,0.286835983056,1.0,0.425806451613,False
Q4P0H2,0.1,0.0,0.0,0.1,0.2,0.5,0.1,Dikarya,10,1,1.35923670067,2.69090909091,0.166666666667,False
Q4P0H4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Basidiomycota,4,1,-0.0,1.6,-1.0,False
Q4P0H5,0.0,0.0,0.583333333333,0.166666666667,0.0,0.25,0.0,Euk+Bac,12,1,0.9596147939120001,2.76923076923,-0.325396825397,False
Q4P0H6,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0,0.0909090909091,Eukaryota,11,0,0.60016607316,1.2,-0.189153439153,False
Q4P0H7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,11,1,-0.0,1.0,0.060829493087599995,False
Q4P0H8,0.0,0.0,0.0,0.111111111111,0.222222222222,0.666666666667,0.0,Dikarya,9,1,0.848685557726,0.933333333333,-0.214285714286,False
Q4P0I0,0.0,0.0,0.0,0.714285714286,0.14285714285700002,0.0,0.14285714285700002,Eukaryota,7,0,0.7963116401739999,2.09523809524,1.3454545454499998,False
Q4P0I3,0.1,0.0,0.7,0.1,0.1,0.0,0.0,Euk+Bac,10,0,0.940447988655,1.62222222222,-0.08333333333330001,False
Q4P0I4,0.0,0.0,0.0,0.4,0.2,0.4,0.0,Dikarya,5,0,1.05492016799,2.4,0.583333333333,False
Q4P0I6,0.0,0.0,0.0,0.833333333333,0.08333333333330001,0.0,0.08333333333330001,Eukaryota,12,1,0.56608573896,1.38461538462,0.5079365079370001,False
Q4P0I7,0.0769230769231,0.0,0.0769230769231,0.846153846154,0.0,0.0,0.0,Eukaryota,13,0,0.5359610497089999,0.564102564103,-0.0873015873016,False
Q4P0I8,0.08333333333330001,0.0,0.166666666667,0.08333333333330001,0.416666666667,0.25,0.0,Opisthokonta,12,0,1.4241299173500002,2.68181818182,-0.052534562211999994,False
Q4P0I9,0.153846153846,0.0,0.538461538462,0.23076923076900002,0.0,0.0769230769231,0.0,Euk+Bac,13,0,1.15698764435,1.97435897436,1.5,False
Q4P0J1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Basidiomycota,5,0,-0.0,0.0,0.0,False
Q4P0J2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,11,0,-0.0,0.0,0.0,False
Q4P0J3,0.0,0.0,0.125,0.125,0.125,0.625,0.0,Dikarya,8,0,1.07354284641,1.96428571429,-0.904761904762,False
Q4P0J4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Euk+Bac,6,0,-0.0,0.0,0.0,False
Q4P0J5,0.846153846154,0.0,0.0769230769231,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,0.5359610497089999,0.307692307692,0.0555555555556,False
Q4P0J7,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Opisthokonta,3,1,0.636514168295,1.0,0.0,False
Q4P0J8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,Dikarya,5,2,0.500402423538,2.19047619048,0.0181818181818,False
Q4P0J9,0.0,0.0769230769231,0.0,0.923076923077,0.0,0.0,0.0,Eukaryota,13,0,0.271189373042,0.307692307692,-0.047619047619,False
Q4P0K0,0.0,0.0,0.0909090909091,0.545454545455,0.363636363636,0.0,0.0,Eukaryota,11,1,0.9164648855390001,2.10606060606,0.321658986175,False
Q4P0K1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.589743589744,0.0634920634921,False
Q4P0K2,0.1,0.1,0.0,0.7,0.1,0.0,0.0,Eukaryota,10,1,0.940447988655,1.30909090909,0.05333333333330001,False
Q4P0K3,0.307692307692,0.615384615385,0.0,0.0769230769231,0.0,0.0,0.0,Euk_Archaea,13,0,0.8587409130060001,0.615384615385,0.00793650793651,False
Q4P0L3,0.0,0.0,0.8181818181820001,0.0,0.0,0.181818181818,0.0,Euk+Bac,11,0,0.474139313058,1.96363636364,0.08,True
Q4P0L4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Euk+Bac,12,0,0.6931471805600001,3.27272727273,0.133333333333,False
Q4P0L5,0.0,0.0,0.0,0.33333333333299997,0.583333333333,0.08333333333330001,0.0,Opisthokonta,12,1,0.887694275799,1.07692307692,-0.011904761904799999,False
Q4P0L6,0.0,0.0,0.0,0.4,0.3,0.2,0.1,Eukaryota,10,0,1.2798542258299999,1.73333333333,-0.14285714285700002,False
Q4P0L7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,4,0,-0.0,0.0,0.0,False
Q4P0L8,0.38461538461499994,0.0,0.538461538462,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.898137003188,0.461538461538,-0.07142857142860001,True
Q4P0L9,0.846153846154,0.0,0.153846153846,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.42932302193099997,0.0,0.0,True
Q4P0M1,0.0,0.0,0.08333333333330001,0.75,0.166666666667,0.0,0.0,Eukaryota,12,1,0.7214636866930001,1.51282051282,-0.18253968254,False
Q4P0M2,0.0,0.0,0.0,0.5,0.25,0.25,0.0,Eukaryota,12,0,1.0397207708399998,1.78787878788,-0.278341013825,False
Q4P0M3,0.0,0.0,0.0,0.125,0.0,0.0,0.875,Basidiomycota,8,2,0.37677016125600005,2.73333333333,0.214285714286,False
Q4P0M4,0.0,0.0,0.0,0.4,0.6,0.0,0.0,Opisthokonta,10,1,0.6730116670090001,1.01818181818,-0.18253968254,False
Q4P0M5,0.0,0.0,0.0909090909091,0.45454545454499995,0.272727272727,0.0909090909091,0.0909090909091,Eukaryota,11,0,1.36671105206,2.50909090909,-0.24,False
Q4P0M6,0.0,0.181818181818,0.0,0.545454545455,0.181818181818,0.0909090909091,0.0,Eukaryota,11,0,1.16851840574,1.89090909091,-0.0687830687831,False
Q4P0M7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,9,0,-0.0,0.0,0.0,False
Q4P0M9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
Q4P0N0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.74358974359,0.40079365079400003,False
Q4P0N2,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,Eukaryota,12,1,0.45056120886600004,1.41025641026,0.555555555556,False
Q4P0N3,0.153846153846,0.0,0.46153846153800004,0.0,0.153846153846,0.23076923076900002,0.0,Euk+Bac,13,0,1.27118148026,2.94871794872,-0.14682539682499998,False
Q4P0N5,0.0769230769231,0.0,0.0769230769231,0.769230769231,0.0,0.0,0.0769230769231,Eukaryota,13,0,0.793730055158,1.5641025641,0.015873015873,False
Q4P0N6,0.0,0.0,0.0,0.636363636364,0.272727272727,0.0909090909091,0.0,Eukaryota,11,1,0.859967281036,1.15151515152,-0.261751152074,False
Q4P0N7,0.23076923076900002,0.0,0.38461538461499994,0.0769230769231,0.0,0.307692307692,0.0,Euk+Bac,13,0,1.2658567518700001,2.92307692308,-0.297619047619,False
Q4P0N8,0.0,0.0,0.636363636364,0.0909090909091,0.0909090909091,0.181818181818,0.0,Euk+Bac,11,0,1.0335620542100001,2.8,0.407407407407,False
Q4P0N9,0.0,0.0,0.916666666667,0.08333333333330001,0.0,0.0,0.0,Euk+Bac,12,1,0.286835983056,0.461538461538,0.08333333333330001,False
Q4P0P0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.384615384615,-0.05952380952380001,False
Q4P0P1,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Dikarya,3,1,0.636514168295,1.0,0.0,False
Q4P0P2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,-0.0238095238095,False
Q4P0P3,0.0,0.0,0.0,0.7272727272730001,0.0,0.0,0.272727272727,Eukaryota,11,1,0.585952618304,1.78787878788,-0.266666666667,False
Q4P0P4,0.0,0.0,0.363636363636,0.0,0.0,0.363636363636,0.272727272727,Euk+Bac,11,0,1.09005965871,3.49090909091,0.7533333333329999,False
Q4P0P5,0.25,0.166666666667,0.08333333333330001,0.416666666667,0.08333333333330001,0.0,0.0,Eukaryota,12,0,1.4241299173500002,1.5303030303,0.08755760368660001,False
