,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Teleostei,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A0AUQ2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,1,-0.0,0.6,-0.321428571429,False
A0AUQ3,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,Eukaryota,12,1,1.0397207708399998,3.76923076923,1.11904761905,False
A0AUQ5,0.0,0.0,0.0,0.0,0.0,0.636363636364,0.272727272727,0.0909090909091,Eumetazoa,11,2,0.859967281036,1.89743589744,1.40873015873,False
A0AUQ6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.0,0.0,False
A0AUR2,0.0,0.0,0.0,0.5714285714289999,0.0,0.428571428571,0.0,0.0,Eukaryota,7,6,0.6829081047,3.46153846154,-0.22619047619000002,False
A0AUR5,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.66666666667,0.825396825397,False
A0AUR8,0.615384615385,0.0769230769231,0.0,0.307692307692,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.8587409130060001,1.12820512821,-0.123015873016,False
A0AUS0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,Euk+Bac,4,9,1.0397207708399998,3.4358974359,1.17063492063,False
A0FH50,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,8,5,0.6931471805600001,1.89743589744,0.944444444444,False
A0FJH7,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,Teleostei,5,5,0.6730116670090001,1.26666666667,-0.035714285714300006,False
A0FJI2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,Teleostei,10,1,0.325082973391,0.836363636364,0.36,False
A0FJI3,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,Vertebrata,8,5,0.661563238158,0.769230769231,0.190476190476,False
A0JBX1,0.0,0.0,0.33333333333299997,0.0,0.0,0.444444444444,0.222222222222,0.0,Eumetazoa,9,3,1.06085694716,4.18181818182,-0.522222222222,False
A0JBX4,0.0,0.0,0.0,0.272727272727,0.0,0.363636363636,0.363636363636,0.0,Eumetazoa,11,2,1.09005965871,3.23076923077,2.02777777778,False
A0JL26,0.0,0.0,0.0,0.0,0.0,0.444444444444,0.555555555556,0.0,Vertebrata,9,1,0.6869615765970001,2.8,-0.28571428571400004,False
A0JLY4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,6,1,-0.0,1.33333333333,,False
A0JMB1,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,Eukaryota,8,5,0.562335144619,4.64102564103,6.246031746030001,False
A0JMB2,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,Opisthokonta,4,5,0.562335144619,3.33333333333,0.2625,False
A0JMB6,0.0,0.0,0.0,0.538461538462,0.0769230769231,0.23076923076900002,0.153846153846,0.0,Eukaryota,13,0,1.15698764435,3.25641025641,0.11507936507899999,False
A0JMB7,0.0,0.0,0.0,0.0,0.08333333333330001,0.833333333333,0.08333333333330001,0.0,Eumetazoa,12,1,0.56608573896,2.38461538462,-0.05952380952380001,False
A0JMB8,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.33333333333299997,Euk+Bac,3,9,0.636514168295,5.63636363636,-0.666666666667,False
A0JMC0,0.0,0.0,0.0,0.615384615385,0.0,0.23076923076900002,0.153846153846,0.0,Eukaryota,13,0,0.925129083572,3.41025641026,-0.269841269841,False
A0JMC6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,Teleostei,10,1,0.325082973391,1.41818181818,0.4,False
A0JMC7,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,Eukaryota,8,1,0.37677016125600005,1.22222222222,1.55555555556,False
A0JMC9,0.0,0.0,0.0,0.0,0.0,0.08333333333330001,0.75,0.166666666667,Vertebrata,12,1,0.7214636866930001,0.589743589744,0.0634920634921,False
A0JMD0,0.0,0.0,0.0,0.909090909091,0.0,0.0,0.0909090909091,0.0,Eukaryota,11,2,0.304636097349,1.74358974359,0.0912698412698,False
A0JMD2,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,0.0,0.0,Eumetazoa,12,1,0.636514168295,3.15384615385,-0.488095238095,False
A0JMD3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.384615384615,-0.00793650793651,False
A0JMD4,0.0,0.0,0.0,0.416666666667,0.0,0.583333333333,0.0,0.0,Eumetazoa,12,1,0.6791932659919999,2.15384615385,-0.126984126984,False
A0JMD5,0.0,0.0,0.0,0.33333333333299997,0.0,0.5,0.0,0.166666666667,Eumetazoa,6,6,1.0114042647100001,4.57575757576,2.9105990783399998,False
A0JMD6,0.0,0.0,0.0,0.846153846154,0.0,0.0,0.153846153846,0.0,Eukaryota,13,0,0.42932302193099997,2.87179487179,0.6904761904760001,False
A0JMD7,0.0,0.0,0.0,0.222222222222,0.0,0.33333333333299997,0.0,0.444444444444,Teleostei,9,2,1.06085694716,4.36363636364,3.9153439153400003,False
A0JMD8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,9,1,-0.0,1.4,-0.5,False
A0JME1,0.0,0.0,0.0,0.416666666667,0.0,0.166666666667,0.33333333333299997,0.08333333333330001,Eukaryota,12,1,1.2366848691399999,4.28205128205,4.54761904762,False
A0JME2,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,Eumetazoa,12,1,0.286835983056,1.4358974359,-0.0674603174603,False
A0JME5,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,0.0,0.0,Eukaryota,6,7,0.45056120886600004,5.23076923077,4.03968253968,False
A0JME6,0.0,0.0,0.909090909091,0.0,0.0,0.0909090909091,0.0,0.0,Euk+Bac,11,2,0.304636097349,2.12820512821,0.805555555556,True
A0JME7,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,Vertebrata,6,0,0.45056120886600004,1.0,0.0,False
A0JMF1,0.0,0.0,0.0,0.0,0.0,0.538461538462,0.38461538461499994,0.0769230769231,Eumetazoa,13,0,0.898137003188,1.53846153846,0.0198412698413,False
A0JMF2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,3,-0.0,4.0,-1.14545454545,False
A0JMF4,0.0,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,0.0,Opisthokonta,9,0,0.34883209584299996,0.722222222222,-0.24675324675299998,False
A0JMF5,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.5,Teleostei,10,2,1.16828245018,3.60606060606,0.9603686635940001,False
A0JMF6,0.0,0.0,0.0,0.166666666667,0.08333333333330001,0.666666666667,0.08333333333330001,0.0,Eumetazoa,12,1,0.983087758575,3.02564102564,1.75,False
A0JMF7,0.0,0.0,0.0,0.08333333333330001,0.0,0.583333333333,0.33333333333299997,0.0,Eumetazoa,12,1,0.887694275799,2.87179487179,0.48412698412699995,False
A0JMF8,0.0,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0909090909091,0.0,Opisthokonta,11,2,0.60016607316,1.97435897436,1.0357142857100001,False
A0JMF9,0.0,0.0909090909091,0.0,0.0,0.0909090909091,0.545454545455,0.272727272727,0.0,Eumetazoa,11,1,1.12095039267,3.90909090909,1.04516129032,False
A0JMG0,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,Eumetazoa,9,1,0.636514168295,1.55555555556,0.119047619048,False
A0JMG1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,2,-0.0,2.33333333333,-0.545454545455,False
A0JMG3,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,Eukaryota,5,5,0.500402423538,4.15555555556,2.47619047619,False
A0JMG4,0.08333333333330001,0.0,0.08333333333330001,0.416666666667,0.08333333333330001,0.166666666667,0.166666666667,0.0,Eukaryota,12,1,1.58325845942,4.74358974359,0.5039682539679999,False
A0JMG5,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,Opisthokonta,8,1,0.37677016125600005,0.888888888889,-0.444444444444,False
A0JMG7,0.0,0.0,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,Eumetazoa,13,0,0.271189373042,0.589743589744,-0.0912698412698,False
A0JMG8,0.33333333333299997,0.0,0.25,0.416666666667,0.0,0.0,0.0,0.0,Eukaryota,12,1,1.07755632707,1.46153846154,0.134920634921,True
A0JMG9,0.0,0.0,0.0,0.28571428571400004,0.0,0.428571428571,0.28571428571400004,0.0,Eumetazoa,7,6,1.0789922078799998,4.28205128205,0.31746031746,False
A0JMH0,0.0,0.0,0.545454545455,0.0,0.181818181818,0.0,0.272727272727,0.0,Euk+Bac,11,2,0.994923632572,5.38461538462,2.72619047619,True
A0JMH2,0.0,0.0,0.0,0.46153846153800004,0.0,0.538461538462,0.0,0.0,Eumetazoa,13,0,0.6901856760189999,2.15384615385,-0.33333333333299997,False
A0JMH3,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.1,Euk+Bac,10,3,0.6390318596500001,4.28205128205,-0.301587301587,True
A0JMH5,0.33333333333299997,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,Euk+Bac,3,10,0.636514168295,4.51282051282,3.01587301587,False
A0JMH7,0.0,0.0,0.0,0.923076923077,0.0,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.271189373042,1.74358974359,0.297619047619,False
A0JMH9,0.0,0.0,0.0,0.909090909091,0.0909090909091,0.0,0.0,0.0,Eukaryota,11,1,0.304636097349,1.13636363636,-0.0555555555556,False
A0JMI1,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.166666666667,0.166666666667,Eukaryota,6,7,0.8675632284810001,4.87179487179,3.9920634920599998,False
A0JMI2,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,Vertebrata,12,1,0.45056120886600004,1.4358974359,0.293650793651,False
A0JMI5,0.0,0.0,0.0,0.8181818181820001,0.0,0.0,0.181818181818,0.0,Eukaryota,11,2,0.474139313058,4.07692307692,3.4960317460300003,False
A0JMI9,0.0,0.0,0.909090909091,0.0909090909091,0.0,0.0,0.0,0.0,Euk+Bac,11,2,0.304636097349,2.23076923077,0.119047619048,False
A0JMJ7,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,Eumetazoa,5,2,0.950270539233,3.71428571429,,False
A0JMK3,0.0,0.0,0.0,0.1,0.1,0.4,0.3,0.1,Eumetazoa,10,1,1.4184836619499999,4.18181818182,0.04,False
A0JMK4,0.0,0.0,0.0,0.416666666667,0.08333333333330001,0.416666666667,0.08333333333330001,0.0,Eumetazoa,12,1,1.14370838943,3.20512820513,0.587301587302,False
A0JMK5,0.0,0.0,0.0,0.625,0.0,0.25,0.125,0.0,Eukaryota,8,5,0.900256051269,3.51282051282,0.17857142857099997,False
A0JMK6,0.0,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Vertebrata,12,1,0.286835983056,1.53846153846,-0.18650793650800002,False
A0JMK7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,10,2,-0.0,0.30303030303,0.06666666666669999,False
A0JMK8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,9,4,-0.0,2.23076923077,-0.242063492063,False
A0JMK9,0.0,0.0,0.0,0.5,0.08333333333330001,0.166666666667,0.25,0.0,Eukaryota,12,1,1.1988493129100002,4.20512820513,-0.34126984127,False
A0JML0,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,Teleostei,6,1,1.09861228867,3.04761904762,-0.888888888889,False
A0JML1,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,Eumetazoa,12,0,0.45056120886600004,1.74242424242,1.21751152074,False
A0JML3,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,Cellular_organisms,5,3,0.950270539233,5.46428571429,0.9375,False
A0JML4,0.0,0.0,0.33333333333299997,0.0,0.0,0.666666666667,0.0,0.0,Eumetazoa,3,10,0.636514168295,4.92307692308,3.9841269841300004,False
A0JML5,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,Eumetazoa,5,8,1.05492016799,1.51282051282,-0.130952380952,False
A0JML6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,12,1,-0.0,1.69230769231,-0.261904761905,False
A0JML7,0.0,0.46153846153800004,0.0,0.307692307692,0.153846153846,0.0769230769231,0.0,0.0,Euk_Archaea,13,0,1.2047933096899999,2.69230769231,-0.0555555555556,False
A0JML9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,5,8,-0.0,1.69230769231,-0.00396825396825,False
A0JMM0,0.0,0.0,0.0,0.14285714285700002,0.0,0.8571428571430001,0.0,0.0,Eumetazoa,7,3,0.410116318288,3.4,1.57142857143,False
A0JMM1,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2,Eukaryota,5,7,0.950270539233,5.4696969697,5.32222222222,False
A0JMM2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,-0.0,0.0,0.0,False
A0JMM5,0.0,0.0,0.0,0.538461538462,0.307692307692,0.0,0.0,0.153846153846,Eukaryota,13,0,0.983961446001,3.82051282051,2.45238095238,False
A0JMM6,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,Opisthokonta,10,2,1.1935496041,3.56060606061,2.21290322581,False
A0JMM7,0.0,0.0,0.0,0.25,0.125,0.375,0.125,0.125,Eumetazoa,8,4,1.49417513829,3.80303030303,2.26666666667,False
A0JMM8,0.4,0.0,0.4,0.0,0.0,0.0,0.2,0.0,Cellular_organisms,10,3,1.05492016799,5.53846153846,2.96031746032,True
A0JMM9,0.222222222222,0.33333333333299997,0.0,0.222222222222,0.0,0.222222222222,0.0,0.0,Euk_Archaea,9,1,1.36892236074,3.51111111111,3.2380952381,False
A0JMN0,0.0,0.0,0.0,0.5,0.0,0.4,0.1,0.0,Eukaryota,10,2,0.9433483923289999,4.27272727273,1.73087557604,False
A0JMN1,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,Euk+Bac,5,6,0.6730116670090001,3.70909090909,0.956349206349,False
A0JMN2,0.0,0.0,0.0,0.33333333333299997,0.222222222222,0.444444444444,0.0,0.0,Eumetazoa,9,3,1.06085694716,3.60606060606,0.717050691244,False
A0JMN3,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,Opisthokonta,8,5,0.661563238158,3.23076923077,2.95634920635,False
A0JMN4,0.0,0.0,0.0,0.33333333333299997,0.583333333333,0.0,0.08333333333330001,0.0,Opisthokonta,12,1,0.887694275799,2.89743589744,1.40873015873,False
A0JMN5,0.0,0.0,0.0,0.0,0.5714285714289999,0.28571428571400004,0.14285714285700002,0.0,Opisthokonta,7,3,0.955699891113,2.17777777778,0.380952380952,False
A0JMN8,0.0,0.0,0.0,0.5,0.2,0.3,0.0,0.0,Eukaryota,10,2,1.02965301406,2.9696969697,-0.0555555555556,False
A0JMN9,0.0,0.0,0.0,0.615384615385,0.307692307692,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.8587409130060001,1.33333333333,-0.103174603175,False
A0JMP0,0.0,0.0,0.769230769231,0.0769230769231,0.0,0.153846153846,0.0,0.0,Euk+Bac,13,0,0.6870920273800001,2.53846153846,0.32936507936500004,True
A0JMP1,0.5,0.0,0.0,0.0,0.0,0.2,0.3,0.0,Cellular_organisms,10,3,1.02965301406,5.30769230769,3.09920634921,False
A0JMP2,0.0,0.0,0.0909090909091,0.45454545454499995,0.0909090909091,0.181818181818,0.181818181818,0.0,Eukaryota,11,1,1.41427906512,4.62121212121,0.711111111111,False
A0JMP3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,13,0,-0.0,0.0,0.0,False
A0JMP4,0.33333333333299997,0.222222222222,0.111111111111,0.33333333333299997,0.0,0.0,0.0,0.0,Cellular_organisms,9,4,1.3107836781,4.92307692308,2.1785714285699997,False
A0JMP5,0.416666666667,0.0,0.33333333333299997,0.0,0.25,0.0,0.0,0.0,Cellular_organisms,12,1,1.07755632707,2.15384615385,0.234126984127,True
A0JMP8,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,0.0,0.0,Euk+Bac,3,3,0.636514168295,5.53333333333,4.0,False
A0JMQ0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A0JMQ2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,4,-0.0,3.67857142857,-0.14285714285700002,False
A0JMQ3,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,Euk+Bac,10,3,0.6390318596500001,2.25641025641,0.0634920634921,True
A0JMQ5,0.0,0.0,0.0,0.307692307692,0.538461538462,0.0,0.153846153846,0.0,Opisthokonta,13,0,0.983961446001,2.46153846154,0.8571428571430001,False
A0JMQ6,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,6,7,0.6931471805600001,4.33333333333,2.52777777778,True
A0JMQ7,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.5,0.08333333333330001,Vertebrata,12,1,0.918427784993,3.23076923077,2.64682539683,False
A0JMQ8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,8,3,-0.0,2.54545454545,1.94444444444,True
A0JMQ9,0.0,0.0,0.0,0.181818181818,0.0,0.7272727272730001,0.0909090909091,0.0,Eumetazoa,11,1,0.7595473914749999,2.18181818182,0.22119815668200002,False
A0JPE5,0.0,0.0,0.0,0.375,0.0,0.125,0.0,0.5,Teleostei,8,5,0.9743147528689999,4.53846153846,0.48412698412699995,False
A0JPE6,0.0,0.0,0.0,0.153846153846,0.38461538461499994,0.46153846153800004,0.0,0.0,Eumetazoa,13,0,1.0123308390999999,2.10256410256,-0.119047619048,False
A0JPE9,0.08333333333330001,0.0,0.916666666667,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,0.286835983056,0.615384615385,-0.0952380952381,True
A0JPF2,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,Eumetazoa,12,1,0.45056120886600004,1.69230769231,0.821428571429,False
A0JPF3,0.444444444444,0.0,0.33333333333299997,0.111111111111,0.0,0.111111111111,0.0,0.0,Cellular_organisms,9,0,1.21488965395,2.27777777778,2.8181818181800002,False
A0JPF4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,9,-0.0,2.4358974359,0.757936507937,False
A0JPF5,0.0,0.0,0.0,0.272727272727,0.45454545454499995,0.181818181818,0.0909090909091,0.0,Opisthokonta,11,2,1.2406842919499999,2.82051282051,0.75,False
A0JPF6,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.2,Opisthokonta,10,1,1.08889997535,2.69090909091,3.9034391534400004,False
A0JPF7,0.0,0.0,0.0,0.25,0.08333333333330001,0.25,0.33333333333299997,0.08333333333330001,Vertebrata,12,1,1.4735023850799998,4.05128205128,1.12698412698,False
A0JPF8,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,Eukaryota,8,5,0.37677016125600005,3.76923076923,2.46031746032,False
A0JPF9,0.307692307692,0.0,0.46153846153800004,0.0769230769231,0.0,0.0,0.153846153846,0.0,Euk+Bac,13,0,1.2047933096899999,3.41025641026,0.865079365079,True
A0M8W2,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.166666666667,0.33333333333299997,0.0,Vertebrata,12,0,1.32966134885,4.54545454545,0.176958525346,False
A0MGY6,0.0,0.0,0.545454545455,0.181818181818,0.0,0.0,0.0909090909091,0.181818181818,Euk+Bac,11,2,1.16851840574,5.66666666667,3.9722222222199997,True
A0MGY8,0.0,0.0,0.444444444444,0.222222222222,0.0,0.111111111111,0.0,0.222222222222,Euk+Bac,9,4,1.27302833659,5.89743589744,6.0,False
A0MGY9,0.0,0.0,0.444444444444,0.111111111111,0.0,0.33333333333299997,0.111111111111,0.0,Euk+Bac,9,3,1.21488965395,4.43939393939,2.53179723502,False
A0MGZ0,0.0,0.0,0.444444444444,0.111111111111,0.111111111111,0.0,0.33333333333299997,0.0,Euk+Bac,9,4,1.21488965395,5.5641025641,3.78174603175,False
A0MGZ2,0.0,0.0,0.444444444444,0.111111111111,0.0,0.111111111111,0.0,0.33333333333299997,Euk+Bac,9,3,1.21488965395,5.56060606061,4.28110599078,False
A0MGZ3,0.0,0.0,0.444444444444,0.111111111111,0.0,0.222222222222,0.222222222222,0.0,Euk+Bac,9,4,1.27302833659,5.05128205128,2.6746031746,False
A0MGZ5,0.0,0.0,0.0,0.375,0.0,0.625,0.0,0.0,Eumetazoa,8,0,0.661563238158,2.28571428571,0.380952380952,False
A0MQ45,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,Eumetazoa,5,3,0.500402423538,1.85714285714,1.7142857142899999,False
A0MS83,0.0,0.0,0.0,0.153846153846,0.0769230769231,0.153846153846,0.615384615385,0.0,Vertebrata,13,0,1.07201696856,3.20512820513,-0.134920634921,False
A0MSJ1,0.0,0.0,0.0,0.125,0.375,0.125,0.25,0.125,Opisthokonta,8,3,1.49417513829,4.21818181818,2.01333333333,False
A0MTA1,0.833333333333,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.45056120886600004,0.564102564103,0.015873015873,True
A0MWC1,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Opisthokonta,2,11,0.6931471805600001,3.0,1.96031746032,False
A0PAS6,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454499995,0.545454545455,Teleostei,11,1,0.689009238477,0.545454545455,-0.1,False
A0PGH6,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,Eukaryota,4,9,0.562335144619,3.94871794872,3.3095238095200004,False
A0PGL6,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,Eukaryota,5,2,0.500402423538,4.47619047619,,False
A0PGL7,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.0,Eukaryota,5,1,1.33217904021,5.66666666667,-0.4,False
A0PGM0,0.0,0.0,0.14285714285700002,0.28571428571400004,0.0,0.14285714285700002,0.428571428571,0.0,Vertebrata,7,1,1.2770342594700002,5.82142857143,-0.33333333333299997,False
A0PJQ5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,10,-0.0,4.23076923077,1.20238095238,False
A0PJQ6,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,Eumetazoa,8,0,0.37677016125600005,1.35714285714,2.875,False
A0PJQ7,0.0,0.0,0.0,0.14285714285700002,0.0,0.5714285714289999,0.28571428571400004,0.0,Eumetazoa,7,0,0.955699891113,3.33333333333,-0.636363636364,False
A0PJR0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.7272727272730001,0.181818181818,Vertebrata,11,0,0.7595473914749999,0.509090909091,-0.02,False
A0PJR1,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,Eumetazoa,5,4,0.500402423538,2.05555555556,-0.777777777778,False
A0PJR2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,2,1,0.6931471805600001,2.66666666667,2.5,False
A0PJR3,0.0,0.0,0.0,0.5714285714289999,0.0,0.14285714285700002,0.0,0.28571428571400004,Eukaryota,7,6,0.955699891113,4.64102564103,2.11904761905,False
A0PJR4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,1,-0.0,0.666666666667,,False
A0PJR5,0.0769230769231,0.0,0.846153846154,0.0769230769231,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.5359610497089999,0.461538461538,-0.07142857142860001,True
A0PJR8,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,Eumetazoa,10,3,0.6730116670090001,2.05128205128,0.198412698413,False
A0PJR9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,7,1,-0.0,0.0,0.0,False
A0PJS0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,3,4,-0.0,2.66666666667,-0.46666666666699996,False
A0PJS2,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,0.0,Eukaryota,3,5,0.636514168295,3.60714285714,6.8125,False
A0PJS5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,10,1,-0.0,0.0,0.0,False
A0PJS6,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,Eumetazoa,12,1,0.636514168295,2.07692307692,0.761904761905,False
A0PJS7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,0,-0.0,0.5,,False
A0PJT0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,12,1,-0.0,0.461538461538,-0.0198412698413,False
A0S0R1,0.0,0.0,0.0,0.0,0.272727272727,0.181818181818,0.545454545455,0.0,Vertebrata,11,1,0.994923632572,3.0303030303,2.06451612903,False
A0T2N3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Eumetazoa,4,9,0.562335144619,2.07692307692,0.9682539682539999,False
A0T300,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,Eumetazoa,6,1,0.45056120886600004,3.42857142857,-0.133333333333,False
