,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Teleostei,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
H2RIV0,0.0,0.0,0.0,0.08333333333330001,0.0,0.916666666667,0.0,0.0,Eumetazoa,12,1,0.286835983056,1.94871794872,0.265873015873,False
H2RIV2,0.1,0.1,0.0,0.2,0.1,0.4,0.1,0.0,Eumetazoa,10,0,1.60943791243,4.33333333333,-0.535714285714,False
H2RIV8,0.0,0.0,0.0,0.0,0.636363636364,0.0,0.363636363636,0.0,Opisthokonta,11,0,0.655481773901,3.05454545455,2.0714285714300003,False
H2RIW0,0.0,0.0,0.0,0.833333333333,0.0,0.08333333333330001,0.08333333333330001,0.0,Eukaryota,12,0,0.56608573896,2.28787878788,0.05622119815669999,False
H2RIW2,0.0,0.0,0.0,0.23076923076900002,0.153846153846,0.38461538461499994,0.0769230769231,0.153846153846,Eumetazoa,13,0,1.47913280743,3.97435897436,0.0555555555556,False
H2RIW3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,10,1,-0.0,0.0,0.0,False
H2RIW4,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,Eumetazoa,12,1,0.636514168295,1.89743589744,0.531746031746,False
H2RIW5,0.272727272727,0.0,0.272727272727,0.272727272727,0.0,0.181818181818,0.0,0.0,Cellular_organisms,11,0,1.3730039128799998,3.45454545455,1.86,True
H2RIW6,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.909090909091,0.0,Vertebrata,11,2,0.304636097349,2.10256410256,0.39682539682499995,False
H2RIW7,0.0,0.0,0.0,0.0,0.0,0.7272727272730001,0.272727272727,0.0,Eumetazoa,11,1,0.585952618304,2.62121212121,0.198156682028,False
H2RIX4,0.0,0.0,0.0,0.23076923076900002,0.0,0.38461538461499994,0.38461538461499994,0.0,Eumetazoa,13,0,1.07339428128,3.82051282051,3.7420634920599998,False
H2RIX7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,11,2,-0.0,0.923076923077,0.166666666667,False
H2RIX8,0.0,0.0,0.0,0.375,0.0,0.625,0.0,0.0,Eumetazoa,8,0,0.661563238158,1.60714285714,1.5,False
H2RIX9,0.0,0.0,0.0,0.692307692308,0.153846153846,0.0,0.0,0.153846153846,Eukaryota,13,0,0.8305178252869999,3.4358974359,2.0992063492099997,False
H2RIY3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,7,0,-0.0,1.14285714286,0.266666666667,False
H2RIY6,0.0,0.0,0.0,0.615384615385,0.0,0.0769230769231,0.307692307692,0.0,Eukaryota,13,0,0.8587409130060001,4.05128205128,2.05555555556,False
H2RIZ0,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.5,0.0,0.0,Eumetazoa,6,1,1.0114042647100001,3.33333333333,2.1,False
H2RIZ3,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Eumetazoa,4,2,0.562335144619,1.4,,False
H2RIZ5,0.0,0.0,0.5,0.1,0.0,0.3,0.1,0.0,Euk+Bac,10,0,1.16828245018,4.75555555556,6.416666666669999,False
H2RIZ6,0.0,0.0,0.0,0.777777777778,0.111111111111,0.0,0.111111111111,0.0,Eukaryota,9,1,0.6837389058490001,2.08888888889,1.4404761904799999,False
H2RIZ9,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,Opisthokonta,6,0,0.45056120886600004,0.333333333333,,False
H2RJ01,0.38461538461499994,0.538461538462,0.0,0.0,0.0769230769231,0.0,0.0,0.0,Euk_Archaea,13,0,0.898137003188,1.28205128205,-0.198412698413,False
H2RJ02,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,Eumetazoa,4,1,1.0397207708399998,4.2,,False
H2RJ03,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,Vertebrata,10,0,0.325082973391,0.2,-0.107142857143,False
H2RJ06,0.0,0.0,0.0,0.1,0.2,0.1,0.6,0.0,Vertebrata,10,0,1.08889997535,3.08888888889,2.5,False
H2RJ07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,2,-0.0,3.33333333333,,False
H2RJ08,0.0,0.0,0.14285714285700002,0.28571428571400004,0.0,0.5714285714289999,0.0,0.0,Eumetazoa,7,1,0.955699891113,4.0,1.52380952381,False
H2RJ10,0.0,0.0,0.5714285714289999,0.14285714285700002,0.0,0.28571428571400004,0.0,0.0,Euk+Bac,7,0,0.955699891113,5.04761904762,8.30909090909,False
H2RJ11,0.0,0.0,0.0,0.5,0.0,0.375,0.0,0.125,Eukaryota,8,0,0.9743147528689999,4.42857142857,0.416666666667,False
H2RJ12,0.0,0.0,0.0,0.33333333333299997,0.111111111111,0.33333333333299997,0.222222222222,0.0,Eumetazoa,9,1,1.3107836781,4.53333333333,3.14285714286,False
H2RJ13,0.307692307692,0.0769230769231,0.0,0.615384615385,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.8587409130060001,1.94871794872,-0.0952380952381,False
H2RJ22,0.375,0.0,0.0,0.125,0.125,0.25,0.0,0.125,Cellular_organisms,8,0,1.49417513829,5.28571428571,3.58333333333,False
H2RJ25,0.0,0.0,0.0,0.0,0.0,0.0,0.923076923077,0.0769230769231,Vertebrata,13,0,0.271189373042,0.153846153846,-0.0238095238095,False
H2RJ26,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,Opisthokonta,4,1,1.0397207708399998,5.0,5.0,False
H2RJ27,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.1,Vertebrata,10,1,0.897945724857,1.70909090909,-0.134920634921,False
H2RJ29,0.0,0.0,0.0,0.5,0.0,0.33333333333299997,0.166666666667,0.0,Eukaryota,12,0,1.0114042647100001,4.57575757576,6.8,False
H2RJ37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.282051282051,0.111111111111,False
H2RJ39,0.0,0.0,0.0,0.166666666667,0.166666666667,0.583333333333,0.08333333333330001,0.0,Eumetazoa,12,0,1.1187433359899999,3.18181818182,-0.204608294931,False
H2RJ41,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,Vertebrata,5,1,0.6730116670090001,2.53333333333,,False
H2RJ43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
H2RJ44,0.0,0.0,0.0,0.0,0.28571428571400004,0.5714285714289999,0.14285714285700002,0.0,Eumetazoa,7,0,0.955699891113,2.47619047619,-0.5277777777780001,False
H2RJ48,0.0,0.0,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,Eumetazoa,9,0,0.34883209584299996,1.16666666667,1.36363636364,False
H2RJ50,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.909090909091,0.0,Vertebrata,11,0,0.304636097349,1.27272727273,-0.233333333333,False
H2RJ51,0.0,0.125,0.125,0.375,0.25,0.125,0.0,0.0,Eukaryota,8,0,1.49417513829,2.96428571429,-0.8125,False
H2RJ53,0.272727272727,0.0,0.0,0.363636363636,0.0909090909091,0.272727272727,0.0,0.0,Eukaryota,11,0,1.29454516584,3.2,-0.261904761905,False
H2RJ56,0.0,0.0,0.0,0.0,0.08333333333330001,0.08333333333330001,0.833333333333,0.0,Vertebrata,12,1,0.56608573896,2.5641025641,-0.242063492063,False
H2RJ58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,0,-0.0,2.0,,False
H2RJ59,0.0,0.0,0.0,0.0,0.38461538461499994,0.307692307692,0.0769230769231,0.23076923076900002,Opisthokonta,13,0,1.2658567518700001,3.12820512821,2.6111111111099996,False
H2RJ60,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.583333333333,0.0,Vertebrata,12,1,0.6791932659919999,2.0,-0.154761904762,False
H2RJ66,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,Eumetazoa,12,0,0.286835983056,1.16666666667,0.375115207373,False
H2RJ67,0.0,0.0,0.0,0.08333333333330001,0.08333333333330001,0.416666666667,0.416666666667,0.0,Eumetazoa,12,1,1.14370838943,3.61538461538,1.14285714286,False
H2RJ69,0.0,0.0,0.23076923076900002,0.38461538461499994,0.0,0.38461538461499994,0.0,0.0,Eumetazoa,13,0,1.07339428128,3.64102564103,-0.305555555556,False
H2RJ70,0.0,0.0,0.0,0.3,0.1,0.3,0.3,0.0,Eumetazoa,10,0,1.3138340331899998,4.0,2.34,False
H2RJ71,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,Eumetazoa,13,0,0.61724176973,1.87179487179,0.845238095238,False
H2RJ72,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,Eumetazoa,8,1,0.6931471805600001,2.55555555556,-0.792207792208,False
H2RJ74,0.0,0.0,0.0,0.375,0.0,0.5,0.125,0.0,Eumetazoa,8,1,0.9743147528689999,4.11111111111,0.5375,False
H2RJ76,0.0,0.0,0.0,0.14285714285700002,0.5714285714289999,0.28571428571400004,0.0,0.0,Opisthokonta,7,0,0.955699891113,2.09523809524,0.166666666667,False
H2RJ77,0.0,0.0,0.615384615385,0.0,0.0,0.0769230769231,0.23076923076900002,0.0769230769231,Euk+Bac,13,0,1.03176711135,5.64102564103,6.916666666669999,True
H2RJ78,0.0,0.0,0.0909090909091,0.7272727272730001,0.181818181818,0.0,0.0,0.0,Eukaryota,11,1,0.7595473914749999,2.04545454545,0.511111111111,False
H2RJ81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,9,0,-0.0,0.0,0.0,False
H2RJ82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,5,0,-0.0,0.0,0.0,False
H2RJ84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,8,0,-0.0,0.0,0.0,False
H2RJ85,0.0,0.0,0.0,0.307692307692,0.153846153846,0.0,0.538461538462,0.0,Vertebrata,13,0,0.983961446001,4.58974358974,4.603174603169999,False
H2RJ89,0.0,0.0,0.23076923076900002,0.769230769231,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.05128205128,-0.00793650793651,False
H2RJ90,0.0,0.0,0.0,0.444444444444,0.0,0.555555555556,0.0,0.0,Eumetazoa,9,0,0.6869615765970001,4.11111111111,3.35,False
H2RJ93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.282051282051,0.111111111111,False
H2RJ94,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,Eumetazoa,12,1,0.286835983056,0.897435897436,0.0674603174603,False
H2RJ97,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Vertebrata,3,1,0.636514168295,0.5,,False
H2RJ98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,1,-0.0,0.75,3.0,False
H2RJA2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,6,0,-0.0,0.0,,False
H2RJA3,0.0,0.0,0.0,0.166666666667,0.166666666667,0.166666666667,0.5,0.0,Vertebrata,6,1,1.2424533248899998,5.42857142857,0.327272727273,False
H2RJA7,0.0769230769231,0.0,0.307692307692,0.0,0.0,0.0769230769231,0.538461538462,0.0,Vertebrata,13,0,1.09059947378,5.69230769231,5.30952380952,False
H2RJA9,0.0,0.0,0.0,0.166666666667,0.08333333333330001,0.25,0.5,0.0,Vertebrata,12,1,1.1988493129100002,3.46153846154,2.19841269841,False
H2RJB1,0.0,0.0,0.307692307692,0.153846153846,0.0769230769231,0.153846153846,0.307692307692,0.0,Euk+Bac,13,0,1.49856907968,5.64102564103,0.674603174603,False
H2RJB2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,1,-0.0,0.6,,False
H2RJB3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Euk_Archaea,13,0,-0.0,0.0,0.0,False
H2RJB4,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
H2RJB5,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,Eukaryota,6,1,0.45056120886600004,1.42857142857,-0.6,False
H2RJB6,0.0,0.0,0.923076923077,0.0,0.0,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.271189373042,1.69230769231,0.305555555556,True
H2RJB7,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,Eumetazoa,8,1,1.0397207708399998,3.0,0.116883116883,False
H2RJB8,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.666666666667,0.0,Vertebrata,6,1,0.8675632284810001,4.66666666667,7.0,False
H2RJB9,0.111111111111,0.0,0.33333333333299997,0.111111111111,0.0,0.444444444444,0.0,0.0,Eumetazoa,9,0,1.21488965395,3.88888888889,1.0375,False
H2RJC0,0.0,0.0,0.769230769231,0.0,0.0769230769231,0.0,0.153846153846,0.0,Euk+Bac,13,0,0.6870920273800001,3.71794871795,0.5079365079370001,True
H2RJC3,0.0,0.0,0.0,0.272727272727,0.0,0.545454545455,0.181818181818,0.0,Eumetazoa,11,0,0.994923632572,3.56363636364,1.5436507936500001,False
H2RJC9,0.0,0.307692307692,0.0,0.0,0.46153846153800004,0.153846153846,0.0769230769231,0.0,Opisthokonta,13,0,1.2047933096899999,3.61538461538,1.81349206349,False
H2RJD3,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,Eukaryota,10,0,0.950270539233,3.0,1.0714285714299998,False
H2RJD6,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.0,0.33333333333299997,0.0,Opisthokonta,12,0,1.09861228867,4.34848484848,0.33333333333299997,False
H2RJE1,0.0,0.0,0.0,0.2,0.1,0.5,0.2,0.0,Eumetazoa,10,2,1.22060726455,4.09090909091,2.97777777778,False
H2RJE2,0.0,0.0,0.0,0.555555555556,0.222222222222,0.222222222222,0.0,0.0,Eukaryota,9,0,0.99502699018,2.88888888889,1.44444444444,False
H2RJE3,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Vertebrata,4,1,0.562335144619,1.6,,False
H2RJE4,0.0909090909091,0.0,0.0,0.909090909091,0.0,0.0,0.0,0.0,Eukaryota,11,2,0.304636097349,0.769230769231,-0.119047619048,False
H2RJE5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,10,0,-0.0,0.2,-0.107142857143,False
H2RJE6,0.0,0.0,0.0,0.888888888889,0.0,0.111111111111,0.0,0.0,Eukaryota,9,1,0.34883209584299996,1.42222222222,-0.52380952381,False
H2RJE8,0.0,0.0,0.25,0.125,0.0,0.25,0.375,0.0,Vertebrata,8,1,1.32088834315,5.77777777778,1.8888888888900002,False
H2RJE9,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,Eumetazoa,4,1,1.0397207708399998,3.6,-1.4166666666699999,False
H2RJF0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,2,2,0.6931471805600001,5.33333333333,,False
H2RJF1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,3,1,-0.0,1.66666666667,-0.666666666667,False
H2RJF2,0.0,0.0,0.0,0.0,0.125,0.25,0.375,0.25,Vertebrata,8,1,1.32088834315,2.61111111111,-0.181818181818,False
H2RJF3,0.0,0.0,0.0,0.8571428571430001,0.0,0.14285714285700002,0.0,0.0,Eukaryota,7,0,0.410116318288,2.0,-0.7,False
H2RJF5,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,Eumetazoa,8,0,0.37677016125600005,0.928571428571,2.5714285714300003,False
H2RJF6,0.25,0.33333333333299997,0.0,0.25,0.0,0.166666666667,0.0,0.0,Euk_Archaea,12,0,1.35797785499,2.78787878788,0.711111111111,False
H2RJF7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,Eumetazoa,10,0,0.6390318596500001,1.73333333333,2.2857142857099997,False
H2RJF9,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,0.0,Opisthokonta,9,0,0.636514168295,3.0,0.0,False
H2RJG1,0.0,0.0,0.0,0.0,0.0,0.555555555556,0.444444444444,0.0,Eumetazoa,9,1,0.6869615765970001,1.62222222222,1.5119047619,False
H2RJG3,0.0,0.0,0.0,0.5,0.0,0.3,0.1,0.1,Eukaryota,10,1,1.16828245018,4.18181818182,1.15740740741,False
H2RJG7,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,Vertebrata,5,1,0.950270539233,2.26666666667,-1.0,False
H2RJG9,0.0769230769231,0.0,0.0,0.46153846153800004,0.0,0.0769230769231,0.23076923076900002,0.153846153846,Eukaryota,13,0,1.37781950804,5.10256410256,7.154761904760001,False
H2RJH5,0.0,0.0,0.14285714285700002,0.28571428571400004,0.14285714285700002,0.428571428571,0.0,0.0,Eumetazoa,7,1,1.2770342594700002,4.64285714286,0.0416666666667,False
H2RJH6,0.45454545454499995,0.0909090909091,0.181818181818,0.0,0.0,0.272727272727,0.0,0.0,Cellular_organisms,11,0,1.2406842919499999,3.49090909091,-0.272486772487,True
H2RJH7,0.0769230769231,0.0,0.46153846153800004,0.23076923076900002,0.0769230769231,0.0,0.0,0.153846153846,Euk+Bac,13,0,1.37781950804,4.35897435897,2.78174603175,True
H2RJI1,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Vertebrata,4,1,0.562335144619,1.8,-0.75,False
H2RJI2,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.416666666667,0.0,Eumetazoa,12,1,0.6791932659919999,2.05128205128,2.77777777778,False
H2RJI8,0.153846153846,0.538461538462,0.0,0.153846153846,0.0,0.0769230769231,0.0769230769231,0.0,Euk_Archaea,13,0,1.30387552934,3.12820512821,1.06349206349,False
H2RJJ0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,4,1,0.6931471805600001,2.2,,False
H2RJJ1,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,0.0,0.0,Eukaryota,3,1,0.636514168295,3.5,,False
H2RJJ2,0.0,0.0,0.0,0.153846153846,0.153846153846,0.38461538461499994,0.307692307692,0.0,Eumetazoa,13,0,1.30610660909,3.23076923077,0.480158730159,False
H2RJJ4,0.0,0.0,0.307692307692,0.538461538462,0.0,0.0769230769231,0.0769230769231,0.0,Eukaryota,13,0,1.09059947378,3.41025641026,1.43253968254,False
H2RJJ5,0.1,0.1,0.0,0.6,0.0,0.1,0.0,0.1,Eukaryota,10,1,1.22752941146,3.56363636364,1.18,False
H2RJJ7,0.14285714285700002,0.0,0.0,0.28571428571400004,0.0,0.428571428571,0.14285714285700002,0.0,Eumetazoa,7,1,1.2770342594700002,5.28571428571,0.791666666667,False
H2RJJ8,0.0,0.0,0.0,0.0,0.0,0.846153846154,0.153846153846,0.0,Eumetazoa,13,0,0.42932302193099997,1.0,0.309523809524,False
H2RJK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Teleostei,4,1,-0.0,1.2,-0.75,False
H2RJK2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.384615384615,-0.05952380952380001,False
H2RJK4,0.692307692308,0.0,0.0769230769231,0.23076923076900002,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.790267968075,0.923076923077,0.011904761904799999,False
H2RJK6,0.0,0.0,0.0,0.08333333333330001,0.08333333333330001,0.416666666667,0.416666666667,0.0,Eumetazoa,12,1,1.14370838943,3.41025641026,0.9682539682539999,False
H2RJK7,0.0,0.0,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,Eumetazoa,9,0,0.34883209584299996,1.33333333333,-0.428571428571,False
H2RJK8,0.0,0.0909090909091,0.0,0.909090909091,0.0,0.0,0.0,0.0,Eukaryota,11,2,0.304636097349,0.666666666667,0.103174603175,False
H2RJK9,0.0,0.0,0.0,0.923076923077,0.0,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.271189373042,1.74358974359,0.246031746032,False
H2RJL1,0.0,0.0,0.0,0.666666666667,0.166666666667,0.166666666667,0.0,0.0,Eukaryota,12,1,0.8675632284810001,2.02564102564,0.460317460317,False
H2RJL2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.435897435897,-0.0674603174603,False
H2RJL3,0.08333333333330001,0.08333333333330001,0.0,0.0,0.0,0.833333333333,0.0,0.0,Eumetazoa,12,1,0.56608573896,2.46153846154,0.547619047619,False
H2RJL6,0.23076923076900002,0.0769230769231,0.0,0.23076923076900002,0.307692307692,0.0769230769231,0.0769230769231,0.0,Opisthokonta,13,0,1.63134542081,3.69230769231,1.85317460317,False
H2RJL7,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,Eumetazoa,9,0,0.636514168295,1.05555555556,0.775,False
H2RJL9,0.0,0.0,0.0909090909091,0.45454545454499995,0.181818181818,0.0,0.181818181818,0.0909090909091,Eukaryota,11,1,1.41427906512,4.77272727273,2.45555555556,False
H2RJM2,0.0,0.0,0.0,0.714285714286,0.28571428571400004,0.0,0.0,0.0,Eukaryota,7,1,0.598269588585,1.5,0.0,False
H2RJM7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,0,-0.0,0.47619047619,-0.2,False
H2RJN3,0.0,0.0,0.0,0.375,0.0,0.25,0.375,0.0,Vertebrata,8,0,1.08219553004,4.64285714286,-0.235897435897,False
H2RJN4,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.33333333333299997,0.166666666667,0.0,Eumetazoa,12,0,1.32966134885,3.78787878788,2.5198156682,False
H2RJN5,0.0,0.0,0.0,0.375,0.375,0.25,0.0,0.0,Opisthokonta,8,0,1.08219553004,2.46428571429,-0.8095238095239999,False
H2RJP1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.307692307692,0.0555555555556,False
H2RJP4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,12,1,0.6931471805600001,2.53846153846,0.07142857142860001,False
