,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A9UNN3,0.615384615385,0.0,0.23076923076900002,0.0769230769231,0.0769230769231,Cellular_organisms,13,0,1.03176711135,1.28205128205,-0.14682539682499998,False
A9UNN4,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eukaryota,12,1,0.286835983056,0.769230769231,0.138888888889,False
A9UNN5,0.0,0.0,0.0,1.0,0.0,Eukaryota,1,1,-0.0,2.0,,False
A9UNN6,0.538461538462,0.153846153846,0.0,0.307692307692,0.0,Cellular_organisms,13,0,0.983961446001,1.0,-0.154761904762,False
A9UNN7,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
A9UNN8,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,0.692307692308,0.047619047619,False
A9UNP0,0.0,0.0,0.125,0.75,0.125,Eukaryota,8,0,0.7356219397589999,2.14285714286,-0.33333333333299997,False
A9UNP1,0.0,0.0,0.222222222222,0.444444444444,0.33333333333299997,Eukaryota,9,0,1.06085694716,2.72222222222,-0.6125,False
A9UNP2,0.0,0.0,0.0,0.7,0.3,Eukaryota,10,0,0.610864302055,1.68888888889,0.130952380952,False
A9UNP4,0.2,0.0,0.7,0.1,0.0,Euk+Bac,10,0,0.8018185525429999,0.4,-0.14285714285700002,True
A9UNP6,0.538461538462,0.0769230769231,0.23076923076900002,0.0,0.153846153846,Cellular_organisms,13,0,1.15698764435,1.79487179487,-0.22619047619000002,False
A9UNP7,0.0,0.0,0.0,0.75,0.25,Eukaryota,12,0,0.562335144619,1.22727272727,0.124423963134,False
A9UNP8,0.0,0.0,0.0769230769231,0.846153846154,0.0769230769231,Eukaryota,13,0,0.5359610497089999,1.07692307692,-0.0634920634921,False
A9UNP9,0.0,0.0,0.6,0.0,0.4,Euk+Bac,10,0,0.6730116670090001,3.2,3.64285714286,False
A9UNQ0,0.38461538461499994,0.0769230769231,0.153846153846,0.38461538461499994,0.0,Cellular_organisms,13,0,1.22028216627,1.05128205128,-0.111111111111,False
A9UNQ2,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,Opisthokonta,3,1,1.09861228867,3.5,-1.5,False
A9UNQ3,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,1,-0.0,0.0,,False
A9UNQ4,0.0,0.0,0.0,0.0,1.0,Opisthokonta,10,0,-0.0,0.0,0.0,False
A9UNQ5,0.0,0.0,0.0,0.636363636364,0.363636363636,Eukaryota,11,0,0.655481773901,1.74545454545,-0.0634920634921,False
A9UNQ6,0.0,0.0,0.0,0.6,0.4,Eukaryota,5,0,0.6730116670090001,1.8,0.5,False
A9UNQ9,0.0,0.0,0.0,0.4,0.6,Opisthokonta,10,0,0.6730116670090001,2.06666666667,0.12,False
A9UNR2,0.33333333333299997,0.0,0.666666666667,0.0,0.0,Euk+Bac,12,1,0.636514168295,0.0,0.0,True
A9UNR5,0.0,0.0,0.0,0.5,0.5,Opisthokonta,8,0,0.6931471805600001,1.07142857143,-0.125,False
A9UNR6,0.25,0.0,0.75,0.0,0.0,Euk+Bac,12,1,0.562335144619,0.769230769231,0.138888888889,False
A9UNR7,0.0,0.0,0.0,0.0,1.0,Opisthokonta,4,1,-0.0,0.0,0.0,False
A9UNS0,0.0,0.0,1.0,0.0,0.0,Euk+Bac,11,0,-0.0,0.0,0.0,True
A9UNS1,0.0,0.0,0.0,0.583333333333,0.416666666667,Eukaryota,12,0,0.6791932659919999,2.12121212121,0.711111111111,False
A9UNS2,0.0,0.0,0.0,0.777777777778,0.222222222222,Eukaryota,9,0,0.529706199058,1.55555555556,-0.2375,False
A9UNS4,0.0,0.0,0.0,0.0,1.0,Opisthokonta,10,0,-0.0,0.0,0.0,False
A9UNS7,0.0,0.0,0.0,0.0,1.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
A9UNS8,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,1.0,0.0515873015873,False
A9UNS9,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,3,1,0.636514168295,3.66666666667,2.0,False
A9UNT0,0.0,0.0,0.0,0.5714285714289999,0.428571428571,Eukaryota,7,0,0.6829081047,1.61904761905,-0.277777777778,False
A9UNT1,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.692307692308,-0.107142857143,False
A9UNT2,0.0,0.0,0.0,0.25,0.75,Opisthokonta,8,0,0.562335144619,0.964285714286,-0.20833333333299997,False
A9UNT5,0.307692307692,0.0769230769231,0.38461538461499994,0.23076923076900002,0.0,Euk+Bac,13,0,1.2658567518700001,1.23076923077,-0.0873015873016,False
A9UNT6,0.769230769231,0.0769230769231,0.0,0.0769230769231,0.0769230769231,Cellular_organisms,13,0,0.793730055158,1.28205128205,0.05952380952380001,False
A9UNT8,0.0,0.0,0.0,1.0,0.0,Eukaryota,7,0,-0.0,0.47619047619,-0.145454545455,False
A9UNU0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,6,1,0.636514168295,2.57142857143,-0.361111111111,False
A9UNU3,0.0,0.0909090909091,0.0,0.909090909091,0.0,Eukaryota,11,1,0.304636097349,1.07575757576,-0.166666666667,False
A9UNU4,0.0,0.0,0.545454545455,0.363636363636,0.0909090909091,Euk+Bac,11,0,0.9164648855390001,2.18181818182,0.793650793651,True
A9UNU5,0.0,0.0,0.0,0.923076923077,0.0769230769231,Eukaryota,13,0,0.271189373042,0.589743589744,0.011904761904799999,False
A9UNU6,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,0.0277777777778,False
A9UNU8,0.769230769231,0.0,0.23076923076900002,0.0,0.0,Cellular_organisms,13,0,0.5402041423889999,0.0,0.0,True
A9UNV0,0.0,0.0,0.615384615385,0.38461538461499994,0.0,Euk+Bac,13,0,0.666278442415,1.53846153846,-0.23809523809500002,False
A9UNV1,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,0,-0.0,0.535714285714,-0.08333333333330001,False
A9UNV8,0.0,0.0,0.166666666667,0.583333333333,0.25,Eukaryota,12,0,0.9596147939120001,2.09090909091,-0.193548387097,False
A9UNW1,0.545454545455,0.0,0.363636363636,0.0909090909091,0.0,Cellular_organisms,11,0,0.9164648855390001,0.363636363636,0.08,True
A9UNW2,0.25,0.0,0.75,0.0,0.0,Euk+Bac,12,1,0.562335144619,0.0,0.0,False
A9UNW4,0.0,0.0,0.909090909091,0.0,0.0909090909091,Euk+Bac,11,0,0.304636097349,0.909090909091,-0.39682539682499995,False
A9UNW5,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,9,0,0.636514168295,2.05555555556,0.0,False
A9UNW6,0.0,0.0,0.0,0.8181818181820001,0.181818181818,Eukaryota,11,1,0.474139313058,0.818181818182,0.8129032258059999,False
A9UNW7,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,1.0,0.206349206349,False
A9UNW8,0.0,0.0,0.0,0.0,1.0,Opisthokonta,9,1,-0.0,1.2,-0.428571428571,False
A9UNW9,0.0,0.0,0.0,1.0,0.0,Eukaryota,11,1,-0.0,0.636363636364,0.10506912442399999,False
A9UNX0,0.23076923076900002,0.0,0.692307692308,0.0769230769231,0.0,Euk+Bac,13,0,0.790267968075,0.615384615385,-0.0952380952381,True
A9UNX1,0.0,0.0,0.0,1.0,0.0,Eukaryota,5,0,-0.0,0.0,0.0,False
A9UNX2,0.0,0.0,0.25,0.666666666667,0.08333333333330001,Eukaryota,12,0,0.8239592165009999,1.72727272727,-0.133333333333,True
A9UNX3,0.307692307692,0.0769230769231,0.153846153846,0.46153846153800004,0.0,Eukaryota,13,0,1.2047933096899999,1.35897435897,-0.00396825396825,False
A9UNX4,0.0,0.0,0.0,0.0,1.0,Opisthokonta,5,0,-0.0,0.0,0.0,False
A9UNX5,0.0,0.0,0.0,0.7,0.3,Eukaryota,10,0,0.610864302055,1.75555555556,-0.08,False
A9UNX9,0.0,0.0,0.0,0.7272727272730001,0.272727272727,Eukaryota,11,0,0.585952618304,1.85454545455,-0.04666666666669999,False
A9UNY0,0.0,0.0,0.0,0.0,1.0,Opisthokonta,4,0,-0.0,0.0,0.0,False
A9UNY1,0.0,0.0,0.0,0.8181818181820001,0.181818181818,Eukaryota,11,0,0.474139313058,0.872727272727,-0.0866666666667,False
A9UNY2,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
A9UNY3,0.0,0.0,0.0,0.0,1.0,Opisthokonta,3,1,-0.0,3.16666666667,-1.6666666666699999,False
A9UNY4,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.153846153846,0.0277777777778,False
A9UNY5,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,6,0,0.636514168295,2.13333333333,-0.28571428571400004,False
A9UNY6,0.0,0.0,0.0,0.833333333333,0.166666666667,Eukaryota,12,1,0.45056120886600004,0.948717948718,-0.14682539682499998,False
A9UNY7,0.0,0.0,0.888888888889,0.0,0.111111111111,Euk+Bac,9,0,0.34883209584299996,1.11111111111,-0.25,True
A9UNY8,0.0,0.0,0.0,0.181818181818,0.8181818181820001,Opisthokonta,11,1,0.474139313058,0.909090909091,-0.11059907834100001,False
A9UNY9,0.0,0.0,0.0,0.8,0.2,Eukaryota,10,1,0.500402423538,1.70909090909,-0.313333333333,False
A9UNZ0,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.692307692308,0.20238095238099998,False
A9UNZ1,0.538461538462,0.38461538461499994,0.0,0.0769230769231,0.0,Cellular_organisms,13,0,0.898137003188,0.692307692308,-0.107142857143,False
A9UNZ2,0.0,0.0,0.0,0.625,0.375,Eukaryota,8,0,0.661563238158,2.03571428571,1.3958333333300001,False
A9UNZ3,0.0,0.0,0.0769230769231,0.923076923077,0.0,Eukaryota,13,0,0.271189373042,0.769230769231,0.035714285714300006,False
A9UNZ4,0.0769230769231,0.0,0.307692307692,0.153846153846,0.46153846153800004,Opisthokonta,13,0,1.2047933096899999,3.15384615385,-0.33333333333299997,False
A9UNZ5,0.0,0.0,0.0,0.375,0.625,Opisthokonta,8,0,0.661563238158,1.85714285714,-0.266666666667,False
A9UNZ6,0.0,0.0,0.0,0.08333333333330001,0.916666666667,Opisthokonta,12,1,0.286835983056,0.692307692308,0.20238095238099998,False
A9UNZ7,0.0,0.0,0.0,0.75,0.25,Eukaryota,4,1,0.562335144619,2.4,0.25,False
A9UNZ8,0.0,0.0,0.0,0.909090909091,0.0909090909091,Eukaryota,11,0,0.304636097349,1.2,-0.07333333333330001,False
A9UNZ9,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,9,1,0.636514168295,2.06666666667,0.214285714286,False
A9UP00,0.692307692308,0.0,0.0,0.307692307692,0.0,Cellular_organisms,13,0,0.61724176973,0.923076923077,-0.0396825396825,False
A9UP01,1.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,False
A9UP03,0.0,0.0,0.0,1.0,0.0,Eukaryota,11,0,-0.0,0.0,0.0,False
A9UP04,0.0,0.181818181818,0.0,0.8181818181820001,0.0,Eukaryota,11,2,0.474139313058,0.794871794872,0.08333333333330001,False
A9UP05,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,3,1,0.636514168295,2.16666666667,-0.5,False
A9UP06,0.0,0.0,0.0,0.8,0.2,Eukaryota,10,0,0.500402423538,1.24444444444,-0.166666666667,False
A9UP08,0.0,0.0769230769231,0.0,0.923076923077,0.0,Eukaryota,13,0,0.271189373042,0.153846153846,-0.0238095238095,False
A9UP09,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,9,1,0.636514168295,1.86666666667,0.28571428571400004,False
A9UP10,0.0,0.0,0.0,0.28571428571400004,0.714285714286,Opisthokonta,7,0,0.598269588585,1.42857142857,-0.416666666667,False
A9UP11,0.0,0.0,0.0,0.45454545454499995,0.545454545455,Opisthokonta,11,1,0.689009238477,2.51515151515,0.0888888888889,False
A9UP12,0.0,0.0,0.0,0.5,0.5,Opisthokonta,8,0,0.6931471805600001,1.14285714286,0.25,False
A9UP13,0.46153846153800004,0.0769230769231,0.23076923076900002,0.23076923076900002,0.0,Cellular_organisms,13,0,1.23093162305,0.846153846154,-0.0793650793651,False
A9UP14,0.0,0.0,0.0,0.25,0.75,Opisthokonta,4,0,0.562335144619,2.0,-1.33333333333,False
A9UP15,0.0,0.0,0.0,1.0,0.0,Eukaryota,3,0,-0.0,0.666666666667,,False
A9UP16,0.0,0.0,0.125,0.875,0.0,Eukaryota,8,0,0.37677016125600005,0.5,-0.29166666666700003,False
A9UP17,0.0,0.0,0.25,0.5,0.25,Eukaryota,8,0,1.0397207708399998,2.57142857143,-0.369230769231,False
A9UP18,0.0,0.0,0.0,0.5,0.5,Opisthokonta,2,1,0.6931471805600001,3.33333333333,3.5,False
A9UP19,0.0,0.0,0.0,0.222222222222,0.777777777778,Opisthokonta,9,1,0.529706199058,0.822222222222,-0.154761904762,False
A9UP20,0.0,0.08333333333330001,0.0,0.916666666667,0.0,Eukaryota,12,1,0.286835983056,0.153846153846,0.0277777777778,False
A9UP21,0.0,0.0,0.0,0.5,0.5,Opisthokonta,8,0,0.6931471805600001,1.64285714286,-0.09230769230769999,False
A9UP22,0.08333333333330001,0.0,0.0,0.916666666667,0.0,Eukaryota,12,1,0.286835983056,0.589743589744,-0.0912698412698,False
A9UP23,0.0,0.0,0.545454545455,0.45454545454499995,0.0,Euk+Bac,11,0,0.689009238477,1.63636363636,1.9047619047599997,False
A9UP24,0.0,0.0,0.0,0.636363636364,0.363636363636,Eukaryota,11,0,0.655481773901,1.45454545455,-0.19333333333299998,False
A9UP25,0.0,0.0,0.0,0.888888888889,0.111111111111,Eukaryota,9,0,0.34883209584299996,0.666666666667,-0.15,False
A9UP26,0.0,0.0,0.0,0.0,1.0,Opisthokonta,7,0,-0.0,0.285714285714,-0.08333333333330001,False
A9UP28,0.7272727272730001,0.0,0.181818181818,0.0,0.0909090909091,Cellular_organisms,11,0,0.7595473914749999,1.09090909091,0.24,True
A9UP29,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eukaryota,12,1,0.286835983056,0.974358974359,0.0555555555556,False
A9UP30,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.07692307692,-0.0634920634921,False
A9UP31,0.0,0.0,0.2,0.4,0.4,Opisthokonta,10,0,1.05492016799,2.77777777778,-0.23809523809500002,False
A9UP33,0.0,0.0,0.0,0.5714285714289999,0.428571428571,Eukaryota,7,0,0.6829081047,1.42857142857,-0.416666666667,False
A9UP34,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.384615384615,-0.05952380952380001,False
A9UP35,0.0,0.0,0.0,0.0,1.0,Opisthokonta,9,0,-0.0,0.222222222222,-0.05,False
A9UP37,0.0,0.0,0.0,0.75,0.25,Eukaryota,4,0,0.562335144619,2.33333333333,-1.0,False
A9UP38,0.0,0.08333333333330001,0.0,0.916666666667,0.0,Eukaryota,12,1,0.286835983056,0.897435897436,0.170634920635,False
A9UP39,0.923076923077,0.0,0.0,0.0,0.0769230769231,Cellular_organisms,13,0,0.271189373042,0.769230769231,0.138888888889,False
A9UP40,0.0769230769231,0.153846153846,0.692307692308,0.0769230769231,0.0,Euk+Bac,13,0,0.937155853066,0.846153846154,0.33333333333299997,True
A9UP44,0.0,0.0,0.0,0.0,1.0,Opisthokonta,1,1,-0.0,1.0,,False
A9UP45,0.0,0.0,0.75,0.0,0.25,Euk+Bac,12,0,0.562335144619,2.34848484848,-0.277777777778,True
A9UP46,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Opisthokonta,12,0,0.636514168295,2.72727272727,0.8847926267280001,False
A9UP47,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
A9UP48,0.0,0.0,0.0,0.625,0.375,Eukaryota,8,0,0.661563238158,1.57142857143,0.061538461538500004,False
A9UP49,0.0,0.0,0.0,1.0,0.0,Eukaryota,9,0,-0.0,0.388888888889,-0.0875,False
A9UP50,0.0,0.0,1.0,0.0,0.0,Euk+Bac,12,1,-0.0,0.0,0.0,True
A9UP51,1.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,False
A9UP52,0.25,0.0,0.75,0.0,0.0,Euk+Bac,12,1,0.562335144619,0.0,0.0,False
A9UP53,0.0,0.0,0.0,1.0,0.0,Eukaryota,11,0,-0.0,0.0,0.0,False
A9UP54,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.282051282051,-0.0436507936508,False
A9UP55,0.0,0.0,0.0,1.0,0.0,Eukaryota,11,2,-0.0,0.538461538462,0.22619047619000002,False
A9UP57,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Opisthokonta,3,1,0.636514168295,1.5,0.0,False
A9UP58,0.0,0.0,0.0,0.25,0.75,Opisthokonta,4,1,0.562335144619,2.0,2.5,False
A9UP59,0.0,0.0,0.0,0.875,0.125,Eukaryota,8,1,0.37677016125600005,1.0,0.1125,False
A9UP60,0.0,0.3,0.0,0.2,0.5,Opisthokonta,10,0,1.02965301406,2.46666666667,-0.28571428571400004,False
A9UP63,0.1,0.0,0.1,0.8,0.0,Eukaryota,10,0,0.6390318596500001,1.6,0.9,False
A9UP64,0.538461538462,0.46153846153800004,0.0,0.0,0.0,Cellular_organisms,13,0,0.6901856760189999,0.538461538462,-0.08333333333330001,False
A9UP66,0.166666666667,0.0,0.416666666667,0.416666666667,0.0,Euk+Bac,12,0,1.02818385933,1.75757575758,-0.213824884793,False
A9UP69,0.0,0.0,0.0,0.0,1.0,Opisthokonta,12,0,-0.0,0.0,0.0,False
A9UP70,0.23076923076900002,0.153846153846,0.23076923076900002,0.38461538461499994,0.0,Eukaryota,13,0,1.33224492244,1.05128205128,-0.05952380952380001,False
A9UP72,0.23076923076900002,0.0,0.615384615385,0.0769230769231,0.0769230769231,Euk+Bac,13,0,1.03176711135,1.30769230769,0.416666666667,False
A9UP73,0.0,0.08333333333330001,0.0,0.916666666667,0.0,Eukaryota,12,1,0.286835983056,0.717948717949,0.0952380952381,False
A9UP77,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Eukaryota,6,0,0.636514168295,1.6,1.2,False
A9UP78,0.0,0.0,0.363636363636,0.636363636364,0.0,Eukaryota,11,0,0.655481773901,1.34545454545,0.266666666667,False
A9UP79,0.0,0.0,0.4,0.1,0.5,Opisthokonta,10,0,0.9433483923289999,3.26666666667,0.035714285714300006,False
A9UP80,0.0,0.08333333333330001,0.0,0.916666666667,0.0,Eukaryota,12,1,0.286835983056,0.74358974359,-0.11507936507899999,False
A9UP81,0.0909090909091,0.0,0.363636363636,0.0,0.545454545455,Opisthokonta,11,0,0.9164648855390001,2.72727272727,-0.5,False
A9UP82,0.0,0.0,0.875,0.125,0.0,Euk+Bac,8,0,0.37677016125600005,0.75,1.3125,False
A9UP83,0.38461538461499994,0.615384615385,0.0,0.0,0.0,Euk_Archaea,13,0,0.666278442415,0.512820512821,-0.0277777777778,False
A9UP84,0.0,0.0,0.0,1.0,0.0,Eukaryota,8,0,-0.0,0.0,0.0,False
A9UP85,0.0,0.0,0.0,1.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A9UP86,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,-0.0238095238095,False
A9UP87,0.0,0.0,0.0,0.714285714286,0.28571428571400004,Eukaryota,7,1,0.598269588585,1.10714285714,0.33333333333299997,False
A9UP88,0.0,0.0,0.0,0.7,0.3,Eukaryota,10,0,0.610864302055,1.86666666667,0.28571428571400004,False
A9UP89,0.0,0.0,1.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,False
A9UP90,0.33333333333299997,0.0,0.0,0.666666666667,0.0,Eukaryota,12,1,0.636514168295,1.30769230769,-0.047619047619,False
A9UP91,0.0,0.0,0.125,0.75,0.125,Eukaryota,8,1,0.7356219397589999,1.94444444444,-0.666666666667,False
A9UP92,0.0,0.0,0.0,0.909090909091,0.0909090909091,Eukaryota,11,0,0.304636097349,0.981818181818,0.40079365079400003,False
A9UP93,1.0,0.0,0.0,0.0,0.0,Cellular_organisms,1,1,-0.0,0.0,,False
A9UP95,0.916666666667,0.0,0.0,0.08333333333330001,0.0,Cellular_organisms,12,1,0.286835983056,0.307692307692,0.0555555555556,False
A9UP96,0.0,0.0,0.0,1.0,0.0,Eukaryota,10,0,-0.0,0.2,-0.07142857142860001,False
A9UP97,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Opisthokonta,7,0,0.410116318288,0.857142857143,0.33333333333299997,False
A9UP98,0.0,0.0,0.46153846153800004,0.0,0.538461538462,Opisthokonta,13,0,0.6901856760189999,2.84615384615,-0.130952380952,False
A9UP99,0.0,0.0,0.0,1.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,-0.047619047619,False
A9UPA0,0.0,0.5,0.0,0.5,0.0,Eukaryota,12,1,0.6931471805600001,0.692307692308,-0.00396825396825,False
A9UPA1,0.0,0.0,0.0,0.23076923076900002,0.769230769231,Opisthokonta,13,0,0.5402041423889999,1.28205128205,-0.14682539682499998,False
A9UPA2,0.153846153846,0.692307692308,0.0,0.153846153846,0.0,Euk_Archaea,13,0,0.8305178252869999,0.564102564103,-0.035714285714300006,False
A9UPA3,0.0,0.0,0.0,0.7272727272730001,0.272727272727,Eukaryota,11,0,0.585952618304,1.92727272727,-0.215608465608,False
A9UPA4,0.3,0.0,0.1,0.4,0.2,Eukaryota,10,0,1.2798542258299999,2.48888888889,0.52,False
A9UPA5,0.0,0.0,0.0,0.25,0.75,Opisthokonta,4,0,0.562335144619,1.5,3.0,False
A9UPA6,0.0,0.0,0.0,0.0,1.0,Opisthokonta,2,1,-0.0,0.0,0.0,False
A9UPA8,0.166666666667,0.08333333333330001,0.08333333333330001,0.666666666667,0.0,Eukaryota,12,0,0.983087758575,1.06060606061,-0.011111111111099999,False
A9UPA9,0.0,0.0,0.0,0.916666666667,0.08333333333330001,Eukaryota,12,1,0.286835983056,0.615384615385,-0.0952380952381,False
A9UPB0,0.0,0.0,0.0,0.0,1.0,Opisthokonta,8,0,-0.0,0.571428571429,-0.08205128205130001,False
A9UPB1,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,Opisthokonta,3,1,1.09861228867,3.33333333333,1.33333333333,False
A9UPB2,0.08333333333330001,0.0,0.25,0.416666666667,0.25,Eukaryota,12,0,1.26500137527,2.57575757576,1.57235023041,False
