,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Dikarya,Basidiomycota,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
ENSDARP00000080678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
ENSDARP00000080982,0.0,0.0,0.615384615385,0.0,0.38461538461499994,0.0,0.0,Euk+Bac,13,0,0.666278442415,2.5641025641,3.4722222222199997,True
ENSDARP00000081731,0.0,0.0,0.2,0.4,0.4,0.0,0.0,Opisthokonta,10,0,1.05492016799,2.13333333333,-0.25,False
ENSDARP00000084711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.461538461538,-0.07142857142860001,False
ENSDARP00000085022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
ENSDARP00000086309,0.0,0.0,0.0,0.416666666667,0.583333333333,0.0,0.0,Opisthokonta,12,1,0.6791932659919999,1.38461538462,0.301587301587,False
ENSDARP00000086729,0.0,0.0,0.769230769231,0.0769230769231,0.153846153846,0.0,0.0,Euk+Bac,13,0,0.6870920273800001,1.71794871795,-0.265873015873,False
ENSDARP00000088635,0.0,0.0,0.0,0.583333333333,0.416666666667,0.0,0.0,Eukaryota,12,1,0.6791932659919999,1.87179487179,1.7738095238099998,False
ENSDARP00000090976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,9,0,-0.0,0.0,0.0,False
ENSDARP00000092303,0.0,0.0,0.0,0.4,0.6,0.0,0.0,Opisthokonta,10,0,0.6730116670090001,1.26666666667,0.035714285714300006,False
ENSDARP00000092745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,11,0,-0.0,0.0,0.0,False
ENSDARP00000094003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,11,0,-0.0,0.0,0.0,False
ENSDARP00000094339,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,5,0,-0.0,0.6,,False
ENSDARP00000094360,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,0.0,Eukaryota,9,0,0.636514168295,1.38888888889,-0.168831168831,False
ENSDARP00000095585,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,0.0,Eukaryota,13,0,0.61724176973,1.28205128205,1.45238095238,False
ENSDARP00000095673,0.0,0.0,0.166666666667,0.166666666667,0.666666666667,0.0,0.0,Opisthokonta,6,0,0.8675632284810001,2.06666666667,-1.0,False
ENSDARP00000095687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,4,0,-0.0,0.0,,False
ENSDARP00000096014,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
ENSDARP00000096317,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,8,0,0.562335144619,1.10714285714,-0.52380952381,False
ENSDARP00000096614,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
ENSDARP00000096669,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,6,0,0.6931471805600001,1.53333333333,,False
ENSDARP00000096741,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,4,0,0.6931471805600001,1.66666666667,,False
ENSDARP00000097834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,9,0,-0.0,0.0,0.0,False
ENSDARP00000098170,0.0,0.0,0.0,0.307692307692,0.692307692308,0.0,0.0,Opisthokonta,13,0,0.61724176973,0.923076923077,0.47619047618999993,False
ENSDARP00000098530,0.0,0.0,0.545454545455,0.181818181818,0.272727272727,0.0,0.0,Euk+Bac,11,0,0.994923632572,2.54545454545,2.08994708995,False
ENSDARP00000098531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
ENSDARP00000098787,0.0,0.0,0.3,0.3,0.4,0.0,0.0,Opisthokonta,10,0,1.08889997535,2.46666666667,-0.07142857142860001,False
ENSDARP00000098924,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,10,0,-0.0,0.0,0.0,False
ENSDARP00000098973,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
ENSDARP00000099001,0.0,0.0,0.0,0.636363636364,0.363636363636,0.0,0.0,Eukaryota,11,0,0.655481773901,1.01818181818,2.0,False
ENSDARP00000099180,0.0,0.0,0.0,0.363636363636,0.636363636364,0.0,0.0,Opisthokonta,11,0,0.655481773901,1.01818181818,0.25333333333299995,False
ENSDARP00000099352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,4,1,-0.0,1.2,-0.5,False
ENSDARP00000099497,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,0.0,Eukaryota,13,0,0.61724176973,1.46153846154,0.08333333333330001,False
ENSDARP00000099584,0.0,0.0,0.0,0.46153846153800004,0.538461538462,0.0,0.0,Opisthokonta,13,0,0.6901856760189999,1.05128205128,0.301587301587,False
ENSDARP00000099664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.769230769231,-0.119047619048,False
ENSDARP00000099702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,3,0,-0.0,0.0,,False
ENSDARP00000099970,0.0,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,Opisthokonta,12,1,0.286835983056,1.02564102564,-0.0555555555556,False
ENSDARP00000100198,0.0,0.0,0.0,0.1,0.9,0.0,0.0,Opisthokonta,10,0,0.325082973391,0.2,-0.07142857142860001,False
ENSDARP00000100223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
ENSDARP00000100327,0.0,0.0,0.0,0.272727272727,0.7272727272730001,0.0,0.0,Opisthokonta,11,1,0.585952618304,1.63636363636,0.8,False
ENSDARP00000100397,0.0,0.0,0.0,0.0769230769231,0.923076923077,0.0,0.0,Opisthokonta,13,0,0.271189373042,0.307692307692,0.0555555555556,False
ENSDARP00000100566,0.0,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,Opisthokonta,12,1,0.286835983056,0.307692307692,-0.047619047619,False
ENSDARP00000100700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
ENSDARP00000100740,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,12,0,0.562335144619,1.12121212121,-0.197235023041,False
ENSDARP00000100939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,5,0,-0.0,0.0,0.0,False
ENSDARP00000101649,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
ENSDARP00000101810,0.0,0.0,0.0,0.153846153846,0.846153846154,0.0,0.0,Opisthokonta,13,0,0.42932302193099997,0.564102564103,0.222222222222,False
ENSDARP00000101950,0.0,0.0,0.0,0.416666666667,0.583333333333,0.0,0.0,Opisthokonta,12,1,0.6791932659919999,1.35897435897,0.0992063492063,False
ENSDARP00000102364,0.0,0.0,0.2,0.0,0.8,0.0,0.0,Opisthokonta,10,0,0.500402423538,1.77777777778,2.91666666667,False
ENSDARP00000102485,0.0,0.0,0.25,0.0,0.75,0.0,0.0,Opisthokonta,12,1,0.562335144619,2.30769230769,1.1904761904799999,False
ENSDARP00000103471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,12,0,-0.0,0.0,0.0,False
ENSDARP00000103514,0.0,0.0,0.0,0.153846153846,0.846153846154,0.0,0.0,Opisthokonta,13,0,0.42932302193099997,0.846153846154,0.0238095238095,False
ENSDARP00000103557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,3,0,-0.0,0.0,,False
ENSDARP00000103652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,4,0,-0.0,0.0,,False
ENSDARP00000103809,0.0,0.0,0.0,0.46153846153800004,0.538461538462,0.0,0.0,Opisthokonta,13,0,0.6901856760189999,1.46153846154,0.392857142857,False
ENSDARP00000103834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
ENSDARP00000104185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
ENSDARP00000104193,0.0,0.0,0.111111111111,0.444444444444,0.444444444444,0.0,0.0,Opisthokonta,9,1,0.9649629230069999,2.33333333333,1.25,False
ENSDARP00000105083,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,Eukaryota,12,1,0.45056120886600004,0.74358974359,0.0912698412698,False
ENSDARP00000105257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,3,0,-0.0,0.0,,False
ENSDARP00000105298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,9,0,-0.0,0.0,0.0,False
ENSDARP00000105544,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,4,0,0.6931471805600001,1.83333333333,,False
ENSDARP00000105927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,7,0,-0.0,0.0,0.0,False
ENSDARP00000106296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
ENSDARP00000106297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,4,0,-0.0,0.0,0.0,False
ENSDARP00000106645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,7,0,-0.0,0.0,0.0,False
ENSDARP00000107647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,10,0,-0.0,0.0,0.0,False
ENSDARP00000107894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,11,0,-0.0,0.0,0.0,False
ENSDARP00000108061,0.0,0.0,0.0,0.23076923076900002,0.769230769231,0.0,0.0,Opisthokonta,13,0,0.5402041423889999,0.923076923077,-0.14285714285700002,False
ENSDARP00000108109,0.0,0.0,0.0,0.2,0.8,0.0,0.0,Opisthokonta,10,0,0.500402423538,1.06666666667,-0.24,False
ENSDARP00000108210,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,0.0,Eukaryota,13,0,0.61724176973,1.4358974359,0.138888888889,False
ENSDARP00000108659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,7,0,-0.0,0.0,,False
ENSDARP00000108818,0.0,0.0,0.08333333333330001,0.5,0.416666666667,0.0,0.0,Eukaryota,12,1,0.918427784993,2.10256410256,-0.119047619048,False
ENSDARP00000109386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
ENSDARP00000110087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,1,1,-0.0,3.0,,False
ENSDARP00000111105,0.0769230769231,0.38461538461499994,0.0,0.0,0.538461538462,0.0,0.0,Opisthokonta,13,0,0.898137003188,2.30769230769,0.880952380952,False
ENSDARP00000111329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,12,0,-0.0,0.0,0.0,False
ENSDARP00000112039,0.0,0.0,0.0,0.272727272727,0.7272727272730001,0.0,0.0,Opisthokonta,11,0,0.585952618304,1.09090909091,-0.185185185185,False
ENSDARP00000112262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,11,2,-0.0,0.564102564103,0.222222222222,False
ENSDARP00000112342,0.38461538461499994,0.0,0.46153846153800004,0.153846153846,0.0,0.0,0.0,Euk+Bac,13,0,1.0123308390999999,0.846153846154,-0.130952380952,False
ENSDARP00000112817,0.0,0.0,0.0,0.222222222222,0.777777777778,0.0,0.0,Opisthokonta,9,0,0.529706199058,1.0,0.0,False
ENSDARP00000113050,0.0,0.0,0.25,0.0,0.75,0.0,0.0,Opisthokonta,4,1,0.562335144619,3.0,-0.833333333333,False
ENSDARP00000113232,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,Opisthokonta,6,0,0.45056120886600004,1.0,-0.6,False
ENSDARP00000113512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
ENSDARP00000113778,0.0,0.0,0.0,0.6,0.4,0.0,0.0,Eukaryota,5,0,0.6730116670090001,1.2,,False
ENSDARP00000114002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
ENSDARP00000114040,0.0,0.0,0.33333333333299997,0.0,0.666666666667,0.0,0.0,Opisthokonta,6,0,0.636514168295,2.66666666667,-1.0,False
ENSDARP00000114149,0.0,0.1,0.0,0.0,0.9,0.0,0.0,Opisthokonta,10,0,0.325082973391,0.8,-0.428571428571,False
ENSDARP00000114179,0.0,0.0,0.0,0.2,0.8,0.0,0.0,Opisthokonta,5,0,0.500402423538,1.2,,False
ENSDARP00000115175,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
ENSDARP00000115218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,1,1,-0.0,1.0,,False
ENSDARP00000115250,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,2,1,0.6931471805600001,2.0,,False
ENSDARP00000115474,0.0,0.0,0.0,0.2,0.8,0.0,0.0,Opisthokonta,5,0,0.500402423538,1.2,,False
ENSDARP00000116655,0.25,0.0,0.0,0.75,0.0,0.0,0.0,Eukaryota,8,1,0.562335144619,1.22222222222,0.45454545454499995,False
ENSDARP00000116805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,9,0,-0.0,0.0,0.0,False
ENSDARP00000117161,0.08333333333330001,0.08333333333330001,0.166666666667,0.0,0.666666666667,0.0,0.0,Opisthokonta,12,0,0.983087758575,2.34848484848,-0.194470046083,False
ENSDARP00000117368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,4,0,-0.0,0.0,,False
ENSDARP00000117466,0.0,0.0,0.0,0.272727272727,0.7272727272730001,0.0,0.0,Opisthokonta,11,0,0.585952618304,1.2,-0.116402116402,False
ENSDARP00000117635,0.0,0.0,0.08333333333330001,0.08333333333330001,0.833333333333,0.0,0.0,Opisthokonta,12,0,0.56608573896,0.969696969697,0.06666666666669999,False
ENSDARP00000118144,0.0,0.0,0.0,0.2,0.8,0.0,0.0,Opisthokonta,5,0,0.500402423538,1.2,,False
ENSDARP00000118369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,9,0,-0.0,0.0,0.0,False
ENSDARP00000118453,0.0,0.0,0.0,0.75,0.25,0.0,0.0,Eukaryota,4,0,0.562335144619,1.5,,False
ENSDARP00000118688,0.0,0.0,0.0,0.111111111111,0.888888888889,0.0,0.0,Opisthokonta,9,0,0.34883209584299996,0.222222222222,0.45454545454499995,False
ENSDARP00000118877,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,Opisthokonta,6,0,0.45056120886600004,1.0,-0.6,False
ENSDARP00000119184,0.0,0.0,0.2,0.0,0.8,0.0,0.0,Opisthokonta,5,1,0.500402423538,2.66666666667,-0.357142857143,False
ENSDARP00000119201,0.0,0.0,0.0,0.2,0.8,0.0,0.0,Opisthokonta,10,0,0.500402423538,0.711111111111,0.2,False
ENSDARP00000119387,0.0,0.0,0.0,0.2,0.8,0.0,0.0,Opisthokonta,5,0,0.500402423538,0.4,,False
ENSDARP00000119604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,6,0,-0.0,0.0,0.0,False
ENSDARP00000119892,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,12,0,-0.0,0.0,0.0,False
ENSDARP00000120057,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,Opisthokonta,6,0,0.45056120886600004,1.0,-0.6,False
ENSDARP00000120340,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,9,1,-0.0,1.0,-0.535714285714,False
ENSDARP00000120605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,5,0,-0.0,0.0,0.0,False
ENSDARP00000120830,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,4,0,0.6931471805600001,1.66666666667,,False
ENSDARP00000121245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
ENSDARP00000121449,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,8,0,-0.0,0.0,0.0,False
ENSDARP00000121452,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,6,1,-0.0,1.42857142857,-0.833333333333,False
ENSDARP00000121761,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,4,0,-0.0,0.0,0.0,False
ENSDARP00000122391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,13,0,-0.0,0.0,0.0,False
ENSDARP00000122581,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,Opisthokonta,6,0,0.45056120886600004,1.0,-0.6,False
ENSDARP00000122723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,12,1,-0.0,0.0,0.0,False
ENSDARP00000122852,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,0.0,Eukaryota,9,0,0.34883209584299996,1.0,1.33333333333,False
ENSDARP00000122893,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
ENSDARP00000123432,0.0,0.0,0.0,0.25,0.75,0.0,0.0,Opisthokonta,4,0,0.562335144619,1.5,,False
ENSDARP00000123579,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,0.0,Opisthokonta,6,0,0.45056120886600004,1.0,-0.6,False
ENSDARP00000123628,0.0,0.0,0.23076923076900002,0.0769230769231,0.692307692308,0.0,0.0,Opisthokonta,13,0,0.790267968075,2.0,0.619047619048,False
O59899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,6,0,-0.0,0.0,0.0,False
O59900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Basidiomycota,1,0,-0.0,None,,False
O74242,0.692307692308,0.153846153846,0.0,0.0769230769231,0.0,0.0,0.0769230769231,Cellular_organisms,13,0,0.937155853066,1.51282051282,-0.18253968254,True
P40909,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,0.0,Eukaryota,12,1,0.286835983056,0.769230769231,-0.119047619048,False
Q07801,0.0,0.0,0.769230769231,0.0,0.153846153846,0.0769230769231,0.0,Euk+Bac,13,0,0.6870920273800001,2.07692307692,1.27777777778,False
Q55ZF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,1,2,-0.0,2.0,,False
Q5K6S6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Opisthokonta,3,0,-0.0,0.0,0.0,False
Q5K6S8,0.0,0.0,0.6,0.2,0.1,0.1,0.0,Euk+Bac,10,0,1.08889997535,2.44444444444,-0.297619047619,False
Q5K6T0,0.0,0.0,0.0,0.28571428571400004,0.428571428571,0.28571428571400004,0.0,Opisthokonta,7,0,1.0789922078799998,1.90476190476,-0.361111111111,False
Q5K6T2,0.0769230769231,0.0,0.846153846154,0.0,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.5359610497089999,0.923076923077,0.166666666667,True
Q5K6T3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,3,2,-0.0,3.6,6.0,False
Q5K6T5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eukaryota,11,1,-0.0,0.636363636364,0.10506912442399999,False
Q5K6T7,0.0,0.0,0.0,0.769230769231,0.0,0.23076923076900002,0.0,Eukaryota,13,0,0.5402041423889999,1.15384615385,-0.0238095238095,False
Q5K6T8,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Basidiomycota,3,1,0.636514168295,1.33333333333,2.0,False
Q5K6U0,0.0,0.0,0.45454545454499995,0.0,0.0,0.0909090909091,0.45454545454499995,Euk+Bac,11,0,0.9347698978579999,3.81818181818,2.16,False
Q5K6U1,0.46153846153800004,0.0,0.0,0.0,0.0,0.538461538462,0.0,Dikarya,13,0,0.6901856760189999,3.23076923077,4.1428571428600005,False
Q5K6U2,0.0,0.0,0.0,0.8181818181820001,0.181818181818,0.0,0.0,Eukaryota,11,0,0.474139313058,1.27272727273,0.94,False
Q5K6U3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dikarya,12,1,-0.0,0.461538461538,0.08333333333330001,False
Q5K6U4,0.0,0.0,0.0,0.538461538462,0.153846153846,0.307692307692,0.0,Eukaryota,13,0,0.983961446001,2.05128205128,-0.31746031746,False
Q5K6U5,0.0,0.0,0.0,0.846153846154,0.0769230769231,0.0,0.0769230769231,Eukaryota,13,0,0.5359610497089999,1.38461538462,-0.05952380952380001,False
Q5K6U6,0.0,0.0,0.0,0.125,0.625,0.125,0.125,Opisthokonta,8,0,1.07354284641,1.17857142857,0.189743589744,False
Q5K6U7,0.0,0.0,0.538461538462,0.0769230769231,0.153846153846,0.23076923076900002,0.0,Euk+Bac,13,0,1.15698764435,3.02564102564,0.0992063492063,False
Q5K6U9,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,Eukaryota,12,0,0.286835983056,1.12121212121,0.0460829493088,False
Q5K6V0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,False
Q5K6V2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Basidiomycota,1,0,-0.0,None,,False
