,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
ENSCINP00000000094,0.0,0.0,0.0,0.38461538461499994,0.0,0.615384615385,Eumetazoa,13,0,0.666278442415,2.0,0.46428571428599996,False
ENSCINP00000000097,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.666666666667,,False
ENSCINP00000000111,0.0,0.0,0.5,0.5,0.0,0.0,Euk+Bac,4,1,0.6931471805600001,1.8,0.75,False
ENSCINP00000000113,0.0,0.0,0.0,0.363636363636,0.0909090909091,0.545454545455,Eumetazoa,11,1,0.9164648855390001,4.04545454545,-0.5888888888889999,False
ENSCINP00000000116,0.28571428571400004,0.0,0.0,0.14285714285700002,0.0,0.5714285714289999,Eumetazoa,7,0,0.955699891113,5.2380952381,0.11818181818199999,False
ENSCINP00000000142,0.0,0.0,0.0,0.2,0.0,0.8,Eumetazoa,5,0,0.500402423538,3.2,-0.916666666667,False
ENSCINP00000000145,0.0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,12,0,0.6931471805600001,1.12121212121,0.0460829493088,False
ENSCINP00000000156,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,10,1,-0.0,1.41818181818,0.0333333333333,False
ENSCINP00000000160,0.0,0.0,0.0,0.0,0.1,0.9,Eumetazoa,10,2,0.325082973391,3.45454545455,0.222222222222,False
ENSCINP00000000162,0.0,0.0,0.0,0.846153846154,0.0,0.153846153846,Eukaryota,13,0,0.42932302193099997,1.87179487179,-0.031746031746,False
ENSCINP00000000170,0.0,0.0,0.0,0.5,0.166666666667,0.33333333333299997,Eukaryota,6,1,1.0114042647100001,3.14285714286,1.4166666666699999,False
ENSCINP00000000179,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,1,-0.0,2.53571428571,1.57435897436,False
ENSCINP00000000187,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,2,-0.0,5.4,,False
ENSCINP00000000201,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,1,-0.0,3.61904761905,3.22222222222,False
ENSCINP00000000224,0.0,0.0,0.0,0.5,0.5,0.0,Opisthokonta,2,1,0.6931471805600001,2.66666666667,,False
ENSCINP00000000241,0.0,0.0,0.0,0.181818181818,0.181818181818,0.636363636364,Eumetazoa,11,1,0.907535294105,3.69696969697,-0.328110599078,False
ENSCINP00000000242,0.0,0.0,0.0,0.166666666667,0.33333333333299997,0.5,Eumetazoa,6,0,1.0114042647100001,3.46666666667,-0.33333333333299997,False
ENSCINP00000000255,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,Opisthokonta,3,1,1.09861228867,4.33333333333,-2.0,False
ENSCINP00000000266,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,13,0,-0.0,0.538461538462,0.22619047619000002,False
ENSCINP00000000272,0.0,0.0,0.692307692308,0.0,0.0,0.307692307692,Euk+Bac,13,0,0.61724176973,3.23076923077,-0.5,True
ENSCINP00000000273,0.545454545455,0.181818181818,0.0909090909091,0.0,0.0,0.181818181818,Cellular_organisms,11,0,1.16851840574,2.8,-0.101851851852,True
ENSCINP00000000277,0.0,0.0,0.0,0.0909090909091,0.0,0.909090909091,Eumetazoa,11,0,0.304636097349,1.16363636364,0.00666666666667,False
ENSCINP00000000280,1.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,11,1,-0.0,0.0,0.0,False
ENSCINP00000000281,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Eukaryota,3,0,0.636514168295,5.33333333333,8.0,False
ENSCINP00000000295,0.0,0.0,0.25,0.125,0.25,0.375,Eumetazoa,8,1,1.32088834315,5.22222222222,-1.0625,False
ENSCINP00000000297,0.0,0.0,0.0,0.166666666667,0.0,0.833333333333,Eumetazoa,6,1,0.45056120886600004,4.57142857143,1.0,False
ENSCINP00000000300,0.166666666667,0.0,0.33333333333299997,0.166666666667,0.166666666667,0.166666666667,Euk+Bac,6,0,1.56071040904,4.2,4.8,False
ENSCINP00000000303,0.0,0.0,0.444444444444,0.33333333333299997,0.222222222222,0.0,Euk+Bac,9,0,1.06085694716,2.55555555556,0.25974025974,False
ENSCINP00000000308,0.181818181818,0.272727272727,0.0,0.181818181818,0.0,0.363636363636,Eumetazoa,11,0,1.34211317891,4.98181818182,1.87333333333,False
ENSCINP00000000322,0.0,0.0,0.38461538461499994,0.46153846153800004,0.0769230769231,0.0769230769231,Eukaryota,13,0,1.11896886688,2.66666666667,0.0515873015873,False
ENSCINP00000000325,0.0,0.0,0.0,0.0909090909091,0.181818181818,0.7272727272730001,Eumetazoa,11,0,0.7595473914749999,1.92727272727,-0.206666666667,False
ENSCINP00000000359,0.0,0.0,0.0,0.875,0.125,0.0,Eukaryota,8,0,0.37677016125600005,0.75,-0.0358974358974,False
ENSCINP00000000361,0.166666666667,0.0,0.833333333333,0.0,0.0,0.0,Euk+Bac,12,0,0.45056120886600004,0.0,0.0,True
ENSCINP00000000373,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.512820512821,-0.0277777777778,False
ENSCINP00000000377,0.636363636364,0.0,0.0909090909091,0.0909090909091,0.0,0.181818181818,Cellular_organisms,11,0,1.0335620542100001,3.16363636364,2.72222222222,True
ENSCINP00000000384,0.0,0.0,0.1,0.6,0.1,0.2,Eukaryota,10,1,1.08889997535,3.45454545455,-0.486666666667,False
ENSCINP00000000408,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,0.6,0.166666666667,False
ENSCINP00000000414,0.0,0.0,0.307692307692,0.38461538461499994,0.23076923076900002,0.0769230769231,Eukaryota,13,0,1.2658567518700001,2.76923076923,0.34523809523800003,True
ENSCINP00000000419,0.0,0.0,0.0,0.111111111111,0.111111111111,0.777777777778,Eumetazoa,9,0,0.6837389058490001,1.66666666667,0.075,False
ENSCINP00000000434,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,1,-0.0,0.666666666667,,False
ENSCINP00000000446,0.0,0.0,0.0,0.125,0.125,0.75,Eumetazoa,8,0,0.7356219397589999,1.35714285714,-0.625,False
ENSCINP00000000457,0.0,0.0,0.0,0.0909090909091,0.0,0.909090909091,Eumetazoa,11,1,0.304636097349,2.43939393939,0.37777777777800003,False
ENSCINP00000000461,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.15384615385,0.18253968254,False
ENSCINP00000000482,0.0,0.0,0.0,0.5,0.33333333333299997,0.166666666667,Eukaryota,12,1,1.0114042647100001,2.71794871795,1.38492063492,False
ENSCINP00000000488,0.0,0.0,0.0,0.111111111111,0.0,0.888888888889,Eumetazoa,9,0,0.34883209584299996,1.55555555556,-0.777777777778,False
ENSCINP00000000492,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,0.4,-0.25,False
ENSCINP00000000521,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,Eukaryota,11,0,0.304636097349,1.38181818182,-0.268518518519,False
ENSCINP00000000531,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,2,1,-0.0,0.0,0.0,False
ENSCINP00000000547,0.923076923077,0.0,0.0,0.0,0.0,0.0769230769231,Cellular_organisms,13,0,0.271189373042,1.07692307692,0.19444444444400003,True
ENSCINP00000000559,0.0,0.0,0.0,0.25,0.0,0.75,Eumetazoa,4,1,0.562335144619,5.6,-1.8333333333300001,False
ENSCINP00000000580,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Eumetazoa,12,0,0.636514168295,2.69696969697,1.4,False
ENSCINP00000000603,0.363636363636,0.0,0.363636363636,0.0,0.0909090909091,0.181818181818,Cellular_organisms,11,0,1.26365443188,2.83636363636,0.286666666667,True
ENSCINP00000000615,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,Eukaryota,3,1,0.636514168295,1.33333333333,0.0,False
ENSCINP00000000625,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,9,0,-0.0,1.61111111111,-0.0649350649351,False
ENSCINP00000000635,0.538461538462,0.153846153846,0.0769230769231,0.23076923076900002,0.0,0.0,Cellular_organisms,13,0,1.15698764435,1.05128205128,-0.111111111111,False
ENSCINP00000000639,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,13,0,-0.0,1.10256410256,-0.170634920635,False
ENSCINP00000000651,0.0,0.0,0.0,0.125,0.375,0.5,Eumetazoa,8,1,0.9743147528689999,3.44444444444,0.441558441558,False
ENSCINP00000000658,0.0,0.0,0.0,0.5,0.5,0.0,Opisthokonta,2,1,0.6931471805600001,2.66666666667,2.5,False
ENSCINP00000000662,0.0,0.0,0.0,0.25,0.0,0.75,Eumetazoa,4,1,0.562335144619,3.6,-0.25,False
ENSCINP00000000663,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,1,-0.0,2.85714285714,1.8333333333300001,False
ENSCINP00000000669,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,Eukaryota,12,1,0.286835983056,0.564102564103,0.015873015873,False
ENSCINP00000000675,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,-0.047619047619,False
ENSCINP00000000682,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,Eukaryota,13,0,0.271189373042,1.35897435897,0.305555555556,False
ENSCINP00000000686,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,Eukaryota,3,1,0.636514168295,2.83333333333,-1.0,False
ENSCINP00000000687,0.0,0.0,0.307692307692,0.46153846153800004,0.0,0.23076923076900002,Eukaryota,13,0,1.0579054247,3.51282051282,1.57142857143,False
ENSCINP00000000692,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,0,-0.0,1.42857142857,0.555555555556,False
ENSCINP00000000718,0.0,0.0,1.0,0.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,False
ENSCINP00000000725,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,0,-0.0,0.0,0.0,False
ENSCINP00000000732,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,13,0,-0.0,0.564102564103,-0.0873015873016,False
ENSCINP00000000733,0.0,0.0,0.0,0.125,0.0,0.875,Eumetazoa,8,0,0.37677016125600005,2.57142857143,1.64102564103,False
ENSCINP00000000740,0.153846153846,0.0769230769231,0.692307692308,0.0,0.0,0.0769230769231,Euk+Bac,13,0,0.937155853066,1.20512820513,0.123015873016,True
ENSCINP00000000746,0.0,0.0,0.0,0.166666666667,0.666666666667,0.166666666667,Opisthokonta,6,0,0.8675632284810001,2.66666666667,-1.42857142857,False
ENSCINP00000000756,0.0,0.0,0.125,0.375,0.0,0.5,Eumetazoa,8,0,0.9743147528689999,3.85714285714,1.4166666666699999,False
ENSCINP00000000770,0.0,0.0,0.0,0.7,0.0,0.3,Eukaryota,10,0,0.610864302055,2.48888888889,0.380952380952,False
ENSCINP00000000805,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,1,-0.0,0.0,,False
ENSCINP00000000813,0.0,0.0,0.0,0.0,0.428571428571,0.5714285714289999,Eumetazoa,7,0,0.6829081047,1.71428571429,0.472222222222,False
ENSCINP00000000817,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,13,0,-0.0,0.384615384615,-0.05952380952380001,False
ENSCINP00000000821,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,2.5,-1.6666666666699999,False
ENSCINP00000000837,0.0,0.0,0.0,0.583333333333,0.08333333333330001,0.33333333333299997,Eukaryota,12,1,0.887694275799,2.84615384615,0.849206349206,False
ENSCINP00000000839,0.0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,6,0,0.6931471805600001,1.8,0.428571428571,False
ENSCINP00000000842,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,1.0,0.833333333333,False
ENSCINP00000000850,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,8,1,-0.0,1.94444444444,-0.33333333333299997,False
ENSCINP00000000870,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,11,0,-0.0,0.509090909091,-0.0185185185185,False
ENSCINP00000000872,0.0,0.0,0.0,0.14285714285700002,0.0,0.8571428571430001,Eumetazoa,7,1,0.410116318288,2.89285714286,-1.27083333333,False
ENSCINP00000000875,0.0,0.0,0.0,0.2,0.0,0.8,Eumetazoa,10,0,0.500402423538,2.53333333333,-0.428571428571,False
ENSCINP00000000878,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Eumetazoa,9,1,0.636514168295,2.15555555556,-0.33333333333299997,False
ENSCINP00000000885,0.0,0.23076923076900002,0.0,0.769230769231,0.0,0.0,Eukaryota,13,0,0.5402041423889999,0.384615384615,0.0952380952381,False
ENSCINP00000000892,0.0,0.153846153846,0.0,0.769230769231,0.0769230769231,0.0,Eukaryota,13,0,0.6870920273800001,1.12820512821,-0.07142857142860001,False
ENSCINP00000000896,0.0,0.0,0.23076923076900002,0.153846153846,0.0,0.615384615385,Eumetazoa,13,0,0.925129083572,3.92307692308,-0.246031746032,False
ENSCINP00000000906,0.08333333333330001,0.0,0.0,0.08333333333330001,0.0,0.833333333333,Eumetazoa,12,1,0.56608573896,3.35897435897,-0.107142857143,False
ENSCINP00000000927,0.0,0.0,0.0,0.615384615385,0.0,0.38461538461499994,Eukaryota,13,0,0.666278442415,2.05128205128,-0.111111111111,False
ENSCINP00000000930,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,Eukaryota,6,0,0.45056120886600004,1.66666666667,,False
ENSCINP00000000937,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,Eukaryota,13,0,0.271189373042,0.897435897436,0.0674603174603,False
ENSCINP00000000938,0.0,0.0,0.0,0.9,0.0,0.1,Eukaryota,10,1,0.325082973391,1.41818181818,0.25333333333299995,False
ENSCINP00000000958,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,0,-0.0,1.42857142857,-0.222222222222,False
ENSCINP00000000969,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,11,0,-0.0,0.981818181818,0.48,False
ENSCINP00000000975,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.0,,False
ENSCINP00000000995,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,9,0,-0.0,0.555555555556,0.0,False
ENSCINP00000000997,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.461538461538,0.08333333333330001,False
ENSCINP00000001004,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,2,-0.0,2.66666666667,1.0,False
ENSCINP00000001011,0.846153846154,0.0,0.0769230769231,0.0769230769231,0.0,0.0,Cellular_organisms,13,0,0.5359610497089999,0.461538461538,-0.07142857142860001,True
ENSCINP00000001016,0.1,0.0,0.2,0.1,0.0,0.6,Eumetazoa,10,0,1.08889997535,5.06666666667,4.8,False
ENSCINP00000001037,0.0,0.0,0.0,0.0,0.125,0.875,Eumetazoa,8,1,0.37677016125600005,0.722222222222,0.888888888889,False
ENSCINP00000001043,0.0,0.0,0.0,0.0,0.375,0.625,Eumetazoa,8,0,0.661563238158,0.964285714286,1.5208333333300001,False
ENSCINP00000001055,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,Eukaryota,12,1,0.286835983056,0.717948717949,0.0952380952381,False
ENSCINP00000001065,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,1,-0.0,3.71428571429,0.163636363636,False
ENSCINP00000001080,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,1,-0.0,1.0,0.0,False
ENSCINP00000001086,0.0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,4,0,0.6931471805600001,1.16666666667,,False
ENSCINP00000001093,0.0,0.0,0.0,0.615384615385,0.23076923076900002,0.153846153846,Eukaryota,13,0,0.925129083572,1.69230769231,-0.15873015873,False
ENSCINP00000001094,0.0,0.0,0.0,0.375,0.375,0.25,Opisthokonta,8,0,1.08219553004,2.92857142857,1.29166666667,False
ENSCINP00000001102,0.0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,2,1,0.6931471805600001,1.33333333333,-1.0,False
ENSCINP00000001106,0.0,0.0,0.14285714285700002,0.0,0.428571428571,0.428571428571,Opisthokonta,7,1,1.0042424730500001,4.03571428571,-0.220512820513,False
ENSCINP00000001110,0.0,0.0,0.0,0.444444444444,0.0,0.555555555556,Eumetazoa,9,0,0.6869615765970001,4.0,-0.9,False
ENSCINP00000001112,0.0,0.0,0.0,0.6,0.2,0.2,Eukaryota,5,1,0.950270539233,3.26666666667,-1.0,False
ENSCINP00000001113,0.0,0.0,0.0,0.444444444444,0.111111111111,0.444444444444,Eumetazoa,9,0,0.9649629230069999,3.16666666667,-0.777777777778,False
ENSCINP00000001128,0.0,0.0,0.0,0.428571428571,0.14285714285700002,0.428571428571,Eumetazoa,7,1,1.0042424730500001,3.71428571429,0.615384615385,False
ENSCINP00000001139,0.0,0.0,0.0,0.25,0.25,0.5,Eumetazoa,8,0,1.0397207708399998,3.53571428571,0.85641025641,False
ENSCINP00000001142,0.0,0.8571428571430001,0.0,0.0,0.0,0.14285714285700002,Euk_Archaea,7,0,0.410116318288,1.71428571429,-0.5,False
ENSCINP00000001157,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,0.8,-0.33333333333299997,False
ENSCINP00000001162,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,1.0,-0.666666666667,False
ENSCINP00000001163,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.512820512821,-0.0793650793651,False
ENSCINP00000001176,0.0,0.0,0.0,0.444444444444,0.0,0.555555555556,Eumetazoa,9,0,0.6869615765970001,2.44444444444,1.11111111111,False
ENSCINP00000001177,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,11,1,-0.0,1.33333333333,-0.405529953917,False
ENSCINP00000001178,0.625,0.375,0.0,0.0,0.0,0.0,Cellular_organisms,8,1,0.661563238158,0.5,0.0,False
ENSCINP00000001179,0.0,0.0,0.0,0.375,0.125,0.5,Eumetazoa,8,0,0.9743147528689999,2.67857142857,0.405128205128,False
ENSCINP00000001185,0.0,0.0,0.0,0.5,0.5,0.0,Opisthokonta,10,0,0.6931471805600001,2.0,-0.36,False
ENSCINP00000001186,0.0,0.0,0.0,0.777777777778,0.0,0.222222222222,Eukaryota,9,1,0.529706199058,1.73333333333,0.321428571429,False
ENSCINP00000001189,0.0,0.0,0.0,0.428571428571,0.14285714285700002,0.428571428571,Eumetazoa,7,0,1.0042424730500001,4.47619047619,5.88888888889,False
ENSCINP00000001191,0.0,0.0,0.0,0.0,0.2,0.8,Eumetazoa,10,0,0.500402423538,1.42222222222,0.22,False
ENSCINP00000001197,0.0,0.0,0.0,0.625,0.0,0.375,Eukaryota,8,0,0.661563238158,2.85714285714,0.738461538462,False
ENSCINP00000001207,0.0,0.111111111111,0.0,0.111111111111,0.0,0.777777777778,Eumetazoa,9,0,0.6837389058490001,2.44444444444,-0.1,False
ENSCINP00000001233,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,5,2,-0.0,0.0,0.0,False
ENSCINP00000001246,0.0,0.0,0.0,0.222222222222,0.0,0.777777777778,Eumetazoa,9,0,0.529706199058,2.77777777778,-0.111111111111,False
ENSCINP00000001256,0.0,0.0,0.153846153846,0.846153846154,0.0,0.0,Eukaryota,13,0,0.42932302193099997,1.02564102564,-0.15873015873,False
ENSCINP00000001271,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,9,0,-0.0,1.16666666667,-0.33333333333299997,False
ENSCINP00000001272,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,4.33333333333,2.0,False
ENSCINP00000001273,0.0,0.0,0.0,0.5,0.0,0.5,Eumetazoa,4,1,0.6931471805600001,4.2,-1.75,False
ENSCINP00000001277,0.0,0.0,0.0,0.5714285714289999,0.0,0.428571428571,Eukaryota,7,0,0.6829081047,3.33333333333,2.99090909091,False
ENSCINP00000001279,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,1.8,-0.5,False
ENSCINP00000001282,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,2,-0.0,1.33333333333,,False
ENSCINP00000001284,0.0,0.0,0.0,0.583333333333,0.08333333333330001,0.33333333333299997,Eukaryota,12,1,0.887694275799,2.94871794872,0.369047619048,False
ENSCINP00000001285,0.0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,2,1,0.6931471805600001,2.66666666667,1.0,False
ENSCINP00000001296,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,9,0,-0.0,1.16666666667,-0.33333333333299997,False
ENSCINP00000001299,0.538461538462,0.0,0.0,0.46153846153800004,0.0,0.0,Cellular_organisms,13,0,0.6901856760189999,1.07692307692,-0.166666666667,False
ENSCINP00000001305,0.0,0.0,0.0,0.2,0.2,0.6,Eumetazoa,5,1,0.950270539233,4.2,0.6,False
ENSCINP00000001316,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,9,0,-0.0,0.0,0.0,False
ENSCINP00000001347,0.0,0.0,0.0,0.0,0.25,0.75,Eumetazoa,4,0,0.562335144619,1.16666666667,-0.33333333333299997,False
ENSCINP00000001349,0.0,0.0,0.0,0.636363636364,0.181818181818,0.181818181818,Eukaryota,11,1,0.907535294105,3.0303030303,0.422222222222,False
ENSCINP00000001363,0.0,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Eumetazoa,7,1,0.410116318288,1.85714285714,0.33333333333299997,False
ENSCINP00000001364,0.0,0.0,0.0,0.0,0.5714285714289999,0.428571428571,Opisthokonta,7,1,0.6829081047,1.25,1.57142857143,False
ENSCINP00000001372,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,1.0,1.25,False
ENSCINP00000001373,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,Eukaryota,13,0,0.271189373042,0.923076923077,-0.14285714285700002,False
ENSCINP00000001374,0.0,0.0,0.0,0.08333333333330001,0.08333333333330001,0.833333333333,Eumetazoa,12,1,0.56608573896,2.17948717949,-0.0277777777778,False
ENSCINP00000001391,0.0,0.1,0.0,0.0,0.8,0.1,Opisthokonta,10,1,0.6390318596500001,2.0,0.293333333333,False
ENSCINP00000001393,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,1,-0.0,5.0,,False
