,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Protostomia,Ecdysozoa,Arthropoda,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A0NBG0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,Eumetazoa,2,1,0.6931471805600001,4.0,3.0,False
A0NBG6,0.0,0.0,0.0,0.0,0.692307692308,0.23076923076900002,0.0,0.0,0.0769230769231,Opisthokonta,13,0,0.790267968075,1.35897435897,0.305555555556,False
A0NBG7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,4,1,-0.0,2.6,-1.4166666666699999,False
A0NBH2,0.0,0.0,0.0,0.181818181818,0.181818181818,0.636363636364,0.0,0.0,0.0,Eumetazoa,11,0,0.907535294105,2.43636363636,-0.00666666666667,False
A0NBH3,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.271189373042,1.35897435897,0.150793650794,False
A0NBH7,0.0,0.0,0.181818181818,0.272727272727,0.0909090909091,0.45454545454499995,0.0,0.0,0.0,Eumetazoa,11,0,1.2406842919499999,3.34545454545,-0.12169312169299999,False
A0NBI6,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.1,0.2,Eukaryota,10,1,1.22060726455,4.47272727273,-0.0866666666667,False
A0NBI8,0.1,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,Eukaryota,10,1,0.9433483923289999,3.23636363636,1.3373015873,False
A0NBJ0,0.0,0.0,0.0,0.1,0.6,0.1,0.0,0.0,0.2,Opisthokonta,10,1,1.08889997535,2.94545454545,-0.325396825397,False
A0NBJ1,0.0,0.0,0.0,0.625,0.25,0.125,0.0,0.0,0.0,Eukaryota,8,1,0.900256051269,2.5,1.44444444444,False
A0NBJ5,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.5,Arthropoda,10,0,1.22060726455,4.51111111111,0.2,False
A0NBJ6,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.875,Arthropoda,8,1,0.37677016125600005,1.55555555556,-0.35,False
A0NBJ8,0.0,0.0,0.0,0.0,0.0,0.555555555556,0.0,0.0,0.444444444444,Eumetazoa,9,1,0.6869615765970001,2.48888888889,-0.33333333333299997,False
A0NBJ9,0.0,0.0,0.0,0.181818181818,0.45454545454499995,0.363636363636,0.0,0.0,0.0,Opisthokonta,11,1,1.03619878482,2.42424242424,-0.2,False
A0NBK0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.153846153846,-0.0238095238095,False
A0NBK6,0.0,0.0,0.0,0.33333333333299997,0.0,0.222222222222,0.0,0.0,0.444444444444,Arthropoda,9,1,1.06085694716,5.08888888889,2.5119047619,False
A0NBK9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A0NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A0NBL2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,Eumetazoa,4,1,0.562335144619,5.0,-2.91666666667,False
A0NBL4,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,0.0,0.0,0.0,Eukaryota,11,0,0.304636097349,1.23636363636,-0.48148148148100006,False
A0NBL5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.1,Eumetazoa,10,0,0.8018185525429999,1.8,0.07142857142860001,False
A0NBL7,0.0,0.0,0.0,0.363636363636,0.0909090909091,0.272727272727,0.0,0.0,0.272727272727,Eukaryota,11,1,1.29454516584,5.04545454545,0.8777777777779999,False
A0NBM1,0.0,0.0,0.0,0.0,0.166666666667,0.583333333333,0.0,0.08333333333330001,0.166666666667,Eumetazoa,12,1,1.1187433359899999,2.12820512821,0.18650793650800002,False
A0NBM3,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,Eukaryota,4,0,0.562335144619,2.0,0.0,False
A0NBM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,4,0,-0.0,0.5,,False
A0NBM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,4,0,-0.0,0.5,,False
A0NBM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,0,-0.0,0.666666666667,,False
A0NBN0,0.0,0.0,0.0,0.846153846154,0.0,0.153846153846,0.0,0.0,0.0,Eukaryota,13,0,0.42932302193099997,1.69230769231,0.769841269841,False
A0NBN4,0.0,0.0,0.0,0.428571428571,0.0,0.0,0.0,0.0,0.5714285714289999,Arthropoda,7,0,0.6829081047,4.57142857143,3.33333333333,False
A0NBN6,0.0,0.0,0.0,0.545454545455,0.0,0.272727272727,0.0,0.0,0.181818181818,Eukaryota,11,1,0.994923632572,4.5,0.611111111111,False
A0NBN7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,11,0,-0.0,0.181818181818,0.138888888889,False
A0NBN9,0.0,0.0,0.0,0.33333333333299997,0.444444444444,0.0,0.0,0.0,0.222222222222,Opisthokonta,9,0,1.06085694716,3.22222222222,-0.6125,False
A0NBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A0NBP2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,10,0,-0.0,0.466666666667,-0.07142857142860001,False
A0NBP3,0.181818181818,0.0,0.0909090909091,0.45454545454499995,0.0,0.272727272727,0.0,0.0,0.0,Eukaryota,11,0,1.2406842919499999,3.16363636364,0.466931216931,False
A0NBP6,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,Opisthokonta,5,0,1.33217904021,2.8,-1.16666666667,False
A0NBP7,0.0,0.0,0.5,0.375,0.0,0.125,0.0,0.0,0.0,Euk+Bac,8,0,0.9743147528689999,2.71428571429,4.0,False
A0NBP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,8,1,-0.0,0.888888888889,0.25,False
A0NBQ2,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,Eukaryota,12,0,0.45056120886600004,0.909090909091,0.0777777777778,False
A0NBR6,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.3,Opisthokonta,10,0,1.08889997535,2.93333333333,-0.12,False
A0NBS2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,Eumetazoa,12,0,0.562335144619,1.39393939394,-0.133333333333,False
A0NBS3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.282051282051,0.111111111111,False
A0NBT1,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.3,Eumetazoa,10,0,1.02965301406,3.11111111111,-0.595238095238,False
A0NBT5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,9,1,-0.0,1.0,-0.17857142857099997,False
A0NBT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A0NBT8,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.375,Eumetazoa,8,1,0.661563238158,2.0,0.0,False
A0NBU4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,1,1,-0.0,4.0,,False
A0NBV5,0.0,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.0,Eumetazoa,8,1,0.37677016125600005,2.5,0.675,False
A0NBW1,0.0,0.0,0.0,0.0,0.14285714285700002,0.0,0.0,0.0,0.8571428571430001,Arthropoda,7,2,0.410116318288,2.16666666667,-0.4875,False
A0NBW3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,6,0,-0.0,0.0,0.0,False
A0NBW5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,Arthropoda,4,1,0.562335144619,2.8,-1.16666666667,False
A0NBW6,0.2,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.4,Arthropoda,10,0,1.60943791243,5.68888888889,-0.38,False
A0NBW7,0.0,0.0,0.0,0.428571428571,0.0,0.428571428571,0.0,0.0,0.14285714285700002,Eumetazoa,7,0,1.0042424730500001,4.47619047619,-0.138888888889,False
A0NBX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A0NBY2,0.0,0.0,0.0,0.08333333333330001,0.25,0.5,0.0,0.0,0.166666666667,Eumetazoa,12,1,1.1988493129100002,2.46153846154,0.496031746032,False
A0NBZ0,0.0,0.0,0.38461538461499994,0.23076923076900002,0.0,0.0769230769231,0.0,0.0,0.307692307692,Euk+Bac,13,0,1.2658567518700001,5.97435897436,3.04761904762,False
A0NBZ3,0.0,0.0,0.0,0.28571428571400004,0.0,0.714285714286,0.0,0.0,0.0,Eumetazoa,7,1,0.598269588585,2.57142857143,1.0666666666700002,False
A0NBZ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A0NBZ8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,7,0,-0.0,0.0,0.0,False
A0NBZ9,0.0,0.0,0.0,0.0,0.0,0.777777777778,0.0,0.0,0.222222222222,Eumetazoa,9,0,0.529706199058,1.88888888889,-0.555555555556,False
A0NC01,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,0.0,Eukaryota,8,0,0.37677016125600005,1.28571428571,1.25,False
A0NC02,0.0,0.0,0.0,0.33333333333299997,0.111111111111,0.555555555556,0.0,0.0,0.0,Eumetazoa,9,0,0.9368883075390001,2.72222222222,-0.3875,False
A0NC04,0.0,0.0,0.0,0.153846153846,0.307692307692,0.538461538462,0.0,0.0,0.0,Eumetazoa,13,0,0.983961446001,2.02564102564,0.047619047619,False
A0NC08,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.0,0.0,0.5714285714289999,Arthropoda,7,0,0.6829081047,2.57142857143,0.0277777777778,False
A0NC14,0.0,0.0,0.0,0.0,0.08333333333330001,0.5,0.0,0.166666666667,0.25,Eumetazoa,12,0,1.1988493129100002,2.63636363636,0.555555555556,False
A0NC34,0.0,0.0,0.33333333333299997,0.33333333333299997,0.0,0.33333333333299997,0.0,0.0,0.0,Euk+Bac,3,1,1.09861228867,4.33333333333,-1.0,False
A0NC37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.222222222222,0.0625,False
A0NC38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A0NC47,0.0,0.0,0.23076923076900002,0.153846153846,0.0,0.615384615385,0.0,0.0,0.0,Eumetazoa,13,0,0.925129083572,3.46153846154,-0.277777777778,False
A0NC48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,1,-0.0,5.33333333333,-4.0,False
A0NC49,0.0,0.0,0.0,0.5714285714289999,0.0,0.428571428571,0.0,0.0,0.0,Eukaryota,7,1,0.6829081047,2.96428571429,2.125,False
A0NC51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,0,-0.0,0.0,0.0,False
A0NC57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,1,-0.0,4.0,,False
A0NC60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,1.0,,False
A0NC62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A0NC64,0.0,0.0,0.33333333333299997,0.33333333333299997,0.0,0.33333333333299997,0.0,0.0,0.0,Euk+Bac,3,1,1.09861228867,4.5,,False
A0NC65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,7,0,-0.0,0.285714285714,0.111111111111,False
A0NC68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,2,-0.0,2.66666666667,4.0,False
A0NC69,0.0,0.0,0.545454545455,0.0,0.0,0.363636363636,0.0,0.0,0.0909090909091,Euk+Bac,11,0,0.9164648855390001,4.87272727273,0.133333333333,False
A0NC83,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.0,0.0,0.666666666667,Arthropoda,3,1,0.636514168295,4.5,,False
A0NC89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,7,0,-0.0,0.0,0.0,False
A0NC90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,Arthropoda,9,0,0.34883209584299996,0.777777777778,-0.111111111111,False
A0NC92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,6,0,-0.0,0.0,0.0,False
A0NC98,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,Arthropoda,10,2,0.6390318596500001,4.04545454545,1.0,False
A0NCA0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,Eukaryota,10,0,0.610864302055,2.06666666667,-0.24,False
A0NCA6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,Eumetazoa,4,1,0.6931471805600001,5.6,-1.0,False
A0NCA9,0.25,0.33333333333299997,0.08333333333330001,0.33333333333299997,0.0,0.0,0.0,0.0,0.0,Euk_Archaea,12,1,1.2860573368700001,1.25641025641,-0.19444444444400003,False
A0NCB4,0.33333333333299997,0.0,0.33333333333299997,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,Cellular_organisms,6,0,1.32966134885,4.93333333333,-2.0,False
A0NCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,8,0,-0.0,0.0,0.0,False
A0NCC5,0.0,0.0,0.692307692308,0.0769230769231,0.23076923076900002,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.790267968075,2.07692307692,0.916666666667,True
A0NCC8,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,0.0,0.0,0.0,Opisthokonta,9,1,1.09861228867,2.53333333333,0.46428571428599996,False
A0NCD0,0.0,0.0,0.0,0.923076923077,0.0,0.0,0.0,0.0,0.0769230769231,Eukaryota,13,0,0.271189373042,2.02564102564,-0.313492063492,False
A0NCD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,11,0,-0.0,0.436363636364,0.36,False
A0NCD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Ecdysozoa,2,0,0.6931471805600001,2.0,,False
A0NCE6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,Arthropoda,5,1,0.6730116670090001,5.26666666667,,False
A0NCE8,0.0,0.0,0.4,0.3,0.0,0.3,0.0,0.0,0.0,Euk+Bac,10,0,1.08889997535,3.86666666667,-0.24,False
A0NCF4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,1,1,-0.0,4.0,,False
A0NCF7,0.0,0.0,0.0,0.14285714285700002,0.0,0.28571428571400004,0.0,0.0,0.5714285714289999,Arthropoda,7,1,0.955699891113,4.28571428571,1.375,False
A0NCF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,2,-0.0,3.33333333333,0.0,False
A0NCF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,6,0,-0.0,0.0,0.0,False
A0NCG4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,1,1,-0.0,1.0,,False
A0NCG5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.153846153846,0.0277777777778,False
A0NCG9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,5,1,-0.0,0.0,0.0,False
A0NCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Ecdysozoa,2,0,0.6931471805600001,2.0,,False
A0NCH7,0.0,0.0,0.0,0.923076923077,0.0,0.0,0.0,0.0,0.0769230769231,Eukaryota,13,0,0.271189373042,1.74358974359,-0.21825396825399998,False
A0NCI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,7,2,-0.0,1.77777777778,-0.2875,False
A0NCJ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,5,0,-0.0,0.0,0.0,False
A0NCJ4,0.25,0.0,0.125,0.375,0.0,0.125,0.0,0.0,0.125,Eukaryota,8,0,1.49417513829,4.5,5.42857142857,False
A0NCK0,0.0,0.0,0.0,0.08333333333330001,0.5,0.25,0.0,0.0,0.166666666667,Opisthokonta,12,0,1.1988493129100002,2.42424242424,-0.416589861751,False
A0NCL3,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0,0.777777777778,Arthropoda,9,1,0.529706199058,3.13333333333,-0.12,False
A0NCL6,0.25,0.08333333333330001,0.0,0.08333333333330001,0.0,0.08333333333330001,0.0,0.166666666667,0.33333333333299997,Arthropoda,12,0,1.6326309271500001,6.09090909091,2.0,False
A0NCM1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,9,1,-0.0,0.533333333333,-0.07142857142860001,False
A0NCN0,0.0,0.0,0.3,0.5,0.1,0.0,0.0,0.0,0.1,Eukaryota,10,0,1.16828245018,3.68888888889,-0.38,False
A0NCN7,0.2,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.1,Euk+Bac,10,0,1.2798542258299999,3.06666666667,-0.24,True
A0NCP4,0.0,0.0,0.0,0.166666666667,0.666666666667,0.08333333333330001,0.0,0.08333333333330001,0.0,Opisthokonta,12,1,0.983087758575,1.58974358974,-0.19444444444400003,False
A0NCQ2,0.166666666667,0.0,0.25,0.08333333333330001,0.0,0.5,0.0,0.0,0.0,Eumetazoa,12,1,1.1988493129100002,4.05128205128,-0.472222222222,False
A0NCR0,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.0,0.0,0.8571428571430001,Arthropoda,7,1,0.410116318288,3.71428571429,-1.10769230769,False
A0NCR3,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.23076923077,0.325396825397,False
A0NCR8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,11,0,-0.0,0.181818181818,-0.0333333333333,False
A0NCR9,0.0,0.0,0.166666666667,0.166666666667,0.5,0.166666666667,0.0,0.0,0.0,Opisthokonta,6,0,1.2424533248899998,3.33333333333,0.357142857143,False
A0NCS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A0NCT7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,3,0,-0.0,0.0,,False
A0NCT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,5,0,-0.0,0.0,0.0,False
A0NCU8,0.0,0.0,0.0,0.363636363636,0.0,0.363636363636,0.0,0.0909090909091,0.181818181818,Eumetazoa,11,0,1.26365443188,3.92727272727,0.30666666666700004,False
A0NCV0,0.0,0.0,0.428571428571,0.14285714285700002,0.0,0.428571428571,0.0,0.0,0.0,Euk+Bac,7,0,1.0042424730500001,4.57142857143,0.6,False
A0NCV2,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.111111111111,0.222222222222,Eumetazoa,9,0,0.848685557726,1.94444444444,-0.4375,False
A0NCV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,6,0,-0.0,0.333333333333,-0.17857142857099997,False
A0NCW2,0.0,0.0,0.0,0.416666666667,0.0,0.33333333333299997,0.0,0.0,0.25,Eukaryota,12,0,1.07755632707,3.65151515152,0.644444444444,False
A0NCW4,0.33333333333299997,0.0,0.444444444444,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,Euk+Bac,9,0,1.21488965395,4.33333333333,-0.222222222222,False
A0NCW8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,4,0,-0.0,0.0,,False
A0NCW9,0.46153846153800004,0.0,0.153846153846,0.23076923076900002,0.0,0.153846153846,0.0,0.0,0.0,Cellular_organisms,13,0,1.27118148026,2.82051282051,1.1626984127,True
A0NCX0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.2,0.1,Eukaryota,10,1,1.22060726455,4.83636363636,2.85333333333,False
A0NCX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,0,-0.0,0.666666666667,,False
A0NCX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,0,-0.0,0.666666666667,,False
A0NCY0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,8,2,-0.0,0.466666666667,0.07142857142860001,False
A0NCY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A0NCY5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,8,1,-0.0,1.55555555556,-0.35,False
A0NCY8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,7,0,-0.0,0.0,0.0,False
A0NCY9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,6,0,-0.0,0.0,0.0,False
A0NCZ1,0.23076923076900002,0.0,0.0769230769231,0.692307692308,0.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.790267968075,0.923076923077,0.47619047618999993,False
A0ND01,0.0,0.0,0.111111111111,0.555555555556,0.111111111111,0.0,0.0,0.111111111111,0.111111111111,Eukaryota,9,1,1.30309240376,4.28888888889,3.65476190476,False
A0ND03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,1,-0.0,6.0,0.0,False
A0ND05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,8,0,-0.0,0.428571428571,-0.061538461538500004,False
A0ND06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,1,1,-0.0,1.0,,False
A0ND10,0.0,0.0,0.111111111111,0.33333333333299997,0.33333333333299997,0.222222222222,0.0,0.0,0.0,Opisthokonta,9,1,1.3107836781,3.44444444444,0.26,False
A0ND11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,5,0,-0.0,0.0,0.0,False
A0ND18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,0,-0.0,0.0,,False
A0ND19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,1,-0.0,4.0,,False
