,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Protostomia,Ecdysozoa,Arthropoda,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A1Z6I9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A1Z6K7,0.0,0.0,0.14285714285700002,0.8571428571430001,0.0,0.0,0.0,0.0,0.0,Eukaryota,7,1,0.410116318288,1.42857142857,1.52380952381,False
A1Z6L1,0.0,0.0,0.0,0.666666666667,0.222222222222,0.111111111111,0.0,0.0,0.0,Eukaryota,9,1,0.848685557726,1.53333333333,1.3214285714299998,False
A1Z6L9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,10,3,-0.0,0.769230769231,-0.015873015873,True
A1Z6M0,0.0,0.0,0.0,0.0769230769231,0.46153846153800004,0.46153846153800004,0.0,0.0,0.0,Opisthokonta,13,0,0.911017539713,1.84615384615,-0.0793650793651,False
A1Z6M6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,10,3,-0.0,1.05128205128,0.611111111111,False
A1Z6M8,0.0,0.615384615385,0.0,0.0,0.0,0.38461538461499994,0.0,0.0,0.0,Euk_Archaea,13,0,0.666278442415,3.07692307692,-0.166666666667,False
A1Z6N2,0.2,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.2,Euk+Bac,10,3,1.22060726455,6.33333333333,6.5,False
A1Z6N4,0.2,0.0,0.5,0.0,0.0,0.2,0.0,0.1,0.0,Euk+Bac,10,3,1.22060726455,3.74358974359,1.43253968254,True
A1Z6N5,0.33333333333299997,0.166666666667,0.416666666667,0.08333333333330001,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,1.2366848691399999,1.02564102564,-0.15873015873,True
A1Z6P0,0.0,0.0,0.111111111111,0.777777777778,0.0,0.111111111111,0.0,0.0,0.0,Eukaryota,9,2,0.6837389058490001,2.90909090909,0.403439153439,False
A1Z6P3,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.271189373042,0.615384615385,0.111111111111,False
A1Z6P8,0.0,0.0,0.0,0.25,0.08333333333330001,0.583333333333,0.0,0.08333333333330001,0.0,Eumetazoa,12,1,1.07513932401,2.82051282051,0.0277777777778,False
A1Z6Q0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A1Z6Q1,0.0,0.0,0.0,0.769230769231,0.0,0.0,0.0,0.0,0.23076923076900002,Eukaryota,13,0,0.5402041423889999,3.58974358974,-0.0912698412698,False
A1Z6Q3,0.0,0.0,0.0,0.222222222222,0.111111111111,0.0,0.0,0.0,0.666666666667,Arthropoda,9,1,0.848685557726,4.93333333333,1.57142857143,False
A1Z6R3,0.166666666667,0.33333333333299997,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,Euk_Archaea,6,0,1.56071040904,2.26666666667,-0.5714285714289999,False
A1Z6R4,0.428571428571,0.0,0.428571428571,0.0,0.0,0.14285714285700002,0.0,0.0,0.0,Cellular_organisms,7,2,1.0042424730500001,4.0,8.0,False
A1Z6S0,0.0,0.0,0.0,0.0,0.363636363636,0.363636363636,0.0,0.0,0.272727272727,Opisthokonta,11,1,1.09005965871,2.69696969697,-0.311111111111,False
A1Z6S4,0.0,0.0,0.0,0.0,0.0,0.28571428571400004,0.0,0.0,0.714285714286,Arthropoda,7,1,0.598269588585,2.39285714286,-0.702564102564,False
A1Z6S7,0.0,0.0,0.0,0.46153846153800004,0.538461538462,0.0,0.0,0.0,0.0,Opisthokonta,13,0,0.6901856760189999,1.07692307692,-0.11507936507899999,False
A1Z6T8,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,Eumetazoa,2,1,0.6931471805600001,4.0,4.5,False
A1Z6U3,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,Eumetazoa,2,1,0.6931471805600001,3.33333333333,,False
A1Z6U7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,1,1,-0.0,1.0,,False
A1Z6U8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,1,1,-0.0,1.0,,False
A1Z6V0,0.0,0.0,0.0,0.14285714285700002,0.0,0.14285714285700002,0.0,0.0,0.714285714286,Arthropoda,7,1,0.7963116401739999,4.85714285714,0.164102564103,False
A1Z6V5,0.166666666667,0.0,0.5,0.0,0.0,0.33333333333299997,0.0,0.0,0.0,Euk+Bac,6,1,1.0114042647100001,4.09523809524,1.5363636363600002,False
A1Z6W3,0.0,0.0,0.0,0.33333333333299997,0.222222222222,0.444444444444,0.0,0.0,0.0,Eumetazoa,9,1,1.06085694716,2.8,-0.428571428571,False
A1Z6W5,0.0,0.0,0.0,0.0,0.166666666667,0.583333333333,0.0,0.0,0.25,Eumetazoa,12,0,0.9596147939120001,2.77272727273,-0.111111111111,False
A1Z6W6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,1,-0.0,7.0,,False
A1Z6W9,0.0,0.0,0.0,0.166666666667,0.0,0.25,0.0,0.0,0.583333333333,Arthropoda,12,0,0.9596147939120001,3.66666666667,-0.48888888888899995,False
A1Z6X6,0.0769230769231,0.0,0.923076923077,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.0,0.0,True
A1Z6Z4,0.166666666667,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,0.45056120886600004,0.0,0.0,True
A1Z6Z7,0.0,0.0,0.0,0.0,0.153846153846,0.846153846154,0.0,0.0,0.0,Eumetazoa,13,0,0.42932302193099997,0.820512820513,-0.07539682539680001,False
A1Z6Z8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,8,4,-0.0,1.65151515152,0.4,False
A1Z705,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,1.66666666667,0.206349206349,False
A1Z707,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,10,0,0.6730116670090001,0.0,0.0,True
A1Z709,0.0,0.0,0.0,0.166666666667,0.166666666667,0.33333333333299997,0.0,0.0,0.33333333333299997,Eumetazoa,6,5,1.32966134885,3.92727272727,-0.579365079365,False
A1Z713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,1.0,-0.103174603175,False
A1Z722,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,Eukaryota,5,0,0.950270539233,2.8,-0.33333333333299997,False
A1Z726,0.25,0.0,0.5,0.0,0.0,0.125,0.0,0.125,0.0,Euk+Bac,8,3,1.21300756598,4.03636363636,2.39947089947,False
A1Z729,0.1,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,Euk+Bac,10,1,0.940447988655,2.10909090909,-0.149470899471,True
A1Z734,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.58974358974,0.166666666667,False
A1Z739,0.0,0.0,0.0,0.777777777778,0.111111111111,0.0,0.0,0.0,0.111111111111,Eukaryota,9,1,0.6837389058490001,3.08888888889,3.40476190476,False
A1Z743,0.0,0.0,0.0,0.1,0.7,0.1,0.0,0.0,0.1,Opisthokonta,10,1,0.940447988655,1.6,-0.203703703704,False
A1Z746,0.0,0.0,0.38461538461499994,0.615384615385,0.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.666278442415,1.92307692308,0.166666666667,False
A1Z758,0.375,0.0,0.125,0.25,0.0,0.25,0.0,0.0,0.0,Cellular_organisms,8,0,1.32088834315,3.85714285714,1.20833333333,False
A1Z759,0.6,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,Cellular_organisms,10,0,0.897945724857,3.73333333333,0.5714285714289999,False
A1Z763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.0,0.0,False
A1Z765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eumetazoa,3,0,-0.0,0.0,0.0,False
A1Z773,0.0,0.0,0.5,0.375,0.0,0.125,0.0,0.0,0.0,Euk+Bac,8,1,0.9743147528689999,3.44444444444,2.1111111111099996,False
A1Z777,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,Eumetazoa,6,1,0.6931471805600001,4.0,-1.14545454545,False
A1Z782,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,Eukaryota,12,0,0.45056120886600004,0.909090909091,-0.11059907834100001,False
A1Z787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,2,5,-0.0,1.2380952381,-0.5666666666669999,False
A1Z791,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.272727272727,0.0,0.363636363636,0.181818181818,Ecdysozoa,11,1,1.46813993902,3.69696969697,-0.06666666666669999,False
A1Z7A6,0.0,0.0,0.0,0.8181818181820001,0.0,0.0909090909091,0.0,0.0,0.0909090909091,Eukaryota,11,2,0.60016607316,2.28205128205,0.575396825397,False
A1Z7A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A1Z7C1,0.583333333333,0.08333333333330001,0.0,0.33333333333299997,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.887694275799,1.12820512821,0.08333333333330001,False
A1Z7C4,0.0,0.0,0.0,0.08333333333330001,0.0,0.75,0.0,0.08333333333330001,0.08333333333330001,Eumetazoa,12,1,0.836988216786,2.33333333333,0.515873015873,False
A1Z7C5,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,Eumetazoa,3,1,0.636514168295,6.0,,False
A1Z7D1,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.0,0.666666666667,Arthropoda,6,1,0.636514168295,4.7619047619,-1.07272727273,False
A1Z7D2,0.0,0.0,0.0,0.0,0.0,0.28571428571400004,0.0,0.0,0.714285714286,Arthropoda,7,1,0.598269588585,4.32142857143,-0.261538461538,False
A1Z7D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z7D9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z7E8,0.3,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,10,0,0.897945724857,0.2,-0.107142857143,True
A1Z7F1,0.375,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,8,3,0.9743147528689999,3.52727272727,3.87301587302,False
A1Z7F2,0.444444444444,0.111111111111,0.444444444444,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,9,0,0.9649629230069999,0.222222222222,-0.12987012987,False
A1Z7F3,0.428571428571,0.14285714285700002,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,7,1,1.0042424730500001,0.25,-0.14285714285700002,False
A1Z7G6,0.0,0.0,0.0,0.0,0.222222222222,0.777777777778,0.0,0.0,0.0,Eumetazoa,9,1,0.529706199058,1.4,0.14285714285700002,False
A1Z7G7,0.0,0.0,0.0,0.0,0.23076923076900002,0.769230769231,0.0,0.0,0.0,Eumetazoa,13,0,0.5402041423889999,0.897435897436,0.222222222222,False
A1Z7G9,0.0,0.0,0.0,0.538461538462,0.307692307692,0.0769230769231,0.0,0.0,0.0769230769231,Eukaryota,13,0,1.09059947378,2.94871794872,0.420634920635,False
A1Z7H2,0.153846153846,0.0,0.153846153846,0.692307692308,0.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.8305178252869999,1.30769230769,0.210317460317,False
A1Z7I1,0.0,0.0909090909091,0.0,0.545454545455,0.0909090909091,0.272727272727,0.0,0.0,0.0,Eukaryota,11,1,1.12095039267,2.87878787879,1.29216589862,False
A1Z7I2,0.0,0.0,0.0,0.714285714286,0.14285714285700002,0.14285714285700002,0.0,0.0,0.0,Eukaryota,7,1,0.7963116401739999,1.78571428571,3.7142857142900003,False
A1Z7I5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,5,1,-0.0,1.33333333333,-0.8,False
A1Z7J6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
A1Z7K2,0.0,0.0,0.0,0.833333333333,0.08333333333330001,0.0,0.0,0.0,0.08333333333330001,Eukaryota,12,0,0.56608573896,1.90909090909,-0.41474654377899994,False
A1Z7K6,0.0,0.0,0.0,0.75,0.08333333333330001,0.0,0.0,0.0,0.166666666667,Eukaryota,12,1,0.7214636866930001,3.25641025641,0.68253968254,False
A1Z7K8,0.33333333333299997,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,6,7,0.636514168295,2.69230769231,1.2857142857100001,False
A1Z7K9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.384615384615,-0.00793650793651,False
A1Z7L1,0.0,0.0,0.0,0.923076923077,0.0,0.0,0.0,0.0,0.0769230769231,Eukaryota,13,0,0.271189373042,1.53846153846,0.22619047619000002,False
A1Z7L2,0.0,0.0,0.0,0.0,0.28571428571400004,0.5714285714289999,0.0,0.0,0.14285714285700002,Eumetazoa,7,0,0.955699891113,2.09523809524,-0.754545454545,False
A1Z7L4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,4,0,-0.0,0.0,0.0,False
A1Z7L6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z7L8,0.0,0.0,0.0,0.153846153846,0.0769230769231,0.769230769231,0.0,0.0,0.0,Eumetazoa,13,0,0.6870920273800001,1.79487179487,0.08333333333330001,False
A1Z7M3,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.33333333333299997,0.0,0.0,0.166666666667,Eumetazoa,6,5,1.32966134885,2.8,0.480158730159,False
A1Z7M5,0.0,0.0,0.0,0.181818181818,0.0,0.363636363636,0.0,0.0,0.45454545454499995,Arthropoda,11,0,1.03619878482,3.81818181818,0.62,False
A1Z7M7,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.375,Eumetazoa,8,1,0.661563238158,2.83333333333,-1.0,False
A1Z7N0,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,0.0,0.0,0.0,Eukaryota,6,0,0.45056120886600004,2.2,-0.222222222222,False
A1Z7N3,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,Euk+Bac,10,1,0.325082973391,1.63636363636,1.75925925926,True
A1Z7P5,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,1.10256410256,0.190476190476,False
A1Z7Q5,0.0,0.0,0.0,0.769230769231,0.0,0.0769230769231,0.0,0.0,0.153846153846,Eukaryota,13,0,0.6870920273800001,3.4358974359,0.39682539682499995,False
A1Z7Q7,0.0,0.0,0.769230769231,0.153846153846,0.0,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.6870920273800001,1.82051282051,0.234126984127,True
A1Z7Q8,0.0,0.0,0.181818181818,0.8181818181820001,0.0,0.0,0.0,0.0,0.0,Eukaryota,11,0,0.474139313058,0.836363636364,0.11507936507899999,False
A1Z7R6,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,Opisthokonta,4,3,1.0397207708399998,3.04761904762,1.2454545454500001,False
A1Z7R8,0.08333333333330001,0.166666666667,0.0,0.25,0.0,0.33333333333299997,0.0,0.0,0.166666666667,Eumetazoa,12,0,1.51710639706,5.0303030303,0.17777777777800002,False
A1Z7R9,0.0,0.0,0.0,0.0,0.166666666667,0.75,0.0,0.0,0.08333333333330001,Eumetazoa,12,0,0.7214636866930001,1.51515151515,0.0888888888889,False
A1Z7S0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,0.564102564103,-0.0873015873016,False
A1Z7S3,0.0,0.0,0.111111111111,0.666666666667,0.222222222222,0.0,0.0,0.0,0.0,Eukaryota,9,0,0.848685557726,1.83333333333,0.15,False
A1Z7S4,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,0.0,Eukaryota,6,7,0.45056120886600004,1.23076923077,-0.190476190476,False
A1Z7S7,0.0,0.0,0.38461538461499994,0.38461538461499994,0.0,0.0769230769231,0.0,0.0,0.153846153846,Euk+Bac,13,0,1.22028216627,4.76923076923,0.0873015873016,False
A1Z7T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,5,1,-0.0,1.33333333333,0.0,False
A1Z7U1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,5,0,-0.0,0.0,0.0,False
A1Z7U2,0.0,0.0,0.08333333333330001,0.75,0.0,0.08333333333330001,0.0,0.0,0.08333333333330001,Eukaryota,12,0,0.836988216786,2.68181818182,1.2857142857100001,False
A1Z7U3,0.0,0.0,0.0,0.5,0.0,0.33333333333299997,0.0,0.0,0.166666666667,Eukaryota,6,0,1.0114042647100001,3.73333333333,-1.57142857143,False
A1Z7U5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A1Z7U8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z7V9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A1Z7W1,0.0,0.0,0.0,0.428571428571,0.14285714285700002,0.0,0.0,0.0,0.428571428571,Arthropoda,7,4,1.0042424730500001,5.12727272727,3.2328042327999995,False
A1Z7W3,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,0.0,0.0,0.0,Eukaryota,11,0,0.304636097349,1.38181818182,0.18666666666700002,False
A1Z7X3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,Eumetazoa,12,0,0.6931471805600001,2.71212121212,0.022222222222199998,False
A1Z7X7,0.0,0.0,0.28571428571400004,0.714285714286,0.0,0.0,0.0,0.0,0.0,Eukaryota,7,0,0.598269588585,1.42857142857,,False
A1Z7X8,0.0,0.0,0.0,0.5,0.125,0.25,0.0,0.0,0.125,Eukaryota,8,0,1.21300756598,3.82142857143,1.1875,False
A1Z7Y4,0.0,0.0,0.125,0.875,0.0,0.0,0.0,0.0,0.0,Eukaryota,8,1,0.37677016125600005,0.444444444444,-0.25974025974,False
A1Z7Y7,0.0,0.0,0.1,0.5,0.0,0.4,0.0,0.0,0.0,Eukaryota,10,1,0.9433483923289999,3.41818181818,0.4,False
A1Z7Y9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A1Z7Z8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,8,1,-0.0,1.11111111111,0.3125,False
A1Z802,0.0,0.0,0.0,0.25,0.0,0.666666666667,0.0,0.0,0.08333333333330001,Eumetazoa,12,0,0.8239592165009999,2.71212121212,-0.222222222222,False
A1Z803,0.23076923076900002,0.0,0.692307692308,0.0,0.0769230769231,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.790267968075,0.769230769231,-0.119047619048,True
A1Z813,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,0.923076923077,0.166666666667,False
A1Z814,0.0,0.0,0.0,0.5,0.2,0.3,0.0,0.0,0.0,Eukaryota,10,2,1.02965301406,2.93939393939,1.2333333333299998,False
A1Z823,0.0,0.0,0.0,0.692307692308,0.23076923076900002,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.790267968075,2.10256410256,0.0873015873016,False
A1Z824,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,Eumetazoa,3,1,0.636514168295,5.5,-3.66666666667,False
A1Z833,0.0,0.0,0.0,0.909090909091,0.0909090909091,0.0,0.0,0.0,0.0,Eukaryota,11,2,0.304636097349,1.25641025641,0.269841269841,False
A1Z838,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.271189373042,0.615384615385,0.111111111111,False
A1Z840,0.0,0.0,0.0,0.615384615385,0.23076923076900002,0.153846153846,0.0,0.0,0.0,Eukaryota,13,0,0.925129083572,1.92307692308,-0.297619047619,False
A1Z843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,0.948717948718,-0.0952380952381,False
A1Z847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,9,0,-0.0,0.388888888889,-0.0875,False
A1Z850,0.666666666667,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,6,7,0.8675632284810001,2.82051282051,1.11111111111,False
A1Z851,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,Opisthokonta,10,1,0.6931471805600001,1.27272727273,0.24470899470899998,False
A1Z856,0.272727272727,0.0,0.0,0.272727272727,0.0,0.45454545454499995,0.0,0.0,0.0,Eumetazoa,11,0,1.0670895187799998,3.81818181818,-0.429894179894,False
A1Z863,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,0.0,0.0,Eumetazoa,13,0,0.666278442415,0.897435897436,0.325396825397,False
A1Z875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,2,0,-0.0,0.0,,False
A1Z882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,3,0,-0.0,0.0,0.0,False
A1Z887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Arthropoda,1,0,-0.0,None,,False
A1Z891,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,0.0,Eumetazoa,3,1,0.636514168295,0.5,,False
A1Z892,0.714285714286,0.0,0.28571428571400004,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,7,0,0.598269588585,0.0,0.0,False
A1Z893,0.8571428571430001,0.0,0.14285714285700002,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,7,1,0.410116318288,2.0,3.5,False
A1Z897,0.0,0.0,0.0,0.75,0.125,0.0,0.0,0.0,0.125,Eukaryota,8,2,0.7356219397589999,3.04444444444,2.2380952381,False
A1Z898,0.08333333333330001,0.08333333333330001,0.0,0.666666666667,0.08333333333330001,0.0,0.0,0.0,0.08333333333330001,Eukaryota,12,1,1.09861228867,2.69230769231,0.305555555556,False
A1Z8B5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.461538461538,-0.07142857142860001,False
A1Z8C4,0.0,0.0,0.0,0.5714285714289999,0.0,0.428571428571,0.0,0.0,0.0,Eukaryota,7,0,0.6829081047,2.7619047619,1.33333333333,False
A1Z8C9,0.0,0.0,0.923076923077,0.0,0.0,0.0769230769231,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,1.23076923077,0.222222222222,True
