,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A7RER0,0.0,0.0,0.0,0.8181818181820001,0.0909090909091,0.0909090909091,Eukaryota,11,0,0.60016607316,1.67272727273,0.08465608465610001,False
A7RER1,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,2,-0.0,4.66666666667,,False
A7RER2,0.0,0.0,1.0,0.0,0.0,0.0,Euk+Bac,5,0,-0.0,0.0,,False
A7RER3,0.0,0.0,0.0,0.4,0.0,0.6,Eumetazoa,10,1,0.6730116670090001,3.09090909091,-0.25793650793699996,False
A7RER5,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,0,-0.0,None,,False
A7RER6,0.0,0.08333333333330001,0.0,0.666666666667,0.166666666667,0.08333333333330001,Eukaryota,12,1,0.983087758575,1.97435897436,0.261904761905,False
A7RER7,0.0,0.0,0.153846153846,0.307692307692,0.0769230769231,0.46153846153800004,Eumetazoa,13,0,1.2047933096899999,3.20512820513,-0.08333333333330001,False
A7RER8,0.0,0.0,0.7272727272730001,0.272727272727,0.0,0.0,Euk+Bac,11,0,0.585952618304,0.872727272727,-0.013333333333299998,True
A7RER9,1.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,False
A7RES0,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,13,0,-0.0,0.0,0.0,False
A7RES2,0.14285714285700002,0.14285714285700002,0.14285714285700002,0.28571428571400004,0.14285714285700002,0.14285714285700002,Eukaryota,7,1,1.74786809747,3.03571428571,3.0,False
A7RES3,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.512820512821,-0.0793650793651,False
A7RES4,0.0,0.0,0.0,0.0,0.222222222222,0.777777777778,Eumetazoa,9,1,0.529706199058,1.06666666667,-0.06,False
A7RES5,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,1,-0.0,0.5,-0.29166666666700003,False
A7RES7,0.0,0.0,0.0,0.0,1.0,0.0,Opisthokonta,1,2,-0.0,0.666666666667,-0.5,False
A7RES8,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.0,,False
A7RES9,0.0,0.0,0.0,0.0,0.2,0.8,Eumetazoa,5,0,0.500402423538,0.4,0.25,False
A7RET0,0.0,0.0,0.0,0.0,0.25,0.75,Eumetazoa,4,0,0.562335144619,0.5,-0.33333333333299997,False
A7RET2,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7RET6,0.0,0.0,0.0,0.0,1.0,0.0,Opisthokonta,4,0,-0.0,0.0,0.0,False
A7RET7,0.0,0.0,0.46153846153800004,0.46153846153800004,0.0769230769231,0.0,Euk+Bac,13,0,0.911017539713,1.92307692308,0.734126984127,False
A7RET8,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,2,1,-0.0,0.0,,False
A7REU0,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.0,0.0,False
A7REU1,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,3.5,-2.33333333333,False
A7REU2,0.0909090909091,0.181818181818,0.0,0.0,0.0,0.7272727272730001,Eumetazoa,11,1,0.7595473914749999,3.21212121212,-0.39078341013800005,False
A7REU3,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.0,0.0,False
A7REU4,0.0,0.0,0.0,0.125,0.0,0.875,Eumetazoa,8,0,0.37677016125600005,1.0,-0.583333333333,False
A7REU7,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Eukaryota,9,0,0.636514168295,2.38888888889,-0.425,False
A7REU8,0.0,0.0,0.0,0.7,0.1,0.2,Eukaryota,10,0,0.8018185525429999,2.22222222222,-0.23809523809500002,False
A7REU9,0.0,0.0,0.0,0.833333333333,0.0,0.166666666667,Eukaryota,6,0,0.45056120886600004,1.66666666667,0.714285714286,False
A7REV0,0.0,0.0,0.0,0.5,0.08333333333330001,0.416666666667,Eukaryota,12,0,0.918427784993,2.56060606061,0.8138248847930001,False
A7REV1,0.8571428571430001,0.0,0.0,0.0,0.0,0.14285714285700002,Cellular_organisms,7,0,0.410116318288,2.0,7.0,False
A7REV2,0.0,0.0,0.33333333333299997,0.222222222222,0.111111111111,0.33333333333299997,Euk+Bac,9,0,1.3107836781,3.66666666667,0.545454545455,False
A7REV4,0.0,0.0,0.166666666667,0.33333333333299997,0.0,0.5,Eumetazoa,6,1,1.0114042647100001,3.80952380952,1.89090909091,False
A7REV5,0.23076923076900002,0.0,0.153846153846,0.538461538462,0.0769230769231,0.0,Eukaryota,13,0,1.15698764435,1.79487179487,0.134920634921,False
A7REV6,0.0,0.0,0.166666666667,0.5,0.166666666667,0.166666666667,Eukaryota,12,0,1.2424533248899998,2.84848484848,1.8,False
A7REV8,0.0,0.0,0.0,0.111111111111,0.0,0.888888888889,Eumetazoa,9,1,0.34883209584299996,1.62222222222,1.3452380952399998,False
A7REV9,0.0,0.0,0.0,0.111111111111,0.0,0.888888888889,Eumetazoa,9,0,0.34883209584299996,0.666666666667,-0.33333333333299997,False
A7REW0,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,11,2,-0.0,0.384615384615,0.25,False
A7REW1,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,7,0,-0.0,0.571428571429,0.416666666667,False
A7REW2,0.0,0.0,0.0,0.0,0.545454545455,0.45454545454499995,Opisthokonta,11,1,0.689009238477,0.545454545455,-0.0663594470046,False
A7REW3,0.0769230769231,0.307692307692,0.0,0.615384615385,0.0,0.0,Eukaryota,13,0,0.8587409130060001,0.666666666667,0.0515873015873,False
A7REW4,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,13,0,-0.0,0.0,0.0,False
A7REW6,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,11,2,-0.0,0.0,0.0,False
A7REW7,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,9,1,-0.0,1.4,-0.5,False
A7REW8,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,11,0,-0.0,0.0,0.0,False
A7REW9,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,4,0,-0.0,0.0,0.0,False
A7REX0,0.33333333333299997,0.08333333333330001,0.416666666667,0.08333333333330001,0.0,0.08333333333330001,Euk+Bac,12,0,1.3522093992299997,1.68181818182,-0.155555555556,True
A7REX1,0.0,0.0,0.0,0.46153846153800004,0.538461538462,0.0,Opisthokonta,13,0,0.6901856760189999,2.15384615385,-0.126984126984,False
A7REX2,0.0,0.0,0.0,0.46153846153800004,0.153846153846,0.38461538461499994,Eukaryota,13,0,1.0123308390999999,2.66666666667,1.34126984127,False
A7REX3,0.0,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Eumetazoa,7,0,0.410116318288,0.571428571429,-0.327272727273,False
A7REX4,0.38461538461499994,0.0,0.538461538462,0.0,0.0,0.0769230769231,Euk+Bac,13,0,0.898137003188,1.07692307692,0.19444444444400003,False
A7REX5,0.0,0.0,0.0,0.2,0.4,0.4,Opisthokonta,5,0,1.05492016799,2.2,-0.75,False
A7REX6,0.0,0.0,0.0,0.555555555556,0.0,0.444444444444,Eukaryota,9,0,0.6869615765970001,2.27777777778,-0.111111111111,False
A7REX7,0.0,0.23076923076900002,0.0,0.615384615385,0.153846153846,0.0,Eukaryota,13,0,0.925129083572,1.48717948718,0.595238095238,False
A7REX8,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,1,-0.0,2.0,,False
A7REX9,0.0,0.0,0.0,0.583333333333,0.166666666667,0.25,Eukaryota,12,0,0.9596147939120001,2.40909090909,-0.288888888889,False
A7REY0,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7REY1,0.33333333333299997,0.08333333333330001,0.33333333333299997,0.166666666667,0.0,0.08333333333330001,Cellular_organisms,12,0,1.44518587895,1.86363636364,0.716129032258,False
A7REY2,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,8,0,-0.0,0.0,0.0,False
A7REY3,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,1,-0.0,1.42857142857,-0.8181818181820001,False
A7REY4,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7REY5,0.0,0.0,0.0,0.583333333333,0.25,0.166666666667,Eukaryota,12,0,0.9596147939120001,2.42424242424,-0.2,False
A7REY6,0.0,0.0,0.222222222222,0.222222222222,0.0,0.555555555556,Eumetazoa,9,0,0.99502699018,3.38888888889,-0.777777777778,False
A7REY7,0.0,0.0,0.3,0.1,0.0,0.6,Eumetazoa,10,0,0.897945724857,3.53333333333,-0.607142857143,False
A7REY8,0.153846153846,0.0,0.769230769231,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.6870920273800001,0.769230769231,0.138888888889,False
A7REY9,0.08333333333330001,0.0,0.08333333333330001,0.33333333333299997,0.166666666667,0.33333333333299997,Eumetazoa,12,0,1.44518587895,3.21212121212,1.06912442396,False
A7REZ1,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,0,-0.0,0.0,0.0,False
A7REZ2,0.0,0.0,0.375,0.25,0.0,0.375,Euk+Bac,8,0,1.08219553004,3.75,2.47916666667,False
A7REZ3,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,13,0,-0.0,0.282051282051,-0.0436507936508,False
A7REZ7,0.0,0.0,0.0,0.08333333333330001,0.0,0.916666666667,Eumetazoa,12,1,0.286835983056,1.71794871795,-0.00793650793651,False
A7REZ8,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,13,0,-0.0,0.435897435897,-0.0674603174603,False
A7REZ9,0.0,0.0,0.0,0.46153846153800004,0.0,0.538461538462,Eumetazoa,13,0,0.6901856760189999,2.61538461538,1.14285714286,False
A7RF00,1.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,-0.0,0.0,0.0,False
A7RF01,0.0,0.0,0.0,0.416666666667,0.08333333333330001,0.5,Eumetazoa,12,0,0.918427784993,2.43939393939,-0.38801843318,False
A7RF02,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,1,1,-0.0,2.0,,False
A7RF03,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,1,-0.0,5.0,,False
A7RF07,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,3.5,0.0,False
A7RF09,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,1,-0.0,4.66666666667,-3.5,False
A7RF11,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,Eukaryota,11,0,0.304636097349,1.09090909091,0.46,False
A7RF13,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,6,0,-0.0,0.933333333333,-0.2,False
A7RF14,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,0,-0.0,0.0,0.0,False
A7RF16,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,0,-0.0,0.0,0.0,False
A7RF17,0.0,0.0,0.0,0.846153846154,0.0,0.153846153846,Eukaryota,13,0,0.42932302193099997,1.51282051282,0.694444444444,False
A7RF18,0.0,0.0,0.0,0.2,0.0,0.8,Eumetazoa,5,1,0.500402423538,2.66666666667,-0.357142857143,False
A7RF24,0.0,0.0,0.0,0.2,0.2,0.6,Eumetazoa,5,1,0.950270539233,1.66666666667,0.17857142857099997,False
A7RF25,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7RF26,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,1,-0.0,0.0,,False
A7RF27,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,1,-0.0,0.0,0.0,False
A7RF28,0.0,0.0,0.5,0.0,0.0,0.5,Euk+Bac,2,1,0.6931471805600001,4.66666666667,,False
A7RF31,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,Eumetazoa,9,0,0.34883209584299996,0.444444444444,-0.222222222222,False
A7RF33,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,Eumetazoa,9,0,0.34883209584299996,0.444444444444,-0.222222222222,False
A7RF34,0.0,0.0,0.0,0.636363636364,0.0909090909091,0.272727272727,Eukaryota,11,0,0.859967281036,2.47272727273,0.06,False
A7RF35,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,8,0,-0.0,0.0,0.0,False
A7RF36,0.0,0.0,0.0,0.625,0.0,0.375,Eukaryota,8,0,0.661563238158,2.75,1.8958333333300001,False
A7RF37,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,8,0,-0.0,0.0,0.0,False
A7RF38,0.0,0.0,0.0,0.0,0.08333333333330001,0.916666666667,Eumetazoa,12,0,0.286835983056,0.333333333333,-0.101382488479,False
A7RF39,0.615384615385,0.0,0.23076923076900002,0.153846153846,0.0,0.0,Cellular_organisms,13,0,0.925129083572,0.846153846154,0.0238095238095,False
A7RF40,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,12,0,-0.0,0.0,0.0,False
A7RF41,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,7,0,-0.0,0.0,0.0,False
A7RF42,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,1,-0.0,1.14285714286,0.444444444444,False
A7RF43,0.0,0.0,0.0,0.08333333333330001,0.08333333333330001,0.833333333333,Eumetazoa,12,1,0.56608573896,1.23076923077,-0.138888888889,False
A7RF44,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,0,-0.0,0.0,0.0,False
A7RF47,0.0,0.0,0.0,0.307692307692,0.46153846153800004,0.23076923076900002,Opisthokonta,13,0,1.0579054247,1.66666666667,0.8769841269840001,False
A7RF48,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.25641025641,0.011904761904799999,False
A7RF50,0.0,0.0,0.0,0.769230769231,0.0769230769231,0.153846153846,Eukaryota,13,0,0.6870920273800001,1.4358974359,0.861111111111,False
A7RF51,0.615384615385,0.0,0.307692307692,0.0769230769231,0.0,0.0,Cellular_organisms,13,0,0.8587409130060001,0.307692307692,0.0555555555556,False
A7RF52,0.0,0.0,0.2,0.6,0.2,0.0,Eukaryota,10,1,0.950270539233,2.4,0.785714285714,False
A7RF53,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.0,,False
A7RF54,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,1,-0.0,0.571428571429,-0.33333333333299997,False
A7RF55,0.0909090909091,0.0,0.0909090909091,0.0909090909091,0.181818181818,0.545454545455,Eumetazoa,11,1,1.29454516584,3.34848484848,0.839631336406,False
A7RF57,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,0,-0.0,0.0,0.0,False
A7RF58,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,,False
A7RF60,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,2,-0.0,0.0,,False
A7RF61,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,0.0,0.0,False
A7RF64,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,6,0,-0.0,0.333333333333,,False
A7RF65,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,3.5,,False
A7RF67,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7RF68,0.0,0.0,0.0,0.0,0.25,0.75,Eumetazoa,8,0,0.562335144619,0.857142857143,-0.12307692307700001,False
A7RF69,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Eukaryota,3,1,0.636514168295,2.5,2.33333333333,False
A7RF70,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,0.0,0.0,False
A7RF71,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,8,0,-0.0,0.0,0.0,False
A7RF72,0.0,0.0,0.25,0.75,0.0,0.0,Eukaryota,4,1,0.562335144619,1.8,-0.5,False
A7RF73,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,0.0277777777778,False
A7RF74,0.0,0.0,0.0,0.14285714285700002,0.0,0.8571428571430001,Eumetazoa,7,0,0.410116318288,1.14285714286,-0.654545454545,False
A7RF75,0.0,0.0,0.0,0.692307692308,0.23076923076900002,0.0769230769231,Eukaryota,13,0,0.790267968075,2.0,-0.0515873015873,False
A7RF77,0.0,0.0,0.0,0.75,0.125,0.125,Eukaryota,8,0,0.7356219397589999,1.89285714286,-0.104166666667,False
A7RF79,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.666666666667,0.103174603175,False
A7RF80,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,6,0,-0.0,0.0,0.0,False
A7RF81,0.0,0.0,0.0,0.14285714285700002,0.0,0.8571428571430001,Eumetazoa,7,0,0.410116318288,1.14285714286,-0.33333333333299997,False
A7RF82,0.0,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Eumetazoa,7,0,0.410116318288,0.571428571429,-0.327272727273,False
A7RF83,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Eumetazoa,6,0,0.636514168295,1.06666666667,-0.4,False
A7RF84,0.0,0.0,0.0,0.5,0.0,0.5,Eumetazoa,2,1,0.6931471805600001,3.33333333333,,False
A7RF85,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,1,-0.0,1.2,-0.5,False
A7RF86,0.0,0.0,0.0,0.4,0.0,0.6,Eumetazoa,5,0,0.6730116670090001,2.6,0.25,False
A7RF87,0.0,0.0,0.0,0.5,0.0,0.5,Eumetazoa,6,0,0.6931471805600001,1.8,0.0,False
A7RF88,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,1,2,-0.0,2.0,,False
A7RF89,0.0,0.0,0.0,0.5,0.0,0.5,Eumetazoa,4,0,0.6931471805600001,2.0,0.0,False
A7RF90,0.0,0.0,0.0,0.75,0.0,0.25,Eukaryota,4,0,0.562335144619,2.5,0.0,False
A7RF91,0.0,0.0,0.166666666667,0.33333333333299997,0.5,0.0,Opisthokonta,6,0,1.0114042647100001,3.0,-0.555555555556,False
A7RF92,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,1,-0.0,0.0,0.0,False
A7RF94,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,0.0277777777778,False
A7RF95,0.0,0.0,0.0,0.5,0.0,0.5,Eumetazoa,10,0,0.6931471805600001,2.22222222222,1.12,False
A7RF96,0.615384615385,0.0,0.153846153846,0.0,0.23076923076900002,0.0,Cellular_organisms,13,0,0.925129083572,1.92307692308,-0.297619047619,True
A7RF99,0.0,0.0,0.0909090909091,0.636363636364,0.0909090909091,0.181818181818,Eukaryota,11,1,1.0335620542100001,2.45454545455,0.1,False
A7RFA0,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,11,1,-0.0,0.666666666667,0.0,False
A7RFA1,1.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,-0.0,0.0,0.0,True
A7RFA2,0.0,0.0,0.1,0.6,0.0,0.3,Eukaryota,10,0,0.897945724857,2.46666666667,0.821428571429,False
A7RFA3,0.5,0.0,0.08333333333330001,0.416666666667,0.0,0.0,Cellular_organisms,12,0,0.918427784993,1.63636363636,1.53333333333,False
A7RFA4,0.0,0.0,0.166666666667,0.583333333333,0.08333333333330001,0.166666666667,Eukaryota,12,0,1.1187433359899999,2.43939393939,-0.38801843318,False
A7RFA5,0.222222222222,0.0,0.111111111111,0.555555555556,0.0,0.111111111111,Eukaryota,9,1,1.1490596969700002,2.06666666667,1.0357142857100001,False
A7RFA6,0.307692307692,0.0,0.692307692308,0.0,0.0,0.0,Euk+Bac,13,0,0.61724176973,0.0,0.0,False
A7RFA8,0.0,0.0,0.0,0.769230769231,0.0,0.23076923076900002,Eukaryota,13,0,0.5402041423889999,1.94871794872,0.162698412698,False
A7RFA9,0.0,0.0,0.0,0.8,0.2,0.0,Eukaryota,5,0,0.500402423538,1.4,0.25,False
A7RFB0,0.0,0.0,0.0,0.5,0.2,0.3,Eukaryota,10,0,1.02965301406,2.15555555556,-0.380952380952,False
A7RFB1,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,Opisthokonta,6,1,0.636514168295,0.571428571429,-0.13636363636399998,False
A7RFB2,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,0.0,0.0,False
A7RFB4,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A7RFB6,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7RFB8,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,1,-0.0,0.0,0.0,False
A7RFB9,0.153846153846,0.0,0.153846153846,0.692307692308,0.0,0.0,Eukaryota,13,0,0.8305178252869999,1.20512820513,-0.08333333333330001,False
A7RFC0,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,5,0,-0.0,0.0,0.0,False
A7RFC1,0.0,0.0,0.0,0.166666666667,0.0,0.833333333333,Eumetazoa,12,0,0.45056120886600004,1.51515151515,-0.277777777778,False
A7RFC2,0.0,0.0,0.0,0.75,0.0,0.25,Eukaryota,12,1,0.562335144619,2.23076923077,1.20238095238,False
A7RFC4,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,2,2,-0.0,4.66666666667,0.0,False
A7RFC5,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,4,0,-0.0,0.666666666667,,False
A7RFC6,0.38461538461499994,0.0,0.38461538461499994,0.0,0.0769230769231,0.153846153846,Cellular_organisms,13,0,1.22028216627,2.48717948718,1.47222222222,True
A7RFC7,0.153846153846,0.0,0.0769230769231,0.769230769231,0.0,0.0,Eukaryota,13,0,0.6870920273800001,0.923076923077,-0.14285714285700002,False
A7RFC8,0.0,0.0,0.0,0.875,0.125,0.0,Eukaryota,8,0,0.37677016125600005,0.678571428571,-0.3125,False
A7RFD0,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.538461538462,-0.08333333333330001,False
A7RFD2,0.0,0.0,0.0,0.0,0.5,0.5,Opisthokonta,4,0,0.6931471805600001,1.16666666667,-0.33333333333299997,False
A7RFD3,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,1,-0.0,2.8,-1.75,False
A7RFD4,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,0,-0.0,0.0,0.0,False
A7RFD5,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,2.5,0.0,False
A7RFD6,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,0,-0.0,0.0,0.0,False
A7RFD8,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,3,1,-0.0,2.0,0.0,False
A7RFD9,0.0,0.0,0.0,0.0,0.14285714285700002,0.8571428571430001,Eumetazoa,7,1,0.410116318288,1.92857142857,-0.707692307692,False
A7RFE0,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,4,1,-0.0,2.8,-1.16666666667,False
A7RFE1,0.0,0.0,0.0,1.0,0.0,0.0,Eukaryota,12,1,-0.0,0.538461538462,-0.08333333333330001,False
A7RFE2,0.0,0.0,0.0,0.3,0.0,0.7,Eumetazoa,10,0,0.610864302055,2.22222222222,0.23809523809500002,False
A7RFE4,0.0,0.0,0.0,0.8,0.0,0.2,Eukaryota,5,0,0.500402423538,2.0,-0.833333333333,False
A7RFE5,0.0,0.0,0.0,0.0,0.0,1.0,Eumetazoa,12,1,-0.0,0.615384615385,-0.0952380952381,False
A7RFE6,0.307692307692,0.0,0.615384615385,0.0,0.0,0.0769230769231,Euk+Bac,13,0,0.8587409130060001,1.07692307692,0.19444444444400003,True
A7RFE7,0.0,0.0,0.0,0.538461538462,0.307692307692,0.153846153846,Eukaryota,13,0,0.983961446001,1.87179487179,0.48412698412699995,False
A7RFE9,0.0,0.0,0.0,0.428571428571,0.14285714285700002,0.428571428571,Eumetazoa,7,0,1.0042424730500001,2.28571428571,0.888888888889,False
A7RFF0,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.615384615385,0.111111111111,True
A7RFF1,0.0,0.0,0.0,0.3,0.0,0.7,Eumetazoa,10,1,0.610864302055,2.47272727273,-0.380952380952,False
