,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Mammalia,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
A0JN41,0.0,0.0,0.307692307692,0.0769230769231,0.0,0.615384615385,0.0,0.0,Eumetazoa,13,0,0.8587409130060001,4.12820512821,2.7142857142900003,False
A0JN43,0.0,0.0,0.0,0.538461538462,0.153846153846,0.0,0.307692307692,0.0,Eukaryota,13,0,0.983961446001,4.12820512821,1.3730158730200002,False
A0JN45,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.33333333333299997,0.444444444444,Mammalia,9,1,1.21488965395,5.91111111111,0.190476190476,False
A0JN47,0.0,0.0,0.0,0.0,0.46153846153800004,0.307692307692,0.23076923076900002,0.0,Opisthokonta,13,0,1.0579054247,2.20512820513,2.1349206349200003,False
A0JN51,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.416666666667,0.0,Eumetazoa,12,1,0.6791932659919999,2.41025641026,-0.166666666667,False
A0JN52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A0JN53,0.0,0.0,0.0,0.692307692308,0.153846153846,0.153846153846,0.0,0.0,Eukaryota,13,0,0.8305178252869999,1.82051282051,-0.281746031746,False
A0JN54,0.0,0.0,0.0,0.615384615385,0.0,0.0,0.38461538461499994,0.0,Eukaryota,13,0,0.666278442415,4.92307692308,6.09920634921,False
A0JN56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,12,1,-0.0,0.615384615385,-0.0952380952381,False
A0JN59,0.0,0.0,0.0,0.5,0.0,0.08333333333330001,0.25,0.166666666667,Eukaryota,12,0,1.1988493129100002,6.22727272727,1.08888888889,False
A0JN61,0.0,0.0,0.0,0.583333333333,0.25,0.0,0.0,0.166666666667,Eukaryota,12,1,0.9596147939120001,4.28205128205,1.03968253968,False
A0JN62,0.0,0.0769230769231,0.0,0.615384615385,0.153846153846,0.153846153846,0.0,0.0,Eukaryota,13,0,1.07201696856,2.35897435897,-0.210317460317,False
A0JN63,0.0,0.0,0.0,0.909090909091,0.0,0.0909090909091,0.0,0.0,Eukaryota,11,2,0.304636097349,1.5641025641,0.37698412698399997,False
A0JN69,0.0,0.0,0.0,0.38461538461499994,0.0,0.46153846153800004,0.153846153846,0.0,Eumetazoa,13,0,1.0123308390999999,3.92307692308,0.166666666667,False
A0JN70,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,Eumetazoa,12,1,0.45056120886600004,1.35897435897,1.02777777778,False
A0JN71,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.583333333333,0.0,Vertebrata,12,1,0.6791932659919999,2.35897435897,0.615079365079,False
A0JN72,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.181818181818,0.545454545455,Mammalia,11,1,0.994923632572,3.83333333333,4.4,False
A0JN74,0.0,0.0,0.0,0.0909090909091,0.0,0.181818181818,0.272727272727,0.45454545454499995,Mammalia,11,1,1.2406842919499999,5.92424242424,4.93333333333,False
A0JN77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,True
A0JN78,0.0,0.0,0.0,0.846153846154,0.0769230769231,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.5359610497089999,0.589743589744,0.011904761904799999,False
A0JN82,0.0,0.0,0.0,0.0,0.111111111111,0.111111111111,0.33333333333299997,0.444444444444,Mammalia,9,1,1.21488965395,4.77777777778,1.0119047619,False
A0JN83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.538461538462,0.07142857142860001,False
A0JN86,0.0,0.0,0.0,0.46153846153800004,0.23076923076900002,0.0,0.307692307692,0.0,Eukaryota,13,0,1.0579054247,3.89743589744,2.90476190476,False
A0JN87,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,0.666666666667,-0.0515873015873,False
A0JN91,0.0,0.0,0.08333333333330001,0.5,0.0,0.416666666667,0.0,0.0,Eukaryota,12,1,0.918427784993,3.07692307692,0.14285714285700002,False
A0JN92,0.0,0.0,0.0,0.0,0.08333333333330001,0.0,0.583333333333,0.33333333333299997,Vertebrata,12,1,0.887694275799,3.28205128205,1.14285714286,False
A0JN93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.666666666667,-0.103174603175,False
A0JN94,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.636363636364,0.0,Vertebrata,11,2,0.655481773901,1.79487179487,0.23809523809500002,False
A0JN95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,12,1,-0.0,0.0,0.0,True
A0JN96,0.0,0.0,0.307692307692,0.46153846153800004,0.0,0.153846153846,0.0769230769231,0.0,Eukaryota,13,0,1.2047933096899999,3.69230769231,2.0595238095200004,False
A0JN98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,13,0,-0.0,0.282051282051,0.111111111111,False
A0JNA1,0.08333333333330001,0.0,0.0,0.583333333333,0.08333333333330001,0.166666666667,0.08333333333330001,0.0,Eukaryota,12,1,1.23426786608,3.53846153846,-0.08333333333330001,False
A0JNA5,0.0,0.0,0.0,0.166666666667,0.0,0.08333333333330001,0.75,0.0,Vertebrata,12,1,0.7214636866930001,3.64102564103,1.1904761904799999,False
A0JNA6,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Vertebrata,12,1,0.562335144619,1.58974358974,-0.14285714285700002,False
A0JNB0,0.0,0.0,0.0,0.23076923076900002,0.307692307692,0.23076923076900002,0.23076923076900002,0.0,Opisthokonta,13,0,1.37781950804,3.71794871795,2.46825396825,False
A0JNB1,0.0,0.0,0.0,0.0,0.181818181818,0.0909090909091,0.0,0.7272727272730001,Mammalia,11,1,0.7595473914749999,5.68181818182,4.0,False
A0JNB5,0.0,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Vertebrata,13,0,0.666278442415,1.92307692308,1.4047619047600002,False
A0JNB6,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.7272727272730001,0.0,Vertebrata,11,1,0.585952618304,1.75757575758,1.2666666666700002,False
A0JNB7,0.0,0.0,0.0,0.769230769231,0.153846153846,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.6870920273800001,1.15384615385,0.75,False
A0JNB8,0.153846153846,0.153846153846,0.0,0.46153846153800004,0.0769230769231,0.0,0.0,0.153846153846,Eukaryota,13,0,1.41806936525,5.0,2.21825396825,False
A0JNC1,0.0,0.0,0.538461538462,0.46153846153800004,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.6901856760189999,1.07692307692,-0.0634920634921,False
A0JNC3,0.0,0.0,0.0,0.153846153846,0.38461538461499994,0.153846153846,0.23076923076900002,0.0769230769231,Opisthokonta,13,0,1.47913280743,4.38461538462,2.15873015873,False
A0JNC5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.0,0.0,False
A0JNC9,0.0,0.0,0.0,0.0,0.23076923076900002,0.46153846153800004,0.307692307692,0.0,Eumetazoa,13,0,1.0579054247,2.69230769231,1.64682539683,False
A0JND0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,Eumetazoa,12,1,0.636514168295,2.30769230769,0.880952380952,False
A0JND1,0.0,0.166666666667,0.0,0.0,0.08333333333330001,0.75,0.0,0.0,Eumetazoa,12,1,0.7214636866930001,3.15384615385,-0.488095238095,False
A0JND2,0.0,0.0,0.0,0.0,0.08333333333330001,0.25,0.33333333333299997,0.33333333333299997,Mammalia,12,1,1.2860573368700001,4.89743589744,0.634920634921,False
A0JND3,0.0,0.0,0.0,0.46153846153800004,0.0,0.538461538462,0.0,0.0,Eumetazoa,13,0,0.6901856760189999,2.53846153846,0.845238095238,False
A0JND4,0.0,0.0,0.307692307692,0.307692307692,0.0769230769231,0.0769230769231,0.23076923076900002,0.0,Euk+Bac,13,0,1.45831922246,5.0,4.43650793651,False
A0JNE0,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,Eumetazoa,13,0,0.5402041423889999,2.4358974359,1.68650793651,False
A0JNE1,0.0,0.0,0.0,0.8181818181820001,0.0,0.181818181818,0.0,0.0,Eukaryota,11,0,0.474139313058,2.4,0.733333333333,False
A0JNE4,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Mammalia,12,1,0.636514168295,2.87179487179,0.32936507936500004,False
A0JNE6,0.0,0.0769230769231,0.153846153846,0.307692307692,0.153846153846,0.0769230769231,0.23076923076900002,0.0,Eukaryota,13,0,1.67159527802,4.82051282051,4.87698412698,False
A0JNE7,0.0,0.0,0.0,0.5,0.0,0.3,0.1,0.1,Eukaryota,10,0,1.16828245018,5.17777777778,1.4,False
A0JNE8,0.0,0.0,0.0,0.692307692308,0.0,0.0,0.307692307692,0.0,Eukaryota,13,0,0.61724176973,4.23076923077,3.9880952381,False
A0JNE9,0.615384615385,0.0769230769231,0.0,0.23076923076900002,0.0,0.0,0.0769230769231,0.0,Cellular_organisms,13,0,1.03176711135,2.71794871795,0.198412698413,False
A0JNF4,0.0,0.153846153846,0.0,0.846153846154,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.42932302193099997,0.435897435897,-0.015873015873,False
A0JNF5,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.692307692308,0.0,Vertebrata,13,0,0.61724176973,1.23076923077,-0.0873015873016,False
A0JNF9,0.0,0.0,0.0,0.0,0.0,0.23076923076900002,0.769230769231,0.0,Vertebrata,13,0,0.5402041423889999,1.23076923077,0.428571428571,False
A0JNG0,0.0,0.0,0.0,0.0,0.0,0.846153846154,0.153846153846,0.0,Eumetazoa,13,0,0.42932302193099997,1.12820512821,-0.17460317460299998,False
A0JNG1,0.0,0.0,0.0,0.0,0.0,0.555555555556,0.444444444444,0.0,Eumetazoa,9,0,0.6869615765970001,1.33333333333,1.05,False
A0JNG5,0.0,0.0,0.0769230769231,0.615384615385,0.0,0.0769230769231,0.23076923076900002,0.0,Eukaryota,13,0,1.03176711135,4.4358974359,3.54365079365,False
A0JNG6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,13,0,-0.0,0.794871794872,0.805555555556,False
A0JNG9,0.0,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Vertebrata,13,0,0.666278442415,1.53846153846,1.3095238095200001,False
A0JNH1,0.0,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Vertebrata,13,0,0.666278442415,0.948717948718,-0.0436507936508,False
A0JNH5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.384615384615,-0.05952380952380001,False
A0JNH6,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,Eumetazoa,12,1,0.286835983056,2.69230769231,0.253968253968,False
A0JNH7,0.0,0.0,0.08333333333330001,0.25,0.0,0.25,0.416666666667,0.0,Vertebrata,12,1,1.26500137527,5.25641025641,5.583333333330001,False
A0JNH9,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,0.0,Eumetazoa,13,0,0.666278442415,1.02564102564,-0.0555555555556,False
A0JNI4,0.38461538461499994,0.0,0.153846153846,0.38461538461499994,0.0769230769231,0.0,0.0,0.0,Cellular_organisms,13,0,1.22028216627,1.53846153846,-0.134920634921,False
A0JNI5,0.0,0.0,0.0,0.769230769231,0.0,0.23076923076900002,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.69230769231,-0.210317460317,False
A0JNI9,0.307692307692,0.0769230769231,0.153846153846,0.0,0.153846153846,0.23076923076900002,0.0769230769231,0.0,Cellular_organisms,13,0,1.67159527802,4.53846153846,2.75396825397,False
A0JNJ5,0.0,0.0,0.0,0.25,0.416666666667,0.08333333333330001,0.25,0.0,Opisthokonta,12,1,1.26500137527,4.61538461538,3.15476190476,False
A0JNK3,0.692307692308,0.0,0.153846153846,0.0,0.0,0.153846153846,0.0,0.0,Cellular_organisms,13,0,0.8305178252869999,2.25641025641,-0.34920634920599997,True
A0JNK5,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454499995,0.545454545455,Mammalia,11,1,0.689009238477,2.13636363636,0.922222222222,False
A0JNK6,0.0,0.0,0.0,0.0,0.615384615385,0.38461538461499994,0.0,0.0,Opisthokonta,13,0,0.666278442415,0.948717948718,0.05952380952380001,False
A0JNK7,0.0,0.0,0.0,0.272727272727,0.0,0.0,0.7272727272730001,0.0,Vertebrata,11,1,0.585952618304,4.84848484848,4.0,False
A0JNK9,0.0,0.0,0.08333333333330001,0.166666666667,0.0,0.25,0.5,0.0,Vertebrata,12,1,1.1988493129100002,4.69230769231,0.615079365079,False
A0JNL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,12,0,-0.0,0.0,0.0,False
A0JNL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,12,0,-0.0,0.0,0.0,False
A0JNM0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.888888888889,Mammalia,9,2,0.34883209584299996,3.63636363636,0.433333333333,False
A0JNM1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,Mammalia,10,0,0.610864302055,1.28888888889,-0.02,False
A0JNM2,0.08333333333330001,0.08333333333330001,0.0,0.5,0.08333333333330001,0.0,0.0,0.25,Eukaryota,12,1,1.31437384301,6.23076923077,4.09126984127,False
A0JNM6,0.0,0.0,0.0,0.25,0.0,0.25,0.166666666667,0.33333333333299997,Mammalia,12,1,1.35797785499,5.76923076923,5.246031746030001,False
A0JNN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
A0JNN3,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,0.0,Eukaryota,12,1,0.286835983056,1.0,0.361111111111,False
A0JNN8,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181820001,0.181818181818,Vertebrata,11,0,0.474139313058,1.63636363636,0.8,False
A0JNP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,1.11111111111,-0.222222222222,False
A0JNP7,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.272727272727,0.272727272727,0.272727272727,Mammalia,11,1,1.4990306729799998,5.31818181818,5.533333333330001,False
A0JNQ1,0.307692307692,0.0,0.307692307692,0.153846153846,0.0,0.23076923076900002,0.0,0.0,Cellular_organisms,13,0,1.3516811946899998,4.23076923077,1.6666666666699999,True
A0JNQ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,2,-0.0,2.42424242424,-0.444444444444,False
A0JNQ7,0.0,0.0,0.0,0.0,0.0,0.846153846154,0.153846153846,0.0,Eumetazoa,13,0,0.42932302193099997,1.79487179487,-0.277777777778,False
A0MTF4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,12,1,0.6931471805600001,2.07692307692,2.61904761905,False
A0N0X6,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,Eumetazoa,13,0,0.5402041423889999,1.74358974359,1.43253968254,False
A1A4H7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,1,0,-0.0,None,,False
A1A4I7,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.33333333333299997,0.08333333333330001,Eumetazoa,12,1,0.887694275799,2.4358974359,2.30555555556,False
A1A4I9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.461538461538,-0.07142857142860001,False
A1A4J1,0.0,0.0,0.692307692308,0.0769230769231,0.0,0.0,0.23076923076900002,0.0,Euk+Bac,13,0,0.790267968075,4.53846153846,3.5277777777800003,False
A1A4J3,0.0,0.0,0.0,0.0,0.0,0.23076923076900002,0.769230769231,0.0,Vertebrata,13,0,0.5402041423889999,1.53846153846,-0.031746031746,False
A1A4J5,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.8181818181820001,0.0,Vertebrata,11,1,0.474139313058,3.87878787879,1.48888888889,False
A1A4J6,0.0,0.0,0.0,0.916666666667,0.0,0.08333333333330001,0.0,0.0,Eukaryota,12,0,0.286835983056,1.0,0.0,False
A1A4J8,0.33333333333299997,0.0,0.416666666667,0.166666666667,0.08333333333330001,0.0,0.0,0.0,Euk+Bac,12,1,1.2366848691399999,1.35897435897,0.666666666667,False
A1A4J9,0.538461538462,0.0,0.0769230769231,0.307692307692,0.0,0.0769230769231,0.0,0.0,Cellular_organisms,13,0,1.09059947378,1.92307692308,0.0634920634921,False
A1A4K3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.538461538462,-0.031746031746,False
A1A4K4,0.0,0.0,0.0,0.23076923076900002,0.153846153846,0.538461538462,0.0769230769231,0.0,Eumetazoa,13,0,1.15698764435,2.64102564103,0.107142857143,False
A1A4K5,0.0,0.0,0.0,0.3,0.1,0.4,0.0,0.2,Eumetazoa,10,1,1.2798542258299999,5.63636363636,2.34,False
A1A4K7,0.0,0.0,0.0,0.692307692308,0.0,0.153846153846,0.0,0.153846153846,Eukaryota,13,0,0.8305178252869999,4.41025641026,1.01984126984,False
A1A4K8,0.0,0.0,0.0,0.833333333333,0.08333333333330001,0.08333333333330001,0.0,0.0,Eukaryota,12,1,0.56608573896,1.4358974359,0.5,False
A1A4L0,0.0,0.0,0.0,0.33333333333299997,0.583333333333,0.08333333333330001,0.0,0.0,Opisthokonta,12,1,0.887694275799,2.17948717949,0.7460317460320001,False
A1A4L2,0.153846153846,0.0769230769231,0.0,0.0,0.0,0.307692307692,0.46153846153800004,0.0,Vertebrata,13,0,1.2047933096899999,4.71794871795,2.8293650793700005,False
A1A4L5,0.08333333333330001,0.25,0.0,0.5,0.0,0.166666666667,0.0,0.0,Eukaryota,12,1,1.1988493129100002,2.4358974359,0.448412698413,False
A1A4L7,0.0,0.0,0.3,0.4,0.1,0.0,0.1,0.1,Eukaryota,10,0,1.4184836619499999,5.64444444444,6.55952380952,False
A1A4L8,0.46153846153800004,0.0,0.538461538462,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.6901856760189999,0.0,0.0,False
A1A4M4,0.615384615385,0.23076923076900002,0.0,0.153846153846,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.925129083572,1.07692307692,0.0912698412698,True
A1A4M6,0.0,0.0,0.0,0.33333333333299997,0.08333333333330001,0.416666666667,0.166666666667,0.0,Eumetazoa,12,0,1.2366848691399999,4.28787878788,1.07777777778,False
A1A4M8,0.0,0.0,0.0,0.272727272727,0.0,0.363636363636,0.363636363636,0.0,Eumetazoa,11,2,1.09005965871,4.74358974359,0.19444444444400003,False
A1A4M9,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.909090909091,Mammalia,11,1,0.304636097349,3.93939393939,2.33333333333,False
A1A4N2,0.0,0.0,0.0,0.38461538461499994,0.0769230769231,0.38461538461499994,0.153846153846,0.0,Eumetazoa,13,0,1.22028216627,3.61538461538,0.884920634921,False
A1A4N4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,11,1,-0.0,1.33333333333,0.0,False
A1A4P3,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.0,0.7272727272730001,Mammalia,11,1,0.585952618304,4.86363636364,0.3,False
A1A4P4,0.0,0.0,0.0,0.0,0.0,0.923076923077,0.0769230769231,0.0,Eumetazoa,13,0,0.271189373042,0.820512820513,-0.126984126984,False
A1A4P5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
A1A4P6,0.0,0.0,0.0,0.23076923076900002,0.0,0.615384615385,0.153846153846,0.0,Eumetazoa,13,0,0.925129083572,3.79487179487,-0.4325396825399999,False
A1A4P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.2,0.0,False
A1A4P9,0.0,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Vertebrata,13,0,0.666278442415,1.69230769231,-0.0555555555556,False
A1A4Q2,0.0,0.0,0.846153846154,0.0769230769231,0.0,0.0769230769231,0.0,0.0,Euk+Bac,13,0,0.5359610497089999,1.46153846154,-0.0198412698413,True
A1A4Q3,0.0,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.181818181818,0.636363636364,Mammalia,11,1,1.0335620542100001,5.22727272727,1.82222222222,False
A1A4Q6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,Mammalia,10,1,0.500402423538,4.98181818182,-0.108465608466,False
A1A4Q7,0.0,0.0,0.0,0.0,0.08333333333330001,0.08333333333330001,0.25,0.583333333333,Mammalia,12,1,1.07513932401,5.10256410256,3.8015873015900006,False
A1A4Q8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,11,0,-0.0,0.436363636364,-0.08,False
A1A4Q9,0.0,0.0,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,Eumetazoa,13,0,0.271189373042,1.84615384615,0.33333333333299997,False
A1A4R0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,13,0,-0.0,0.307692307692,0.00396825396825,False
A1A4R3,0.0,0.0,0.307692307692,0.38461538461499994,0.153846153846,0.0,0.153846153846,0.0,Eukaryota,13,0,1.30610660909,4.20512820513,2.2380952381,False
A1A4R8,0.0769230769231,0.0,0.153846153846,0.769230769231,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.6870920273800001,0.923076923077,-0.0912698412698,False
A1A4R9,0.0,0.0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,Eumetazoa,13,0,0.5402041423889999,1.61538461538,0.988095238095,False
A1L4Z4,0.08333333333330001,0.08333333333330001,0.0,0.833333333333,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.56608573896,1.17948717949,0.5912698412699999,False
A1L4Z7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.8,Mammalia,10,2,0.6390318596500001,6.51515151515,4.0,False
A1L521,0.0,0.0,0.0,0.769230769231,0.0769230769231,0.153846153846,0.0,0.0,Eukaryota,13,0,0.6870920273800001,1.69230769231,0.253968253968,False
A1L528,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,2.41025641026,-0.269841269841,False
A1L539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,1,1,-0.0,1.0,,False
A1L552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,12,1,-0.0,1.0,0.0,False
A1L570,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,Eumetazoa,13,0,0.61724176973,1.89743589744,1.56349206349,False
A1L5A6,0.0,0.0,0.0,0.846153846154,0.0769230769231,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.5359610497089999,1.5641025641,-0.0873015873016,False
A1L5A7,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,Eumetazoa,10,2,1.02965301406,3.01515151515,0.822222222222,False
